rank,site_id,total_volume,months_present_x,first_month,last_month,avg_monthly_volume,max_monthly_volume,best_month,best_month_volume,percent_of_network,cumulative_volume,cumulative_percent,percentile_band,months_present_y,monthly_total,monthly_mean,monthly_median,monthly_std,monthly_max,monthly_min,monthly_cv,max_to_mean_ratio,first12_avg,last12_avg,growth_abs,growth_pct,friendly_name,site_name,latitude,longitude,traffic_band,percentile_rank,volume_ratio,google_maps_url,scale_score,stability_score,volatility_score,growth_score,spike_score,traffic_archetype,archetype_colour,ooh_exposure_score,research_interest_score,strategic_importance_score
4,849,548183949,147,2014-01,2026-04,3729142.51,4709610,2021-05,4709610,0.1017,2421037767,0.449155,Top 1%,147,548183949.0,3729142.5102040814,3823025.0,588563.6496356791,4709610.0,754316.0,0.15782814628971348,1.2629203596035974,2952478.0833333335,3934008.25,981530.1666666665,33.24428290280562,Canterbury / Mitcham / Boronia,CANTERBURY/MITCHAM/BORONIA,-37.836096,145.195312,red,99.93552546744036,0.812728,"https://www.google.com/maps/search/?api=1&query=-37.836096,145.195312",99.93694829760403,58.16852966466036,41.83147033533964,82.51944684528955,47.99054373522459,Mixed Urban Traffic Site,#8d6e63,86.01134334890523,66.58281989076023,79.38394258621274
115,2627,338248403,147,2014-01,2026-04,2301009.54,2825825,2025-10,2825825,0.062752,47071723072,8.732823,Top 5%,147,338248403.0,2301009.544217687,2377428.0,313154.9942602765,2825825.0,531040.0,0.13609460901508127,1.2280805210483137,1909842.5,2503961.3333333335,594118.8333333335,31.108263290472042,WESTERN Highway / WRR,WESTERN HWY/WRR,-37.770445,144.794128,red,97.54996776273371,0.501481,"https://www.google.com/maps/search/?api=1&query=-37.770445,144.794128",97.60403530895334,77.02063628546861,22.979363714531384,81.6551426101988,37.309262841177734,Metropolitan Backbone,#7b1fa2,89.26840701333126,57.65651657111295,79.10387622534219
18,3376,488890200,147,2014-01,2026-04,3325783.67,4534060,2025-10,4534060,0.0907,9541555014,1.770165,Top 1%,147,488890200.0,3325783.673469388,3906735.0,1124143.4676529677,4534060.0,59.0,0.3380085952735118,1.363305748407311,2194119.0833333335,4029919.0,1835799.9166666665,83.66911033277628,HODDLE near STUDLEY (NORTHBOUND),HODDLE NR STUDLEY (NORTHBOUND),-37.8024,144.99245,red,99.63464431549538,0.72482,"https://www.google.com/maps/search/?api=1&query=-37.8024,144.99245",99.6427070197562,14.423903697334485,85.57609630266552,91.74589455488332,66.30131098216204,High-Volume Volatile Corridor,#d32f2f,76.75864369617621,87.34914012367348,78.90959225473368
22,4035,478691176,147,2014-01,2026-04,3256402.56,5179024,2025-03,5179024,0.088808,11480367563,2.129856,Top 1%,147,478691176.0,3256402.5578231295,2500568.0,1196405.9959912489,5179024.0,1005699.0,0.3674011350706694,1.5904127048291359,2451433.6666666665,4621652.0,2170218.3333333335,88.52853588668728,Burke / Barkers / Mont Albert,BURKE/BARKERS/MONT ALBERT,-37.817373,145.059356,red,99.54867827208253,0.709699,"https://www.google.com/maps/search/?api=1&query=-37.817373,145.059356",99.55863808322825,11.478933791917456,88.52106620808254,92.11322385479689,83.64496024070492,High-Volume Volatile Corridor,#d32f2f,76.04962916471428,91.07481198201934,78.79797859800797
17,3393,489568230,147,2014-01,2026-04,3330396.12,5419559,2018-05,5419559,0.090825,9052664814,1.679465,Top 1%,147,489568230.0,3330396.1224489794,3317557.0,789138.0775882269,5419559.0,594786.0,0.2369502151017221,1.6273016184077143,2728543.8333333335,3950882.6666666665,1222338.833333333,44.79821135363837,Punt / Swan,PUNT/SWAN,-37.824602,144.988855,red,99.6561358263486,0.725825,"https://www.google.com/maps/search/?api=1&query=-37.824602,144.988855",99.66372425388819,28.86930352536543,71.13069647463458,85.933448573898,85.12787448957661,High-Volume Volatile Corridor,#d32f2f,79.21906393575946,83.37770436250563,78.47883080529756
111,1197,339931084,147,2014-01,2026-04,2312456.35,4529531,2022-05,4529531,0.063065,45714337934,8.480998,Top 5%,147,339931084.0,2312456.353741497,1784642.0,1205108.1487210775,4529531.0,475328.0,0.5211376840783363,1.958753077726778,1288716.6666666667,3644420.5,2355703.833333333,182.79455013385407,Kororoit / Ferguson,KOROROIT/FERGUSON,-37.857814,144.888971,red,97.63593380614655,0.503976,"https://www.google.com/maps/search/?api=1&query=-37.857814,144.888971",97.6881042454813,5.6749785038692995,94.3250214961307,96.15384615384616,92.52095422308189,High-Volume Volatile Corridor,#d32f2f,74.37797119175127,95.27567535235814,78.4741650664293
159,3556,315643064,147,2014-01,2026-04,2147231.73,3149458,2015-10,3149458,0.058559,61432702044,11.397095,Top 5%,147,315643064.0,2147231.7278911564,2336946.0,634922.6670011745,3149458.0,463973.0,0.29569359410721174,1.4667527305462984,995722.1666666666,2233471.4166666665,1237749.25,124.30668829474354,NORTH near DALMOR,NORTH NR DALMOR,-37.903702,145.038116,red,96.60434128519236,0.467967,"https://www.google.com/maps/search/?api=1&query=-37.903702,145.038116",96.67927700714586,18.93809114359415,81.06190885640585,94.31719965427831,76.46679561573178,High-Volume Volatile Corridor,#d32f2f,76.77156507068443,87.47270273981448,78.316019141251
121,256,335502364,147,2014-01,2026-04,2282329.01,2935303,2024-03,2935303,0.062243,49091246707,9.107488,Top 5%,147,335502364.0,2282329.006802721,2230833.0,343422.9028639072,2935303.0,525947.0,0.15047037558577192,1.2860998529357606,1961303.8333333333,2550060.0,588756.1666666667,30.018610918943978,STH GIPPS'D Highway / THOMPSONS,STH GIPPS'D HWY/THOMPSONS,-38.082238,145.276442,red,97.42101869761444,0.49741,"https://www.google.com/maps/search/?api=1&query=-38.082238,145.276442",97.47793190416141,64.10146173688736,35.89853826311264,81.1581676750216,53.707285622179235,Mixed Urban Traffic Site,#8d6e63,85.86986151651494,64.46361791875506,78.30177597872132
56,2614,387494577,147,2014-01,2026-04,2636017.53,3444857,2025-10,3444857,0.071889,25740548282,4.775428,Top 5%,147,387494577.0,2636017.5306122447,2557745.0,416893.4451126999,3444857.0,676198.0,0.15815275895220304,1.3068414606483643,2444946.3333333335,3069300.0,624353.6666666665,25.536497801792237,WESTERN Highway / STATION,WESTERN HWY/STATION,-37.770309,144.77471,red,98.81796690307328,0.574493,"https://www.google.com/maps/search/?api=1&query=-37.770309,144.77471",98.84405212274065,57.910576096302655,42.08942390369734,79.49438202247191,57.855147216849346,Mixed Urban Traffic Site,#8d6e63,84.74074909607741,67.02669548011117,78.2742286645428
43,2843,410170343,147,2014-01,2026-04,2790274.44,4268188,2023-05,4268188,0.076095,20557958390,3.813946,Top 1%,147,410170343.0,2790274.4421768705,2278189.0,906754.7451231626,4268188.0,541646.0,0.3249697346672987,1.5296660197590153,2228815.0833333335,3567507.5,1338692.4166666665,60.06296469712362,Monash / Toorak / Auburn,MONASH/TOORAK/AUBURN,-37.844883,145.040855,red,99.09735654416504,0.608111,"https://www.google.com/maps/search/?api=1&query=-37.844883,145.040855",99.11727616645649,15.692175408426479,84.30782459157352,88.95851339671565,80.65764023210832,High-Volume Volatile Corridor,#d32f2f,76.22924842300083,88.11739389417298,78.17908572466987
