month_label,month_start,next_month_start,iso_dow,day_name,day_total_volume,days_loaded,avg_daily_volume,month_elapsed_seconds,completed_at_epoch,row_type
2016-04,2016-04-01,2016-05-01,5,Friday,644141813,5,128828362.6,647.906,1778322413.13,day_of_week_month_day_total
2016-04,2016-04-01,2016-05-01,6,Saturday,546357901,5,109271580.2,647.906,1778322413.13,day_of_week_month_day_total
2016-04,2016-04-01,2016-05-01,7,Sunday,377492317,4,94373079.25,647.906,1778322413.13,day_of_week_month_day_total
2016-05,2016-05-01,2016-06-01,1,Monday,586849497,5,117369899.4,749.014,1778323235.406,day_of_week_month_day_total
2016-05,2016-05-01,2016-06-01,2,Tuesday,606492527,5,121298505.4,749.014,1778323235.406,day_of_week_month_day_total
2016-05,2016-05-01,2016-06-01,3,Wednesday,497275061,4,124318765.25,749.014,1778323235.406,day_of_week_month_day_total
2016-05,2016-05-01,2016-06-01,4,Thursday,505279314,4,126319828.5,749.014,1778323235.406,day_of_week_month_day_total
2016-05,2016-05-01,2016-06-01,5,Friday,523968074,4,130992018.5,749.014,1778323235.406,day_of_week_month_day_total
2016-05,2016-05-01,2016-06-01,6,Saturday,451344431,4,112836107.75,749.014,1778323235.406,day_of_week_month_day_total
2016-05,2016-05-01,2016-06-01,7,Sunday,468271060,5,93654212.0,749.014,1778323235.406,day_of_week_month_day_total
2016-06,2016-06-01,2016-07-01,1,Monday,419553123,4,104888280.75,692.474,1778324015.453,day_of_week_month_day_total
2016-06,2016-06-01,2016-07-01,2,Tuesday,477730661,4,119432665.25,692.474,1778324015.453,day_of_week_month_day_total
2016-06,2016-06-01,2016-07-01,3,Wednesday,613346746,5,122669349.2,692.474,1778324015.453,day_of_week_month_day_total
2016-06,2016-06-01,2016-07-01,4,Thursday,620391146,5,124078229.2,692.474,1778324015.453,day_of_week_month_day_total
2016-06,2016-06-01,2016-07-01,5,Friday,514142521,4,128535630.25,692.474,1778324015.453,day_of_week_month_day_total
2016-06,2016-06-01,2016-07-01,6,Saturday,428015119,4,107003779.75,692.474,1778324015.453,day_of_week_month_day_total
2016-06,2016-06-01,2016-07-01,7,Sunday,363623571,4,90905892.75,692.474,1778324015.453,day_of_week_month_day_total
2016-07,2016-07-01,2016-08-01,1,Monday,463312809,4,115828202.25,696.565,1778324786.52,day_of_week_month_day_total
2016-07,2016-07-01,2016-08-01,2,Tuesday,478965178,4,119741294.5,696.565,1778324786.52,day_of_week_month_day_total
2016-07,2016-07-01,2016-08-01,3,Wednesday,490599933,4,122649983.25,696.565,1778324786.52,day_of_week_month_day_total
2016-07,2016-07-01,2016-08-01,4,Thursday,502031675,4,125507918.75,696.565,1778324786.52,day_of_week_month_day_total
2016-07,2016-07-01,2016-08-01,5,Friday,638162534,5,127632506.8,696.565,1778324786.52,day_of_week_month_day_total
2016-07,2016-07-01,2016-08-01,6,Saturday,546022530,5,109204506.0,696.565,1778324786.52,day_of_week_month_day_total
2016-07,2016-07-01,2016-08-01,7,Sunday,463143245,5,92628649.0,696.565,1778324786.52,day_of_week_month_day_total
2016-08,2016-08-01,2016-09-01,1,Monday,590226280,5,118045256.0,727.783,1778325590.197,day_of_week_month_day_total
2016-08,2016-08-01,2016-09-01,2,Tuesday,613388067,5,122677613.4,727.783,1778325590.197,day_of_week_month_day_total
