rank,site_id,friendly_name,site_name,site_name_from_volume_csv,signal_type,municipality,total_cleaned_volume,latitude,longitude,has_coordinates,percentile_rank,traffic_band,volume_ratio,lookup_source,google_maps_url
101,2320,Nepean / Centre,NEPEAN/CENTRE,2014-01,INT,BAY,347501419,-37.915897,145.018118,True,97.8508489146787,red,0.515199,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.915897,145.018118"
102,2312,Nepean / Glenhuntly / Hotham,NEPEAN/GLENHUNTLY/HOTHAM,2014-01,INT,BAY,344490057,-37.883745,144.996828,True,97.82935740382548,red,0.510735,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.883745,144.996828"
103,3389,Hoddle / Freeman,HODDLE/FREEMAN,2014-01,INT,YRA,344377178,-37.815331,144.990367,True,97.80786589297227,red,0.510568,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.815331,144.990367"
104,2430,Princes Highway East / NORTH / WELLINGTON,PHE/NORTH/WELLINGTON,2014-01,INT,MSH,344220706,-37.914779,145.127722,True,97.78637438211906,red,0.510336,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.914779,145.127722"
105,3701,WARRIGAL near DELIA,WARRIGAL NR DELIA,2014-01,POS,MSH,342510963,-37.919504,145.083321,True,97.76488287126584,red,0.507801,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.919504,145.083321"
106,4734,Queens / Link,QUEENS/LINK,2014-01,INT,PTP,342450502,-37.849493,144.977943,True,97.74339136041263,red,0.507711,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.849493,144.977943"
107,725,Fitzsimons Lane / Porter Street / Williamsons Road,FITZSIMONS LANE / PORTER ST / WILLIAMSONS RD,2014-01,INT,MAN,342262233,-37.752557,145.135019,True,97.72189984955942,red,0.507432,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.752557,145.135019"
108,2756,2014-01,2014-01,2014-01,,,342029645,,,False,97.70040833870621,red,0.507087,,https://www.google.com/maps/search/?api=1&query=SCATS%202756%202014-01%20Victoria
109,432,Springvale / Wellington,SPRINGVALE/WELLINGTON,2014-01,INT,MSH,341324337,-37.918689,145.158667,True,97.678916827853,red,0.506041,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.918689,145.158667"
110,604,Princes Highway East / NARRE WARREN-CRANBOURNE,PHE/NARRE WARREN-CRANBOURNE,2014-01,INT,CAS,340669484,-38.026231,145.306729,True,97.65742531699978,red,0.505071,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.026231,145.306729"
111,1197,Kororoit / Ferguson,KOROROIT/FERGUSON,2014-01,INT,HOB,339931084,-37.857814,144.888971,True,97.63593380614657,red,0.503976,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.857814,144.888971"
112,3689,Warrigal / The Boulevard,WARRIGAL/THE BOULEVARD,2014-01,INT,MSH,339858763,-37.874538,145.091762,True,97.61444229529336,red,0.503869,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.874538,145.091762"
113,3075,BELL near ALICE,BELL NR ALICE,2014-01,POS,MRD,339736344,-37.740389,144.957143,True,97.59295078444015,red,0.503687,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.740389,144.957143"
114,3088,POINT COOK near JAMIESON,POINT COOK NR JAMIESON,2014-01,POS,WYN,339541628,-37.896072,144.754306,True,97.57145927358694,red,0.503398,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.896072,144.754306"
115,2627,WESTERN Highway / WRR,WESTERN HWY/WRR,2014-01,INT,BRM,338248403,-37.770445,144.794128,True,97.54996776273373,red,0.501481,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.770445,144.794128"
116,3172,Dandenong-Hastings / Thompsons,DANDENONG-HASTINGS/THOMPSONS,2014-01,INT,CAS,338248138,-38.077682,145.239462,True,97.5284762518805,red,0.501481,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.077682,145.239462"
117,2108,EASTERN Highway / GEORGE,EASTERN HWY/GEORGE,2014-01,INT,YRA,338162854,-37.793786,144.982394,True,97.5069847410273,red,0.501354,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.793786,144.982394"
118,121,Maroondah / Mitcham,MAROONDAH/MITCHAM,2014-01,INT,WTH,336243923,-37.816367,145.193659,True,97.48549323017409,red,0.498509,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.816367,145.193659"
119,3693,Warrigal / North,WARRIGAL/NORTH,2014-01,INT,MSH,335728570,-37.909488,145.085246,True,97.46400171932088,red,0.497745,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.909488,145.085246"
120,456,Ferntree Gully / Streetud,FERNTREE GULLY/STUD,2014-01,INT,KNO,335637786,-37.899168,145.232834,True,97.44251020846765,red,0.497611,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.899168,145.232834"
121,256,STH GIPPS'D Highway / THOMPSONS,STH GIPPS'D HWY/THOMPSONS,2014-01,INT,CAS,335502364,-38.082238,145.276442,True,97.42101869761444,red,0.49741,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.082238,145.276442"
122,4562,Swanston / Flinders,SWANSTON/FLINDERS,2014-01,INT,MBN,335176664,-37.817453,144.967438,True,97.39952718676122,red,0.496927,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.817453,144.967438"
123,164,BURWOOD Highway / SPRINGVALE,BURWOOD HWY/SPRINGVALE,2014-01,INT,WTH,334678369,-37.854961,145.169242,True,97.37803567590801,red,0.496188,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.854961,145.169242"
124,2411,Princes Highway East / HOTHAM / WILLIAMS,PHE/HOTHAM/WILLIAMS,2014-01,INT,PTP,334148208,-37.859184,145.001334,True,97.3565441650548,red,0.495402,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.859184,145.001334"
125,2419,Princes Highway East / BURKE / SIR JOHN MONASH,PHE/BURKE/SIR JOHN MONASH,2014-01,INT,GLE,334144748,-37.878155,145.047347,True,97.33505265420159,red,0.495397,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.878155,145.047347"
126,3361,Banksia / Dora,BANKSIA/DORA,2014-01,INT,BAN,333077543,-37.760037,145.071534,True,97.31356114334838,red,0.493815,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.760037,145.071534"
127,126,Maroondah / Mt Dandenong,MAROONDAH/MT DANDENONG,2014-01,INT,MRH,332820160,-37.811072,145.237417,True,97.29206963249516,red,0.493433,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.811072,145.237417"
128,2899,2014-01,2014-01,2014-01,,,332753089,,,False,97.27057812164195,red,0.493334,,https://www.google.com/maps/search/?api=1&query=SCATS%202899%202014-01%20Victoria
129,2321,Nepean / Marriage / Thomas,NEPEAN/MARRIAGE/THOMAS,2014-01,INT,BAY,332405549,-37.920695,145.022318,True,97.24908661078874,red,0.492819,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.920695,145.022318"
130,3744,Metropolitan Ring Road / Dalton,METROPOLITAN RING ROAD/DALTON,2014-01,INT,WHI,331777097,-37.687498,145.028584,True,97.22759509993553,red,0.491887,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.687498,145.028584"
131,3016,Jacka / The Esplanade / Fitzroy,JACKA/THE ESPLANADE/FITZROY,2014-01,INT,PTP,329501897,-37.862771,144.972334,True,97.20610358908232,red,0.488514,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.862771,144.972334"
132,3541,Montague / Normanby / Munro,MONTAGUE/NORMANBY/MUNRO,2014-01,INT,PTP,328965579,-37.828959,144.948439,True,97.18461207822911,red,0.487719,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.828959,144.948439"
133,2003,BURWOOD Highway near PLC,BURWOOD HWY NR PLC,2014-01,POS,WTH,327062560,-37.849887,145.106529,True,97.16312056737588,red,0.484897,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.849887,145.106529"
134,4975,Airport / Centre,AIRPORT/CENTRE,2014-01,INT,HUM,326298524,-37.673016,144.852094,True,97.14162905652267,red,0.483764,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.673016,144.852094"
135,3064,Bell / Albert,BELL/ALBERT,2014-01,INT,DAR,326109276,-37.747241,145.021789,True,97.12013754566946,red,0.483484,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.747241,145.021789"
136,4382,Cemetery / College,CEMETERY/COLLEGE,2014-01,INT,MBN,325961212,-37.791734,144.961079,True,97.09864603481626,red,0.483264,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.791734,144.961079"
137,4901,WESTGATE Freeway WB / MONTAGUE,WESTGATE FWY WB/MONTAGUE,2014-01,INT,PTP,325605948,-37.826556,144.945968,True,97.07715452396303,red,0.482738,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.826556,144.945968"
138,4902,Montague / Lorimer,MONTAGUE/LORIMER,2014-01,INT,MBN,325325591,-37.825204,144.947548,True,97.05566301310982,red,0.482322,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.825204,144.947548"
139,2306,Nepean / Carlisle,NEPEAN/CARLISLE,2014-01,INT,PTP,325236056,-37.867972,144.98727,True,97.03417150225661,red,0.482189,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.867972,144.98727"
140,867,Ringwood Bypass / Warrandyte,RINGWOOD BYPASS/WARRANDYTE,2014-01,INT,MRH,324797828,-37.810638,145.230657,True,97.01267999140339,red,0.48154,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.810638,145.230657"
141,2169,2014-01,2014-01,2014-01,,,324079205,,,False,96.99118848055018,red,0.480474,,https://www.google.com/maps/search/?api=1&query=SCATS%202169%202014-01%20Victoria
142,2002,BURWOOD Highway near MILLICENT,BURWOOD HWY NR MILLICENT,2014-01,POS,WTH,324076527,-37.850548,145.102026,True,96.96969696969697,red,0.48047,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.850548,145.102026"
143,185,Princes Highway East / SPRINGVALE,PHE/SPRINGVALE,2014-01,INT,DAN,323703233,-37.933148,145.15674,True,96.94820545884376,red,0.479917,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.933148,145.15674"
144,869,Ringwood / Ringwood Bypass,RINGWOOD/RINGWOOD BYPASS,2014-01,INT,MRH,323306152,-37.810624,145.227317,True,96.92671394799054,red,0.479328,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.810624,145.227317"
145,5079,Corio-Waurn Pond(Settlement / Barwon Heads,CORIO-WAURN POND(SETTLEMENT/BARWON HEADS,2014-01,INT,GLG,322643882,-38.175239,144.352389,True,96.90522243713733,red,0.478346,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-38.175239,144.352389"
146,4380,Cemetery / Lygon / Princes,CEMETERY/LYGON/PRINCES,2014-01,INT,MBN,322074065,-37.792238,144.968424,True,96.88373092628412,red,0.477501,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.792238,144.968424"
147,2498,PHW near WALES,PHW NR WALES,2014-01,POS,MRG,321827244,-37.805355,144.880191,True,96.8622394154309,red,0.477135,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.805355,144.880191"
148,1038,Punt / Gate 6,PUNT/GATE 6,2014-01,INT,MBN,321321426,-37.82145,144.989387,True,96.8407479045777,red,0.476385,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.82145,144.989387"
149,814,MT DANDENONG near LILYDALE-MON,MT DANDENONG NR LILYDALE-MON,2014-01,POS,YRG,320599397,-37.810355,145.343284,True,96.81925639372449,red,0.475315,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.810355,145.343284"
150,4384,Royal / Cemetery / Macarthur,ROYAL/CEMETERY/MACARTHUR,2014-01,INT,MBN,319025660,-37.789879,144.958758,True,96.79776488287126,red,0.472982,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.789879,144.958758"
151,2327,Nepean / Chesterville / Charman,NEPEAN/CHESTERVILLE/CHARMAN,2014-01,INT,KIN,318729077,-37.9633,145.056087,True,96.77627337201805,red,0.472542,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.9633,145.056087"
152,2310,Nepean / Glen Eira / Byron,NEPEAN/GLEN EIRA/BYRON,2014-01,INT,PTP,317847884,-37.87625,144.992363,True,96.75478186116484,red,0.471236,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.87625,144.992363"
153,2017,Streetud / Bergins,STUD/BERGINS,2014-01,INT,KNO,317561062,-37.929575,145.23276,True,96.73329035031163,red,0.47081,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.929575,145.23276"
154,2434,Princes Highway East / WAVERLEY,PHE/WAVERLEY,2014-01,INT,FRA,317361026,-37.87601,145.04503,True,96.71179883945842,red,0.470514,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.87601,145.04503"
155,3747,PLENTY near BROWNING,PLENTY NR BROWNING,2014-01,POS,BOR,317352556,-37.720088,145.036492,True,96.6903073286052,red,0.470501,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.720088,145.036492"
156,4301,Banksia / Streetudley,BANKSIA/STUDLEY,2014-01,INT,BAN,316654574,-37.758554,145.058616,True,96.66881581775199,red,0.469466,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.758554,145.058616"
157,2413,Princes Highway East / KOOYONG,PHE/KOOYONG,2014-01,INT,GLE,315989551,-37.862888,145.019432,True,96.64732430689878,red,0.468481,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.862888,145.019432"
158,2328,Nepean / Centre Dandenong,NEPEAN/CENTRE DANDENONG,2014-01,INT,KIN,315813854,-37.965665,145.057795,True,96.62583279604556,red,0.46822,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.965665,145.057795"
159,3556,NORTH near DALMOR,NORTH NR DALMOR,2014-01,POS,GLE,315643064,-37.903702,145.038116,True,96.60434128519235,red,0.467967,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.903702,145.038116"
160,2880,Westgate Freeway / Williamstown,WESTGATE FWY/WILLIAMSTOWN,2014-01,INT,HOB,314785178,-37.825989,144.88096,True,96.58284977433914,red,0.466695,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.825989,144.88096"
161,784,Streetud / Wellington,STUD/WELLINGTON,2014-01,INT,KNO,314650790,-37.92801,145.233067,True,96.56135826348591,red,0.466496,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.92801,145.233067"
162,2319,Nepean / Hawthorn,NEPEAN/HAWTHORN,2014-01,INT,BAY,314547233,-37.914639,145.016837,True,96.5398667526327,red,0.466342,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.914639,145.016837"
163,265,Monash / Springvale,MONASH/SPRINGVALE,2014-01,INT,MSH,314113537,-37.908233,145.160652,True,96.5183752417795,red,0.465699,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.908233,145.160652"
164,3570,Clayton / North,CLAYTON/NORTH,2014-01,INT,MSH,313936558,-37.913973,145.121876,True,96.49688373092629,red,0.465437,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.913973,145.121876"
165,2324,Nepean / Wickham,NEPEAN/WICKHAM,2014-01,INT,KIN,313809965,-37.945195,145.043238,True,96.47539222007308,red,0.465249,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.945195,145.043238"
166,634,Mt Dandenong / Bayswater / Wicklow,MT DANDENONG/BAYSWATER/WICKLOW,2014-01,INT,MRH,313628655,-37.800823,145.272628,True,96.45390070921985,red,0.46498,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.800823,145.272628"
167,765,Ferntree Gully / Lynton / Janine,FERNTREE GULLY/LYNTON/JANINE,2014-01,INT,KNO,309928937,-37.899176,145.230325,True,96.43240919836664,red,0.459495,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.899176,145.230325"
168,422,Springvale / High Street Road,SPRINGVALE/HIGH ST RD,2014-01,INT,MSH,309291785,-37.874387,145.166807,True,96.41091768751343,red,0.458551,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.874387,145.166807"
169,3083,BELL near GILMOUR (UPFIELD RAILWAY),BELL NR GILMOUR (UPFIELD RAILWAY),2014-01,POS,MRD,309268293,-37.741026,144.963503,True,96.38942617666022,red,0.458516,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.741026,144.963503"
170,574,Eastern Freeway / Middleborough,EASTERN FWY/MIDDLEBOROUGH,2014-01,INT,WTH,308769861,-37.798855,145.142165,True,96.36793466580701,red,0.457777,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.798855,145.142165"
171,3740,High / Spring / Cheddar,HIGH/SPRING/CHEDDAR,2014-01,INT,BOR,308702476,-37.714378,145.008073,True,96.3464431549538,red,0.457677,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.714378,145.008073"
172,576,Springvale / Eastern Freeway / Eastlink,SPRINGVALE/EASTERN FWY/EASTLINK,2014-01,INT,MAN,306943001,-37.804645,145.178065,True,96.32495164410058,red,0.455068,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.804645,145.178065"
173,2418,Princes Highway East / FINCH / DERBY,PHE/FINCH/DERBY,2014-01,INT,GLE,306406783,-37.875533,145.041941,True,96.30346013324737,red,0.454273,victorian_traffic_signals_all_SCATS_locations.csv,"https://www.google.com/maps/search/?api=1&query=-37.875533,145.041941"
