site_id,name,lat,lng,ooh_total_12yr_movements,ooh_annual_avg_movements,ooh_daily_avg_movements,ooh_peak_hour_estimate,ooh_dataset_period,ooh_exposure_summary,parcel_parcel_spi,parcel_parcel_pfi,parcel_parcel_plan_number,parcel_parcel_lot_number,parcel_parcel_road,parcel_parcel_crown_status,parcel_parcel_status,prop_prop_pfi,prop_prop_ufi,prop_prop_property_type,prop_prop_status,vicplan_url,google_street_view_url,prop_objectid,prop_prop_lga_code,prop_prop_propnum,prop_prop_multi_assessment,prop_prop_task_id,prop_prop_pfi_created,prop_prop_ufi_old,prop_prop_ufi_created,prop_propv_task_id,prop_propv_ufi,prop_propv_pfi,prop_propv_base_pfi,prop_propv_centroid_pfi,prop_propv_graphic_type,prop_propv_z_level,prop_propv_pfi_created,prop_propv_ufi_old,prop_propv_ufi_created,prop_shape__area,prop_shape__length,parcel_objectid,parcel_parcel_ufi,parcel_parcel_spi_code,parcel_parcel_desc_type,parcel_parcel_multi,parcel_parcel_lga_code,parcel_parcel_accessory_lot,parcel_parcel_allotment,parcel_parcel_sec,parcel_parcel_block,parcel_parcel_portion,parcel_parcel_subdivision,parcel_parcel_parish_code,parcel_parcel_township_code,parcel_parcel_p_number,parcel_parcel_further_description,parcel_parcel_part,parcel_parcel_crefno,parcel_parcel_reg_date,parcel_parcel_id,parcel_parcel_task_id,parcel_parv_ufi,parcel_parv_pfi,parcel_parv_centroid_pfi,parcel_parv_status,parcel_parv_z_level,parcel_parv_horiz_pos_uncertainty,parcel_parcel_pfi_created,parcel_parcel_ufi_old,parcel_parcel_ufi_created,parcel_parv_task_id,parcel_parv_pfi_created,parcel_parv_ufi_old,parcel_parv_ufi_created,parcel_shape__area,parcel_shape__length,ooh_advertising_context
3382,HODDLE/JOHNSTON,-37.799845,144.992987,415850171,33891619,92790,9279,2014-01-01 to 2026-04-07,"415,850,171 vehicle movements across 2014-01-01 to 2026-04-07; approximately 33,891,619 per year, 92,790 per day, and an indicative 9,279 vehicles in a major peak hour.",3\LP51110,52352765,LP51110,3,N,,A,150767697,254869346,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.799845,144.992987",4111241,376,112995,Y,,,,1044984476000,400577,777588579,2873178,219086923.0,25996655,P,G,,415533748.0,1688273528000,288.0234375,91.68219261643348,3779428,265632031,101,15,N,376,,,,,,,,,,,N,,,,,777556779,3341955,29390697,A,G,0.23,882547926000,,1093252567000,400577,,763963557,1688273381000,71.359375,33.85868220228693,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2985,PHE NR CLOSEBURN,-37.859189,145.003684,431212288,35143626,96218,9622,2014-01-01 to 2026-04-07,"431,212,288 vehicle movements across 2014-01-01 to 2026-04-07; approximately 35,143,626 per year, 96,218 per day, and an indicative 9,622 vehicles in a major peak hour.",4\RP11526,218212761,RP11526,4,N,,A,1541588,87521139,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.859189,145.003684",3100193,363,37346,N,,,,943445510000,386222,722311529,2420846,,22872477,P,G,,415209079.0,1676781689000,389.0546875,109.66583500888495,792038,722479326,101,15,Y,363,,,,,,,,,,,N,,259372800000.0,c60a5102-75b5-11ed-9f0e-0bf9a39e686c,386222.0,722275506,4367621,37276212,A,G,0.19,1317166805000,309259998.0,1676880823000,386222,,418134271,1676781533000,252.0546875,68.867089418965,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
4902,MONTAGUE/LORIMER,-37.825204,144.947548,325325591,26513903,72591,7259,2014-01-01 to 2026-04-07,"325,325,591 vehicle movements across 2014-01-01 to 2026-04-07; approximately 26,513,903 per year, 72,591 per day, and an indicative 7,259 vehicles in a major peak hour.",265\PS428541,203603453,PS428541,265,N,,A,53083016,284932658,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.825204,144.947548",390584,343,576511,N,,,,1185455029000,388080,729449228,172982289,203522232.0,172982287,P,G,1082552051000.0,535061243.0,1677988079000,5330.0,416.816343446995,461093,729587034,101,15,Y,343,,,,,,,,,,,N,52212,,1662a258-5eed-11ed-9bc5-2bbd2d461995,388080.0,845403936,203261643,203261642,A,G,0.71,1116493197000,302329300.0,1678101466000,1005,1111068093000.0,729431477,1715330878000,9606.7265625,532.1099993155752,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3056,BELL/NICHOLSON/ELIZABETH,-37.742572,144.978066,354941351,28927575,79199,7920,2014-01-01 to 2026-04-07,"354,941,351 vehicle movements across 2014-01-01 to 2026-04-07; approximately 28,927,575 per year, 79,199 per day, and an indicative 7,920 vehicles in a major peak hour.",17\PS520854,202256945,PS520854,17,N,,A,202257009,269811613,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.742572,144.978066",2870258,351,97445,N,,1094747054000.0,,1115991939000,389528,733658663,202256954,207305271.0,202256927,P,G,1094747054000.0,414966565.0,1679198951000,1841.890625,170.13131258263778,1408436,733990932,101,15,Y,351,,,,,,,,,,,N,,1113955200000.0,187d737d-79ad-11ed-be87-6fb150315528,1005.0,733578311,202256928,202256927,A,G,0.1,1094747054000,277845240.0,1679301423000,389528,1094747054000.0,417863375,1679198756000,1841.890625,170.13131258263778,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3381,HODDLE/TRURO,-37.797937,144.993283,460540614,37533872,102762,10276,2014-01-01 to 2026-04-07,"460,540,614 vehicle movements across 2014-01-01 to 2026-04-07; approximately 37,533,872 per year, 102,762 per day, and an indicative 10,276 vehicles in a major peak hour.",1\PS412532,52354391,PS412532,1,N,,A,869055,114714133,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.797937,144.993283",2724520,376,125370,N,,,,1006181229000,400577,777587100,3340594,,29380957,P,G,,730519475.0,1688273526000,194.2109375,80.78840464559865,3575810,777752127,101,15,Y,376,,,,,,,,,,,N,,881798400000.0,1a1e5216-d1b0-11ed-8b51-3b28deb38c95,400577.0,777555930,3566485,30917072,A,G,0.66,882547926000,311723339.0,1688376092000,400577,,763963545,1688273380000,614.8515625,105.16482791401894,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2100,EASTERN/NICHOLSON/PRINCES,-37.793047,144.975715,404076099,32932037,90163,9016,2014-01-01 to 2026-04-07,"404,076,099 vehicle movements across 2014-01-01 to 2026-04-07; approximately 32,932,037 per year, 90,163 per day, and an indicative 9,016 vehicles in a major peak hour.",1\TP683306,1394136,TP683306,1,N,,A,213206366,296247766,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.793047,144.975715",1178676,376,311560,Y,,1245847929000.0,,1245847929000,400577,777584999,1561124,219088564.0,14494923,P,G,,415530255.0,1688273524000,3257.7734375,233.3918761756003,3986011,729565806,101,15,N,343,,,,,,,,,,,N,79962,,2d7d1d57-f6ab-44d8-9389-387a1fdaed60,388080.0,729413812,2371433,22561987,A,G,0.75,877921852000,315024731.0,1678101263000,388080,,681096167,1677987905000,457.328125,100.18422359807784,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3059,BELL/ST GEORGES,-37.744603,144.997452,424979480,34635654,94827,9483,2014-01-01 to 2026-04-07,"424,979,480 vehicle movements across 2014-01-01 to 2026-04-07; approximately 34,635,654 per year, 94,827 per day, and an indicative 9,483 vehicles in a major peak hour.",1\TP79184,178058,TP79184,1,N,,A,2013652,855060467,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.744603,144.997452",1045198,316,184294,N,441249.0,,305430095.0,1723457770000,441249,855061155,1451537,,13406248,P,G,,701008191.0,1723458779000,1537.1953125,162.00283902137278,4099782,701311364,101,15,Y,316,,,,,,,,,,,N,,,46e08b49-4927-4beb-ad93-5021e9049ceb,353321.0,843715867,1449390,13397308,A,G,0.17,881946754000,559968274.0,1669022409000,1005,,700936084,1714565204000,903.71875,130.38214525147018,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2329,NEPEAN/WARRIGAL/BALCOMBE,-37.982174,145.071351,415125460,33832556,92628,9263,2014-01-01 to 2026-04-07,"415,125,460 vehicle movements across 2014-01-01 to 2026-04-07; approximately 33,832,556 per year, 92,628 per day, and an indicative 9,263 vehicles in a major peak hour.",605\PS728658,423039984,PS728658,605,N,,A,1435371,292049763,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.982174,145.071351",2158969,335,488745,N,,,,1223326623000,383178,720369902,1425740,,13196335,P,G,,507511276.0,1676177118000,1107.1015625,142.2566410917394,3161911,831796438,101,15,Y,335,N,,,,,,,,,,N,151857,1459987200000.0,8ec31e2e-7433-11ed-814e-8b683341a830,423635.0,720292166,423040099,423040102,A,G,0.49,1447200498000,720780575.0,1708599519000,383178,1447200516000.0,510657940,1676176922000,2740.59375,230.27608165270297,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
538,BURWOOD HWY/STANLEY/FORTESCUE,-37.855474,145.175184,428564669,34927846,95627,9563,2014-01-01 to 2026-04-07,"428,564,669 vehicle movements across 2014-01-01 to 2026-04-07; approximately 34,927,846 per year, 95,627 per day, and an indicative 9,563 vehicles in a major peak hour.",109\PS814182,431688978,PS814182,109,N,,A,431689085,649907839,G,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.855474,145.175184",3204484,372,,N,1010.0,1585705000000.0,607801270.0,1629996947000,393516,746605896,431689203,,431689206,B,G,1585705038000.0,649907977.0,1682833316000,7324.78125,360.9893196738009,413141,746950937,101,15,Y,372,N,,,,,,,,,,N,,1618444800000.0,4307e194-9b70-11ed-91eb-2db214f9af29,393516.0,746527656,431689201,431689204,A,G,0.46,1585704995000,649907991.0,1682932736000,393516,1585705034000.0,607513472,1682833145000,7324.78125,360.9893196738009,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
849,CANTERBURY/MITCHAM/BORONIA,-37.836096,145.195312,548183949,44676768,122318,12232,2014-01-01 to 2026-04-07,"548,183,949 vehicle movements across 2014-01-01 to 2026-04-07; approximately 44,676,768 per year, 122,318 per day, and an indicative 12,232 vehicles in a major peak hour.",3\LP14108,1472158,LP14108,3,N,,A,150613070,282862459,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.836096,145.195312",1322604,372,239534,Y,,,,1171660383000,393516,746582514,3293737,219074353.0,216593588,P,G,,415341010.0,1682833289000,9214.8984375,399.7486748508157,2313738,582523384,101,15,N,372,,,,,,,,,,,N,,,,1004.0,746506562,4693209,41963160,A,G,0.19,881259176000,311635588.0,1573211748000,393516,,418282367,1682833121000,382.921875,123.76581601845456,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
4155,HIGH NR WALKER,-37.78381,144.996148,365437068,29782972,81541,8154,2014-01-01 to 2026-04-07,"365,437,068 vehicle movements across 2014-01-01 to 2026-04-07; approximately 29,782,972 per year, 81,541 per day, and an indicative 8,154 vehicles in a major peak hour.",3GF\PS900086,457939174,PS900086,3GF,N,,A,160263,871074907,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.78381,144.996148",658921,316,206309,N,475129.0,,97484347.0,1754040918000,475129,871074903,2206718,,21412080,P,G,,701036123.0,1754040917000,733.390625,113.2256475981454,1393903,872709922,102,15,Y,316,N,,,,,,,,,,N,,1756252800000.0,,1004.0,872470102,457939401,457939404,A,G,5.22,1737586210000,872470201.0,1757072016000,478695,1737586241000.0,871852335,1756811011000,16287.6953125,550.3116488512278,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2103,EASTERN HWY/SMITH,-37.794078,144.985112,385146382,31389273,85939,8594,2014-01-01 to 2026-04-07,"385,146,382 vehicle movements across 2014-01-01 to 2026-04-07; approximately 31,389,273 per year, 85,939 per day, and an indicative 8,594 vehicles in a major peak hour.",402\PS738897,427539828,PS738897,402,N,,A,871339,114714712,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.794078,144.985112",3405324,376,117775,N,,,,1006181545000,400577,777585250,3341309,,29385321,P,G,,415530525.0,1688273524000,678.5703125,107.73665035447394,4071243,777744575,101,15,Y,376,N,,,,,,,,,,N,,1539561600000.0,128f14ca-d1b0-11ed-924a-ebb2d65c7c1f,400577.0,777553839,427540043,427540059,A,G,0.74,1517304078000,604103842.0,1688376063000,400577,1517304109000.0,561623286,1688273377000,2372.5078125,212.6116409033113,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2316,NEPEAN/NORTH,-37.899837,145.006459,432349576,35236314,96472,9647,2014-01-01 to 2026-04-07,"432,349,576 vehicle movements across 2014-01-01 to 2026-04-07; approximately 35,236,314 per year, 96,472 per day, and an indicative 9,647 vehicles in a major peak hour.",PC376846,428779591,PC376846,,N,,A,218138843,309111597,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.899837,145.006459",2385559,322,71438,Y,,1316609120000.0,,1316609120000,391115,739103948,2311741,218970444.0,22141136,P,G,,413956858.0,1680416441000,403.4140625,86.49941784014085,2984602,833057240,102,15,N,322,N,,,,,,,,,,N,94322,1706572800000.0,,424106.0,826719853,428779598,428779600,A,G,0.23,1535508027000,826719964.0,1709036988000,421343,1535508103000.0,739046101,1706690239000,5040.140625,301.6169235856698,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2326,NEPEAN/BAY/KAREN,-37.957435,145.051922,444606362,36235237,99207,9921,2014-01-01 to 2026-04-07,"444,606,362 vehicle movements across 2014-01-01 to 2026-04-07; approximately 36,235,237 per year, 99,207 per day, and an indicative 9,921 vehicles in a major peak hour.",204A\PS849889,457095227,PS849889,204A,N,,P,457096399,875589889,O,P,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.957435,145.051922",57713,335,540696,N,484773.0,1721054487000.0,853833465.0,1762360259000,485266,876009831,457096513,457096514.0,457096516,P,G,1721054518000.0,870232105.0,1762961559000,6942.7109375,355.1617609629177,9415,875589940,102,15,Y,335,N,,,,,,,,,,N,188413,,,484773.0,876009739,457096512,457096515,P,G,0.18,1721054482000,853832289.0,1762360261000,485266,1721054515000.0,870232078,1762961557000,6942.7109375,355.1617609629177,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3384,HODDLE/LANGRIDGE,-37.807161,144.991773,401283844,32704470,89540,8954,2014-01-01 to 2026-04-07,"401,283,844 vehicle movements across 2014-01-01 to 2026-04-07; approximately 32,704,470 per year, 89,540 per day, and an indicative 8,954 vehicles in a major peak hour.",1\TP918559,208505063,TP918559,1,N,,A,868072,114705810,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.807161,144.991773",1290132,376,104135,N,,,,1006176936000,400577,777592343,2873076,,25996325,P,G,,415537454.0,1688273533000,797.9375,133.31331229840893,1047887,291327016,101,15,N,376,,,,,,,,,,,N,,,,,777560763,208505062,208505061,A,G,1.64,1164717622000,,1219661380000,400577,1164717622000.0,418474441,1688273385000,185.15625,56.696677333301054,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2337,NEPEAN/CUMMINS/PATTERSON,-37.924902,145.026256,403381671,32875442,90008,9001,2014-01-01 to 2026-04-07,"403,381,671 vehicle movements across 2014-01-01 to 2026-04-07; approximately 32,875,442 per year, 90,008 per day, and an indicative 9,001 vehicles in a major peak hour.",1\TP83305,384662,TP83305,1,N,,A,52933051,512527909,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.924902,145.026256",2263040,306,77420,Y,1004.0,,313051690.0,1463142637000,376766,702992902,3457041,218946145.0,30246656,P,G,,512145986.0,1669530125000,426436.75,3638.519376201696,2331897,703329198,101,15,N,306,,,,,,,,,,,N,,,d6e73149-f91d-4ab1-93df-80bea89886b6,376766.0,838288461,3457041,30246656,A,G,0.88,884955690000,311050183.0,1669801267000,1005,,702946743,1711455862000,291842.4609375,2116.171941358624,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2173,SYDNEY/WRR,-37.692181,144.95865,416360476,33933209,92904,9290,2014-01-01 to 2026-04-07,"416,360,476 vehicle movements across 2014-01-01 to 2026-04-07; approximately 33,933,209 per year, 92,904 per day, and an indicative 9,290 vehicles in a major peak hour.",2\TP517478,426728090,TP517478,2,Y,,A,2018968,292162683,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.692181,144.95865",250586,351,,N,,,,1223685647000,389528,733609356,1171258,,10952277,P,G,,590680120.0,1679198888000,5411.875,530.8185747322212,631546,782326889,101,15,N,333,N,,,,,,,,,,N,,,0b193877-5e28-11ed-9f7d-3b7a95d24e10,401358.0,849771095,426728112,426728116,A,G,0.5,1502977374000,734036445.0,1688993072000,1005,1502977411000.0,781640670,1717445625000,3764.3671875,313.2076070882241,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2701,MELTON HWY/SUNSHINE,-37.701628,144.800222,402877256,32834332,89896,8990,2014-01-01 to 2026-04-07,"402,877,256 vehicle movements across 2014-01-01 to 2026-04-07; approximately 32,834,332 per year, 89,896 per day, and an indicative 8,990 vehicles in a major peak hour.",1\PS303639,52466193,PS303639,1,N,,A,212834344,295160693,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.701628,144.800222",1830346,308,883371,Y,,1239887409000.0,,1239887409000,353320,696576643,1237355,218956637.0,11556629,P,G,,413561699.0,1667777364000,24556.21875,656.3242713785153,1738377,697184652,101,15,N,308,,,,,,,,,,,N,26056,694137600000.0,15f4b0ae-2be5-11ed-aba8-37d8a551356f,353320.0,837222721,3823697,33262311,A,G,0.1,896347964000,521879717.0,1667889746000,1005,,696491900,1710931382000,2588.3203125,204.8006253175168,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3383,HODDLE/GIPPS,-37.804991,144.99213,414910027,33814998,92580,9258,2014-01-01 to 2026-04-07,"414,910,027 vehicle movements across 2014-01-01 to 2026-04-07; approximately 33,814,998 per year, 92,580 per day, and an indicative 9,258 vehicles in a major peak hour.",101\PS736206,422702112,PS736206,101,N,,A,422702138,538827158,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.804991,144.99213",783892,376,478840,N,165922.0,1441588119000.0,501924631.0,1505753312000,400577,777591252,422702156,422702157.0,422702159,P,G,1441588136000.0,730519973.0,1688273531000,790.546875,118.12248826598712,2702121,777740710,101,15,Y,376,N,,,,,,,,,,N,,1505433600000.0,04965a53-d1b0-11ed-b143-8352e446bfda,400577.0,777559669,422702155,422702158,A,G,1.87,1441588117000,538849772.0,1688376047000,400577,1441588134000.0,730515945,1688273384000,790.546875,118.12248826598712,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
948,PHE/SPRINGVALE BYPASS/Westall,-37.924655,145.143566,409360248,33362693,91342,9134,2014-01-01 to 2026-04-07,"409,360,248 vehicle movements across 2014-01-01 to 2026-04-07; approximately 33,362,693 per year, 91,342 per day, and an indicative 9,134 vehicles in a major peak hour.",R1\PS625000,217321525,PS625000,R1,Y,,A,172684865,550118810,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.924655,145.143566",3941097,348,223666,N,189823.0,1079426351000.0,297535130.0,1524046704000,395111,755746730,172684864,,172684863,P,G,1079426351000.0,566803900.0,1684047065000,20668.234375,615.6604158639784,1674818,761116464,101,15,N,326,N,,,,,,,,,,N,,1326067200000.0,c6344201-b0a8-11ed-80bf-0996f5f8713f,396664.0,844153606,217321524,217321523,A,G,0.57,1310130059000,311652096.0,1685351826000,414169,1310130059000.0,760651970,1714878087000,3525.75,821.044169807307,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
2020,BURWOOD HWY NR MILPERA,-37.863825,145.219784,372199007,30334067,83050,8305,2014-01-01 to 2026-04-07,"372,199,007 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,334,067 per year, 83,050 per day, and an indicative 8,305 vehicles in a major peak hour.",12\LP117445,1269770,LP117445,12,N,,A,1269770,880216366,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.863825,145.219784",2626102,336,296473,N,494599.0,,261962005.0,1771510163000,398220,766661396,3392542,,29862438,P,G,,415999280.0,1686462572000,1096.828125,144.40098373825373,2703552,879973481,101,15,N,336,,,,,,,,,,,N,14394,232243200000.0,,493866.0,766586103,3392542,29862438,A,G,0.18,884080871000,262068482.0,1771230610000,398220,,419067418,1686462369000,1096.828125,144.40098373825373,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
1156,SOUTH GIPPSLAND HWY BTW STATION/LOCH,-38.100842,145.282694,377073282,30731319,84138,8414,2014-01-01 to 2026-04-07,"377,073,282 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,731,319 per year, 84,138 per day, and an indicative 8,414 vehicles in a major peak hour.",1\TP547478,213232153,TP547478,1,N,,A,152515815,731076938,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-38.100842,145.282694",3609074,312,91656,Y,1004.0,1071051599000.0,666768143.0,1679040130000,499297,882864929,1199076,218960210.0,214552075,P,G,,873251602.0,1775967166000,622826.6953125,25068.245844393987,2371565,752614709,101,15,N,312,,,,,,,,,,,N,84813,,49d9f2a0-ab29-11ed-bb5d-1533b0eeed1b,394170.0,751706364,213232152,213232151,A,G,4.48,1246358600000,667841718.0,1683539386000,394170,1246358600000.0,419126546,1683442900000,7876.5,490.17617189458,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
814,MT DANDENONG NR LILYDALE-MON,-37.810355,145.343284,320599397,26128720,71537,7154,2014-01-01 to 2026-04-07,"320,599,397 vehicle movements across 2014-01-01 to 2026-04-07; approximately 26,128,720 per year, 71,537 per day, and an indicative 7,154 vehicles in a major peak hour.",2\PS406230,2081910,PS406230,2,N,,A,1349036,270800226,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.810355,145.343284",411225,377,188342,N,,,,1117730700000,414582,830189749,2506909,,23491579,P,G,,819884862.0,1707835406000,1428.9609375,169.914734873131,1411261,820269689,101,15,N,377,,,,,,,,,,,N,111311,861753600000.0,4f7d3701-3f59-11ee-a454-6d763e925aef,417948.0,846313354,3332954,29316092,A,G,0.5,882868366000,275588391.0,1702967401000,1005,,819806213,1715862472000,236.640625,65.30820573278265,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
3385,HODDLE/VICTORIA,-37.809908,144.99132,449217059,36611007,100235,10024,2014-01-01 to 2026-04-07,"449,217,059 vehicle movements across 2014-01-01 to 2026-04-07; approximately 36,611,007 per year, 100,235 per day, and an indicative 10,024 vehicles in a major peak hour.",6\SP24718,202152407,SP24718,6,N,,A,220842761,316394365,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.809908,144.99132",3313189,343,533344,Y,,1358264828000.0,,1358264872000,388080,729445276,2183864,203475380.0,221261377,P,G,,675848740.0,1677988072000,11637.0,605.0843684300327,581370,777726273,101,15,Y,376,,,,,,,,,,,N,,527299200000.0,1414360d-d1b0-11ed-9bb3-457fc4123af9,400577.0,777562157,2501083,23473173,A,G,1.68,1093270566000,311721940.0,1688375985000,400577,,418475865,1688273387000,1091.75,136.2286474800592,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
4461,FLEMINGTON/RACECOURSE/ELLIOT,-37.789404,144.942166,372247743,30338039,83061,8306,2014-01-01 to 2026-04-07,"372,247,743 vehicle movements across 2014-01-01 to 2026-04-07; approximately 30,338,039 per year, 83,061 per day, and an indicative 8,306 vehicles in a major peak hour.",8\SP26040,2088906,SP26040,8,N,,A,1376744,272549232,O,A,https://mapshare.vic.gov.au/vicplan/,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=-37.789404,144.942166",1677408,343,103903,N,,,,1124825011000,388080,729432243,2703832,,24755793,P,G,,414696293.0,1677988040000,244.75,89.89425103371212,824956,729606030,101,15,N,343,,,,,,,,,,,N,90949,547344000000.0,1c1e63ec-5eed-11ed-a6ab-9598f18939bc,388080.0,729411559,2375031,22591326,A,G,0.8,877929037000,308155410.0,1678101590000,388080,,417588585,1677987901000,299.3125,73.83382040083362,"Long-term SCATS traffic volume combined with nearby Vicmap parcel identifiers supports OOH screening: exposure strength, cadastral due diligence, VicPlan lookup, and Google Street View feasibility review."
