site_id,name,lat,lng,ooh_total_12yr_movements,ooh_annual_avg_movements,ooh_daily_avg_movements,ooh_peak_hour_estimate,ooh_dataset_period,ooh_advertising_context,prop_objectid,prop_prop_ufi,prop_prop_pfi,prop_prop_lga_code,prop_prop_propnum,prop_prop_property_type,prop_prop_multi_assessment,prop_prop_status,prop_prop_task_id,prop_prop_pfi_created,prop_prop_ufi_old,prop_prop_ufi_created,prop_propv_task_id,prop_propv_ufi,prop_propv_pfi,prop_propv_base_pfi,prop_propv_centroid_pfi,prop_propv_graphic_type,prop_propv_z_level,prop_propv_pfi_created,prop_propv_ufi_old,prop_propv_ufi_created,prop_shape__area,prop_shape__length,parcel_objectid,parcel_parcel_ufi,parcel_parcel_pfi,parcel_parcel_spi,parcel_parcel_spi_code,parcel_parcel_desc_type,parcel_parcel_multi,parcel_parcel_road,parcel_parcel_lga_code,parcel_parcel_plan_number,parcel_parcel_lot_number,parcel_parcel_accessory_lot,parcel_parcel_allotment,parcel_parcel_sec,parcel_parcel_block,parcel_parcel_portion,parcel_parcel_subdivision,parcel_parcel_crown_status,parcel_parcel_parish_code,parcel_parcel_township_code,parcel_parcel_p_number,parcel_parcel_further_description,parcel_parcel_part,parcel_parcel_crefno,parcel_parcel_status,parcel_parcel_reg_date,parcel_parcel_id,parcel_parcel_task_id,parcel_parv_ufi,parcel_parv_pfi,parcel_parv_centroid_pfi,parcel_parv_status,parcel_parv_z_level,parcel_parv_horiz_pos_uncertainty,parcel_parcel_pfi_created,parcel_parcel_ufi_old,parcel_parcel_ufi_created,parcel_parv_task_id,parcel_parv_pfi_created,parcel_parv_ufi_old,parcel_parv_ufi_created,parcel_shape__area,parcel_shape__length
2003,BURWOOD HWY NR PLC,-37.849887,145.106529,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,4016913,864723850,202853027,372,241130,O,Y,A,463251.0,1108036549000.0,267998481.0,1743491886000,463251,864723844,4578527,219073513,40515985,P,G,,746600007.0,1743491886000,241750.1328125,2125.62970966201,3427684,746954134,52595615,3\PS424197,101,15,N,N,372,PS424197,3,,,,,,,,,,,,N,,A,953596800000.0,36da97f8-9b70-11ed-a195-c7e6d1a3a61f,393516.0,746522514,4449935,37643631,A,G,0.12,922301399000,275749051.0,1682932750000,393516,,418296985,1682833139000,313.6484375,90.51774381715877
4901,WESTGATE FWY WB/MONTAGUE,-37.826556,144.945968,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,144078,669794783,422581345,358,255390,O,Y,A,1004.0,,500507795.0,1639730266000,392259,743036819,4446991,421678046,37621727,P,G,,669606810.0,1681619322000,57693.0390625,1527.114781923013,2788264,872779123,221455602,14B~103\PP3084D,102,14,N,N,343,,,N,14B,103,,,,C,3084,3084D,P390174,OP120247,N,147582,A,,,479251.0,845401857,221455601,221185643,A,G,9.86,1370950140000,529681680.0,1757430917000,1005,1370950140000.0,729429725,1715330876000,20993.75,680.4348694994975
2411,PHE/HOTHAM/WILLIAMS,-37.859184,145.001334,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,524311,264647693,1685976,358,200621,O,N,A,,,,1089895724000,483098,874853801,2237491,,21625733,P,G,,743052102.0,1761035770000,128101.9921875,1477.0658994001144,547321,743219114,50209048,3\RP17592,101,15,Y,N,358,RP17592,3,,,,,,,,,,,,N,99433,A,390700800000.0,21ce7cce-9071-11ed-9329-4dc3c0f9e2e7,392259.0,743026479,2729815,24934948,A,G,0.22,878523104000,305310224.0,1681722969000,392259,,418072935,1681619219000,3003.796875,276.46619767807755
2108,EASTERN HWY/GEORGE,-37.793786,144.982394,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1174341,280689324,208300509,376,317010,O,Y,A,,1161338262000.0,,1161338262000,400577,777585163,1561281,219086547,14495403,P,G,,415530427.0,1688273524000,7804.84375,361.1030490738826,1215201,311685420,1025085,1\TP248053,101,15,N,N,376,TP248053,1,,,,,,,,,,,,N,,A,,,,777553692,1561281,14495403,A,G,7.85,881849532000,300708679.0,1327325045000,400577,,418467508,1688273377000,7804.84375,361.1030490738826
4742,TOORAK NR OSBORNE,-37.839045,144.992039,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,2866206,761467218,455207472,363,87233,O,Y,A,397216.0,1685615524000.0,,1685615524000,406654,795519318,2597992,208464137,24129085,P,G,,722291086.0,1693305911000,710.5703125,114.91532683443111,3178187,722457814,1557652,1\TP514665,101,15,N,N,363,TP514665,1,,,,,,,,,,,,N,22984,A,,a4bdece5-b6fa-44a6-b366-8c960f4e1e79,386222.0,722256788,2597359,24127703,A,G,0.11,878314214000,543707409.0,1676880674000,386222,,418613416,1676781496000,985.1015625,128.3109749632104
195,PHE (LONSDALE)/WALKER,-37.988178,145.214399,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,208489,856703899,457401510,326,,O,N,P,445444.0,1726793393000.0,,1726793393000,445444,856703932,457401513,457401514,457401516,P,G,1726793415000.0,,1726793415000,1050.6484375,188.53265910484146,373470,879164234,52921146,4\SP26183,101,15,Y,N,326,SP26183,4,,,,,,,,,,,,N,311815,A,550195200000.0,d0401c60-b0a8-11ed-bf86-f5d10a9ae35e,491431.0,760702497,4639434,203745900,A,G,0.16,984050937000,761129161.0,1769674586000,396664,,416983732,1685252760000,4491.2578125,287.13590638259757
3075,BELL NR ALICE,-37.740389,144.957143,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,966886,310708276,212806795,351,29654,O,N,A,,1239277546000.0,,1323173721000,389528,733656966,212806794,212806822,212806793,P,G,1239277546000.0,414965065.0,1679198949000,181.1875,58.15698692937305,3196335,734064956,841811,1\TP411996,101,15,N,N,351,TP411996,1,,,,,,,,,,,,N,,A,,cdb3f2d5-0141-42c3-b199-aea50dfbaa5d,1005.0,733576820,2357065,22468062,A,G,0.31,877896650000,109388722.0,1679301783000,389528,,417862069,1679198755000,409.9921875,104.48875278871114
1144,BORONIA NR AMESBURY & ROXBURGH,-37.851476,145.239713,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,626350,880229868,1271677,336,296779,O,N,A,494599.0,,261963726.0,1771510181000,466403,866488386,1225356,,11418389,P,G,,766646556.0,1746543844000,1165.4921875,150.44579285516187,1811220,879966633,97240,1\PS402229,101,15,N,N,336,PS402229,1,,,,,,,,,,,,N,14698,A,855273600000.0,,493866.0,766572059,1226852,11425096,A,G,0.1,881226771000,83458902.0,1771230601000,398220,,417353382,1686462352000,808.265625,116.94210760788543
2327,NEPEAN/CHESTERVILLE/CHARMAN,-37.9633,145.056087,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1496355,292015820,431163,335,472919,O,N,A,,,,1223325044000,383178,720358126,2430793,,22926004,P,G,,415806561.0,1676177103000,1505.8515625,168.26871022454077,1560478,874652586,431163,2\LP7865,101,15,N,N,335,LP7865,2,,,,,,,,,,,,N,108384,A,-1562716800000.0,f646c292-0ac3-46b9-a2bf-63da34ad8a4f,482072.0,720280221,2430793,22926004,A,G,0.21,877993837000,831755590.0,1760527313000,383178,,418767137,1676176908000,1505.8515625,168.26871022454077
4976,MELBOURNE/CENTRE,-37.670639,144.853199,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1349272,782409353,424642456,333,NCPR,O,Y,A,1005.0,1471262715000.0,517183313.0,1689079802000,401358,781739180,423819108,424642510,423819208,P,G,1459872449000.0,517184118.0,1688926596000,45274.8359375,2571.988258198014,100377,877283579,212222762,21\TP801448,100,15,N,N,333,TP801448,21,,,,,,,,,,,,N,303781,A,,,1004.0,849769111,212222758,212222754,A,G,16.06,1228221121000,782409249.0,1765448257000,1005,1228221121000.0,785328646,1717445624000,2308284.8125,8400.856265083028
999,CANTERBURY NR GREEN HILL,-37.830471,145.263797,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,874802,256319903,879047,342,208772,O,N,A,,,,1053025061000,391643,741682767,1190669,,11122151,P,G,,414692649.0,1681021093000,1791.6875,179.66704531171672,515760,883726098,95409,RES1\LP53352,101,15,N,N,342,LP53352,RES1,,,,,,,,,,,,N,,A,-277257600000.0,,499579.0,741624046,1191065,11123416,A,G,0.17,880362682000,293904888.0,1776861887000,391643,,417584899,1681020920000,6586.4375,354.90634748937225
3361,BANKSIA/DORA,-37.760037,145.071534,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,2567747,296930945,52609631,303,266221,O,Y,A,,,,1250508329000,1005,852906813,4244644,218748773,209082528,P,G,,706162935.0,1719408664000,1287241.4765625,10724.449798002353,2697329,706442327,2023133,1\TP129630,101,15,N,N,303,TP129630,1,,,,,,,,,,,,N,38430,A,,5348df4c-faf3-43d1-8343-603d4350dc2d,376767.0,706100921,1233809,11505445,A,G,1.07,881867533000,109366806.0,1670402809000,376767,,416240581,1670364744000,14478.3515625,522.2249131542309
2328,NEPEAN/CENTRE DANDENONG,-37.965665,145.057795,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,400221,670748443,428012558,335,533346,O,N,A,346521.0,1524794197000.0,559000717.0,1642506647000,430692,879002223,428012576,428012577,428012588,P,G,1524794236000.0,720359227.0,1769310465000,6462.625,356.27994940845264,1656026,831772130,428012230,228\PS722823,101,15,Y,N,335,PS722823,228,N,,,,,,,,,,,N,164130,A,1535500800000.0,7cd199bf-7433-11ed-b813-3d979e7feb04,423635.0,879002218,428012575,428012587,A,G,0.21,1524794192000,830270666.0,1708599485000,430692,1524794234000.0,720281294,1769310464000,6462.625,356.27994940845264
2880,WESTGATE FWY/WILLIAMSTOWN,-37.825989,144.88096,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1285490,793316702,220885988,331,3133001400,O,N,A,1004.0,1359447885000.0,497722528.0,1692954208000,485457,876051226,1572313,,213772358,P,G,,872400632.0,1763045113000,2260.234375,376.446881005888,3899493,605174502,433531110,2273\PP2478,101,14,N,N,331,,,N,2273,,,,,C,2478,9999,,,N,,A,,,311999.0,876051206,433531129,433531141,A,G,6.19,1613950639000,604945263.0,1614163933000,485457,1613950667000.0,804611560,1763045111000,9456.3671875,688.6348558117447
2324,NEPEAN/WICKHAM,-37.945195,145.043238,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,3625128,704240423,452749452,335,,G,N,A,378565.0,1644884037000.0,672187669.0,1670315411000,383178,720348690,452749487,,452749490,B,G,1644884076000.0,704240457.0,1676177090000,2693.546875,208.9179927469783,3738661,831802131,452749442,G01\PS839726,101,15,Y,N,335,PS839726,G01,N,,,,,,,,,,,N,175870,A,,,423635.0,842765984,452749485,452749488,A,G,0.2,1644884036000,830282667.0,1708599527000,1005,1644884074000.0,720271024,1713984582000,2693.546875,208.9179927469783
2325,NEPEAN/HIGHETT/ROWANS,-37.949484,145.04626,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,2443370,567132425,427919353,335,527967,O,N,A,227671.0,1523412120000.0,552037852.0,1548172853000,383178,720350516,427919433,427919440,427919448,P,G,1523412159000.0,567132436.0,1676177093000,228.90625,60.98249288200347,3963143,831738477,209539800,2\SP26806,101,15,Y,N,335,SP26806,2,,,,,,,,,,,,N,99024,A,555724800000.0,5c8ea21e-7433-11ed-b3ad-593f13096cf6,423635.0,720273125,2430689,22924478,A,G,0.1,1183457571000,720760164.0,1708599436000,383178,,418766603,1676176899000,2596.0078125,212.28399643272627
2868,TULLAMARINE/MICKLEHAM,-37.690816,144.881945,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,2259797,260166315,52429298,333,508709,O,Y,A,,,,1074601332000,401358,781755170,2614207,219014061,203682251,P,G,,415632646.0,1688926615000,36637.734375,956.5764901238176,2334758,858909485,52429304,CP157550,101,15,N,N,333,CP157550,,,,,,,,,,,,,N,507488,A,457747200000.0,fdc6208b-5e27-11ed-a838-3dbbc480d7a1,450295.0,781639104,2614207,203682251,A,G,1.6,891964860000,782338934.0,1730967994000,401358,,418581661,1688926357000,36637.734375,956.5764901238176
2614,WESTERN HWY/STATION,-37.770309,144.77471,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,3819642,297319544,213618289,308,751628,O,Y,A,,1252926326000.0,,1252926326000,353320,696630491,151954150,218956781,151954149,P,G,1062707593000.0,413607563.0,1667777435000,704.015625,122.67958996925454,2331545,697133865,151954180,1\TP441852,101,15,N,N,308,TP441852,1,,,,,,,,,,,,N,87951,A,,805ac228-7ccc-4090-8e69-569dd58e268d,353320.0,696544393,151954179,151954178,A,G,0.31,1062707593000,316398282.0,1667889480000,353320,1062707593000.0,416455538,1667777147000,368.71875,91.74115680622177
431,SPRINGVALE/MAGID,-37.906398,145.160899,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,3361729,294080382,207992968,348,210074,O,Y,A,,1155730913000.0,,1232027913000,395111,755724023,151390682,219040249,206491893,P,G,1055760120000.0,414849775.0,1684047038000,93469.859375,1265.5880720023656,1303246,551595973,2002647,RES2\LP119315,100,15,N,N,348,LP119315,RES2,,,,,,,,,,,MUNICIPAL RESERVE,N,218785,A,226195200000.0,,192804.0,755638708,2621582,24250410,A,G,0.19,878184602000,297895424.0,1526458048000,395111,,417750581,1684046831000,561.671875,166.60941342763985
202,STUD NR OSWALD,-37.975957,145.222548,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,3844972,547949808,212038884,326,NCPR,O,N,A,185121.0,1226320336000.0,292608705.0,1520262674000,396664,760763388,206152807,207315677,206152806,P,G,1139479116000.0,595139859.0,1685252940000,85903.703125,6445.500731853823,2536783,761113692,212038882,413\SP25116,101,15,Y,N,326,SP25116,413,,,,,,,,,,,,N,,A,563760000000.0,ea8d1a2c-b0a8-11ed-a64c-b51c67a9712e,396664.0,760689524,206152804,206152803,A,G,1.61,1226320335000,314380216.0,1685351814000,396664,1139479116000.0,595139849,1685252745000,85903.703125,6445.500731853823
3701,WARRIGAL NR DELIA,-37.919504,145.083321,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,3242295,283163080,208980059,322,46956,O,N,A,,1173773983000.0,,1173777498000,391115,739121776,208980058,208980198,208980057,P,G,1173773983000.0,413973296.0,1680416463000,234.3359375,81.13493024857299,3258527,839319622,452628884,CM1\PS907911,102,15,N,N,348,PS907911,CM1,N,,,,,,,,,,,N,,A,,,427134.0,839319613,452628955,452628968,A,G,19.69,1642714487000,671009014.0,1711972495000,427134,1642714528000.0,838217470,1711972494000,237.8515625,94.38120739204406
3016,JACKA/THE ESPLANADE/FITZROY,-37.862771,144.972334,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,2191685,303919900,215547282,358,164919,O,N,A,,1281959438000.0,,1290180800000,414169,820782591,4436788,206441554,37573645,P,G,,743053942.0,1704834099000,4393.1953125,310.5269168165378,2271691,743190192,215547278,37\RP2244,200,15,Y,N,358,RP2244,37,Y,,,,,,,,,,,N,,A,27302400000.0,2d950372-9071-11ed-a8c6-9f06312ec5f4,392259.0,820782577,4436788,37573645,A,G,1.73,1281959437000,312045665.0,1681722853000,414169,,743027870,1704834097000,4393.1953125,310.5269168165378
3198,CENTRE/CLAYTON,-37.928527,145.119061,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1047606,103600434,454462,348,222909,O,N,A,,,,987716599000,395111,755752370,2446043,,23052077,P,G,,414875309.0,1684047072000,324.0703125,113.26747756607259,2340118,866067238,454455,2\LP44012,100,15,N,N,348,LP44012,2,,,,,,,,,,,,N,222905,A,-350092800000.0,,465090.0,755662543,2446036,23052054,A,G,0.31,878011854000,297895477.0,1745855593000,395111,,417771849,1684046858000,324.078125,113.26773228148244
2408,PHE/UNION,-37.853554,144.979322,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1880274,507192210,202809030,358,182581,O,N,A,91353.0,1107177606000.0,507191888.0,1453973850000,392259,743050596,2531093,219066371,23682382,P,G,,415155816.0,1681619340000,1043.15625,128.6558945827078,496049,743191308,216295555,75\SP25989,200,15,Y,N,358,SP25989,75,,,,,,,,,,,,N,30198,A,551664000000.0,1c0b43e1-9071-11ed-9456-fb9fef89d15a,392259.0,743025148,2531092,23682351,A,G,0.18,1295424881000,311559421.0,1681722857000,392259,,418071733,1681619217000,4040.3046875,277.82320694658495
4734,QUEENS/LINK,-37.849493,144.977943,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1982300,299446384,213172872,358,180756,O,N,A,,1245240297000.0,,1261150946000,414169,829426438,2770006,219067176,203683268,P,G,,743049287.0,1707255295000,11283.203125,426.72510755390067,2055768,743187377,213172867,75\SP22385,101,15,Y,N,358,SP22385,75,,,,,,,,,,,,N,98511,A,506304000000.0,1819535d-9071-11ed-9d56-179319ad6260,392259.0,829426433,2770006,203683268,A,G,8.66,1245240296000,317042472.0,1681722841000,414169,,743024001,1707255292000,11283.203125,426.72510755390067
2419,PHE/BURKE/SIR JOHN MONASH,-37.878155,145.047347,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1095178,297459795,213672445,322,73568,O,Y,A,,1253883784000.0,,1253883784000,391115,739081326,4249250,218973853,216674854,P,G,,415767631.0,1680416405000,42939.5,1327.1995778661467,3178446,722528373,59914,1\PS332238,101,15,N,N,363,PS332238,1,,,,,,,,,,,,N,558,A,763084800000.0,b3ff89d2-75b5-11ed-b5a6-3d31c50076ce,386222.0,722284673,2727267,24915603,A,G,0.68,878515899000,543677931.0,1676881076000,386222,,418142145,1676781548000,348.4765625,94.85803526043264
3151,SPRINGVALE/KEYLANA,-38.003114,145.142277,,,,,2014-2026,Verified high-exposure advertising corridor. Long-term SCATS traffic volume can indicate sustained roadside visibility and potential suitability for premium billboard or digital signage investigation near the closest cadastral parcels.,1156745,834217756,456589829,335,453010,O,Y,A,424905.0,1709800657000.0,,1709800657000,383178,720384080,421899093,422807569,421899097,P,G,1428629251000.0,505280973.0,1676177135000,33276.421875,771.147949630689,1512844,290378345,208826412,1\PS608072,101,15,N,N,326,PS608072,1,,,,,,,,,,,,N,469895,A,1205280000000.0,,,760714237,208826411,208826410,A,G,0.1,1171359319000,,1215705241000,396664,1171359319000.0,416992296,1685252774000,1002.5703125,135.90479414560136
