file,name,rows_estimate,usefulness_score_0_to_3,has_day_column,has_time_column,has_volume_column,columns,error
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\site_volume_percentile_bands.csv,site_volume_percentile_bands.csv,6,1,False,False,True,percentile_band | sites | total_volume | share_percent,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\strategy_charts\site_strategy_chart_index.csv,site_strategy_chart_index.csv,8,0,False,False,False,filename | description,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\strategy_charts\site_strategy_tier_summary.csv,site_strategy_tier_summary.csv,5,1,False,False,True,traffic_tier | sites | total_volume | share_percent | site_share_percent | efficiency_ratio,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\top_1000_sites.csv,top_1000_sites.csv,1000,1,False,False,True,rank | scats_site | total_volume | months_present | first_month | last_month | avg_monthly_volume | max_monthly_volume | best_month | best_month_volume | percent_of_network | cumulative_volume | cumulative_percent | percentile_band,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\top_100_sites.csv,top_100_sites.csv,100,1,False,False,True,rank | scats_site | total_volume | months_present | first_month | last_month | avg_monthly_volume | max_monthly_volume | best_month | best_month_volume | percent_of_network | cumulative_volume | cumulative_percent | percentile_band,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\top_10_sites.csv,top_10_sites.csv,10,1,False,False,True,rank | scats_site | total_volume | months_present | first_month | last_month | avg_monthly_volume | max_monthly_volume | best_month | best_month_volume | percent_of_network | cumulative_volume | cumulative_percent | percentile_band,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\top_25_sites.csv,top_25_sites.csv,25,1,False,False,True,rank | scats_site | total_volume | months_present | first_month | last_month | avg_monthly_volume | max_monthly_volume | best_month | best_month_volume | percent_of_network | cumulative_volume | cumulative_percent | percentile_band,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\top_500_sites.csv,top_500_sites.csv,500,1,False,False,True,rank | scats_site | total_volume | months_present | first_month | last_month | avg_monthly_volume | max_monthly_volume | best_month | best_month_volume | percent_of_network | cumulative_volume | cumulative_percent | percentile_band,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_intelligence\top_50_sites.csv,top_50_sites.csv,50,1,False,False,True,rank | scats_site | total_volume | months_present | first_month | last_month | avg_monthly_volume | max_monthly_volume | best_month | best_month_volume | percent_of_network | cumulative_volume | cumulative_percent | percentile_band,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_month_charts\fastest_growing_sites_last12_vs_first12.csv,fastest_growing_sites_last12_vs_first12.csv,20,1,False,False,True,site_id | first_avg | site_name | last_avg | absolute_growth | growth_pct | rank,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_month_charts\most_volatile_sites_by_monthly_cv.csv,most_volatile_sites_by_monthly_cv.csv,20,1,False,False,True,site_id | mean_volume | std_volume | total_volume | site_name | coefficient_of_variation | rank,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_month_charts\network_monthly_totals_from_site_month.csv,network_monthly_totals_from_site_month.csv,146,1,False,False,True,month | volume,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_month_charts\top_sites_by_total_volume_from_site_month.csv,top_sites_by_total_volume_from_site_month.csv,10,1,False,False,True,site_id | total_volume | site_name | rank,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_month_totals.csv,site_month_totals.csv,595055,1,False,False,True,month_label | month_start | next_month_start | scats_site | month_site_volume | month_elapsed_seconds | completed_at_epoch | row_type,
A:\TrafficAnalytics\PROJECTS\reports\deduped\site_totals.csv,site_totals.csv,595127,1,False,False,True,month_label | month_start | next_month_start | scats_site | month_site_volume | month_elapsed_seconds | completed_at_epoch | row_type,
A:\TrafficAnalytics\PROJECTS\reports\deduped\time_bin_profile.csv,time_bin_profile.csv,14113,3,True,True,True,month_label | month_start | next_month_start | time_bin | month_time_bin_volume | days_in_month_loaded | month_elapsed_seconds | completed_at_epoch | row_type,
A:\TrafficAnalytics\PROJECTS\reports\deduped\top100_scats_coordinates.csv,top100_scats_coordinates.csv,97,0,False,False,False,SCATS Site | Name | Latitude | Longitude,
A:\TrafficAnalytics\PROJECTS\reports\deduped\top100_scats_vicmap_ooh.csv,top100_scats_vicmap_ooh.csv,97,1,False,False,True,site_id | name | lat | lng | ooh_total_12yr_movements | ooh_annual_avg_movements | ooh_daily_avg_movements | ooh_peak_hour_estimate | ooh_dataset_period | ooh_advertising_context | prop_objectid | prop_prop_ufi | prop_prop_pfi | prop_prop_lga_code | prop_prop_propnum | prop_prop_property_type | prop_prop_multi_assessment | prop_prop_status | prop_prop_task_id | prop_prop_pfi_created | prop_prop_ufi_old | prop_prop_ufi_created | prop_propv_task_id | prop_propv_ufi | prop_propv_pfi | prop_propv_base_pfi | prop_propv_centroid_pfi | prop_propv_graphic_type | prop_propv_z_level | prop_propv_pfi_created | prop_propv_ufi_old | prop_propv_ufi_created | prop_shape__area | prop_shape__length | parcel_objectid | parcel_parcel_ufi | parcel_parcel_pfi | parcel_parcel_spi | parcel_parcel_spi_code | parcel_parcel_desc_type | parcel_parcel_multi | parcel_parcel_road | parcel_parcel_lga_code | parcel_parcel_plan_number | parcel_parcel_lot_number | parcel_parcel_accessory_lot | parcel_parcel_allotment | parcel_parcel_sec | parcel_parcel_block | parcel_parcel_portion | parcel_parcel_subdivision | parcel_parcel_crown_status | parcel_parcel_parish_code | parcel_parcel_township_code | parcel_parcel_p_number | parcel_parcel_further_description | parcel_parcel_part | parcel_parcel_crefno | parcel_parcel_status | parcel_parcel_reg_date | parcel_parcel_id | parcel_parcel_task_id | parcel_parv_ufi | parcel_parv_pfi | parcel_parv_centroid_pfi | parcel_parv_status | parcel_parv_z_level | parcel_parv_horiz_pos_uncertainty | parcel_parcel_pfi_created | parcel_parcel_ufi_old | parcel_parcel_ufi_created | parcel_parv_task_id | parcel_parv_pfi_created | parcel_parv_ufi_old | parcel_parv_ufi_created | parcel_shape__area | parcel_shape__length,
