month,volume,mom_pct,momentum_3m
2021-02-01,3351830231,-5.581067947696672,-2.3719340775099704
2021-03-01,4019550991,19.92107935015519,2.1327644890921014
2021-04-01,3756998819,-6.531878127379631,2.602711091692962
2021-05-01,3792348398,0.9408993907910945,4.776700204522218
2021-06-01,3261718590,-13.992116554476963,-6.527698430355167
2021-07-01,3381040033,3.6582384319059136,-3.1309929105933185
2021-08-01,2818955482,-16.62460501839317,-8.986161046988073
2021-09-01,2669449713,-5.303587444166668,-6.08998467688464
2021-10-01,3230438042,21.015130057256105,-0.3043541351012446
2021-11-01,3896741703,20.625799112602206,12.112447241897215
2021-12-01,3985684361,2.282487903458552,14.641139024438951
2022-01-01,3432673413,-13.874930825210917,3.0111187302832803
2022-02-01,3668870576,6.88085158656484,-1.5705304450625084
2022-03-01,4036974342,10.033163023191904,1.013027928181942
2022-04-01,3678409428,-8.882021128287864,2.677331160489627
2022-05-01,3980255590,8.205888113007532,3.1190100026371907
2022-06-01,3783769243,-4.936525872701559,-1.8708862959939634
2022-07-01,3873079595,2.3603540877981555,1.876572109368043
2022-08-01,4010574428,3.550013100105165,0.3246137717339206
2022-09-01,3825024795,-4.626510150380881,0.4279523458408132
2022-10-01,4054063434,5.9878994588321355,1.6371341361854732
2022-11-01,4007093695,-1.1585842146938696,0.06760169791912836
2022-12-01,3903774145,-2.578416125605465,0.7502997061776004
2023-01-01,3729479465,-4.464773665844335,-2.733924668714556
2023-02-01,3792856272,1.699347257298811,-1.7812808447169963
2023-03-01,4205558948,10.881052336380236,2.7052086426115713
2023-04-01,3765168137,-10.471635671863133,0.7029213072719719
2023-05-01,4146691721,10.132976008449624,3.5141308909889095
2023-06-01,3903344414,-5.8684687305695205,-2.0690427979943427
2023-07-01,3896326692,-0.17978741447538527,1.3615732878015734
2023-08-01,4145936552,6.4062867344389485,0.1193435297980147
2023-09-01,3940445529,-4.956443988533088,0.42335177714349204
2023-10-01,4194260387,6.441273103054734,2.6303719496535316
2023-11-01,4121872208,-1.7258866241200765,-0.08035250319947629
2023-12-01,4032779267,-2.1614678113281327,0.8513062225355089
2024-01-01,3804896566,-5.650760577568703,-3.1793716710056366
2024-02-01,4061556304,6.745511567738105,-0.35557227371957634
2024-03-01,4206790326,3.575821954184577,1.5568576481179937
2024-04-01,3982212468,-5.338460930938249,1.660957530328145
2024-05-01,4296752485,7.898624684834377,2.0453285693602354
2024-06-01,3972755318,-7.5405127042126985,-1.6601163167721895
2024-07-01,4141492150,4.247350226566349,1.5351540690626762
2024-08-01,4285525933,3.477823397540436,0.06155363996469602
2024-09-01,3878586898,-9.495661474509621,-0.5901626168009448
2024-10-01,4395226918,13.32031571257064,2.434159211867152
2024-11-01,4247618310,-3.3583842371253003,0.15542333364524005
2024-12-01,4204504222,-1.0150179430787887,2.982304510788851
2025-01-01,3948992470,-6.0770958597933795,-3.483499346665822
2025-02-01,3847820366,-2.561972573221949,-3.218028792031372
2025-03-01,4384498446,13.947586658207323,1.7695060750639986
2025-04-01,4042970331,-7.789445456676525,1.1987228761029503
2025-05-01,4304234239,6.462177226400234,4.206772809310345
2025-06-01,4105237117,-4.623287464165349,-1.9835185648138793
2025-07-01,4285801250,4.398384986150372,2.0790915827950864
2025-08-01,4387186136,2.3655993380467644,0.7135656200105963
2025-09-01,4188281575,-4.5337616147134945,0.7434075698278813
2025-10-01,4513402918,7.76264291638511,1.8648268799061272
2025-11-01,4306927842,-4.574709587228565,-0.4486094285189826
2025-12-01,4207171812,-2.3161760228998074,0.2905857687522464
2026-01-01,4063057374,-3.425446937749166,-3.438777515959179
2026-02-01,4127306156,1.5812915271917083,-1.3867771444857542
2026-03-01,4414536971,6.959280560819137,1.7050417167538938
