site_id,total_volume,site_name,rank,cum_volume,cum_share,site_share
752,166707687,FRANKSTON-DANDENONG / LATHAMS / HALL,1074,262015905375,48.60961747811564,22.57250945775536
2785,166621409,HIGH NEAR COULSTOCK,1075,262182526784,48.64052935326903,22.593526691887348
2180,166413909,SOMERTON / RESERVOIR / ROXBURGH PARK S / C,1076,262348940693,48.67140273268449,22.614543926019337
2332,166276333,NEPEAN / WHITE,1077,262515217026,48.70225058877638,22.635561160151322
407,166211467,KINGSWAY / RAILWAY PDE NTH / COLEMAN,1078,262681428493,48.73308641082231,22.65657839428331
3994,166131784,MAHONEYS NEAR CHEVIOT,1079,262847560277,48.763907449948306,22.6775956284153
4784,166069155,STREET GEORGES / OAKOVER,1080,263013629432,48.794716870040226,22.69861286254729
142,166031994,MAROONDAH / VICTORIA,1081,263179661426,48.825519395962914,22.71963009667928
1234,165869889,PRINCES HIGHWAY EAST (EAST) / BEACONSFIELD-BERWICK…,1082,263345531315,48.85629184790199,22.740647330811264
3265,165864848,ALBERT / DUNDAS / STREETATION,1083,263511396163,48.88706336462655,22.761664564943253
2872,165861947,MICKLEHAM NEAR TANGEMERE,1084,263677258110,48.91783434315286,22.78268179907524
373,165822668,BORONIA / TORMORE / NARCISSUS,1085,263843080778,48.94859803457512,22.80369903320723
2145,165621756,SYDNEY ROAD / GRASSLANDS,1086,264008702534,48.979324452475936,22.82471626733922
5006,165533955,CORIO-WAURN PONDS / PURNELL / STREETATION,1087,264174236489,49.01003458139225,22.84573350147121
1095,165046114,MELBOURNE NEAR HOSKING,1088,264339282603,49.04065420525175,22.866750735603194
1367,165024107,BULLEEN / GOLDEN WAY,1089,264504306710,49.07126974633677,22.887767969735183
2771,164878211,MCDONALDS NEAR DERBY,1090,264669184921,49.10185822055827,22.908785203867172
3263,164773455,ALBERT / GOWER,1091,264833958376,49.132427260276046,22.929802437999157
3653,164769049,RESERVE / PARK / TULIP,1092,264998727425,49.16299548258553,22.950819672131146
2009,164654728,BURWOOD HIGHWAY / TEMPLETON / RENOU,1093,265163382153,49.193542495876905,22.971836906263135
2311,164648869,BEACONSFIELD / COWDEROY,1094,265328031022,49.22408842219706,22.992854140395124
3306,164574541,HEIDELBERG / STREETATION,1095,265492605563,49.254620559065614,23.013871374527113
4023,164563194,NICHOLSON / ARTHURTON / BLYTH,1096,265657168757,49.28515059082025,23.034888608659102
4743,164513123,TOORAK / CHAPEL,1097,265821681880,49.31567133332141,23.055905842791088
738,164384030,FRANK-FLIND / MCMAHONS(MOOROODUC / HASTINGS),1098,265986065910,49.34616812627898,23.076923076923077
353,164360480,BLACKBURN / CENTREWAY,1099,266150426390,49.376660550202196,23.097940311055066
140,164161727,MAROONDAH / BLACK SPRINGS,1100,266314588117,49.407116101145164,23.11895754518705
2626,164108446,RALEIGH / CLYDE,1101,266478696563,49.43756176731024,23.139974779319044
723,164095104,BURWOOD HIGHWAY / STATION,1102,266642791667,49.46800495824576,23.16099201345103
3501,163995192,MILLERS / BLACKSHAWS,1103,266806786859,49.49842961334431,23.182009247583018
4685,163980765,ST GEORGES NEAR BEAVERS,1104,266970767624,49.52885159192233,23.203026481715007
3293,163908182,GRANGE BETWEEN GARDEN / WATTLE,1105,267134675806,49.55926010478398,23.224043715846996
3480,163866433,KOROROIT CK / MAIDSTONE,1106,267298542239,49.58966087230316,23.24506094997898
4310,163813194,KEILOR NEAR MATTHEWS,1107,267462355433,49.62005176283636,23.266078184110974
3030,163696147,BEACH / HAMPTON / BRIDGE,1108,267626051580,49.6504209386195,23.28709541824296
4774,163389905,CHAPEL NEAR UNION,1109,267789441485,49.68073329988806,23.30811265237495
2726,163376517,MILLEARA / BUCKLEY,1110,267952818002,49.71104317739305,23.329129886506937
4698,163365838,CENTRE / HAUGHTON / CARINISH,1111,268116183840,49.74135107371258,23.350147120638923
864,163316187,CANTERBURY / LIVERPOOL,1112,268279500027,49.77164975869772,23.37116435477091
1007,163287048,BULLA / TULLAMARINE FREEWAY EB ON / OFF RAMP,1113,268442787075,49.80194303776813,23.3921815889029
4217,162933589,BRUNSWICK NEAR LEICESTER,1114,268605720664,49.83217074254922,23.41319882303489
435,162928337,SPRINGVALE / LIGHTWOOD,1115,268768649001,49.86239747297073,23.434216057166875
276,162917021,CRANBOURNE / KARINGAL,1116,268931566022,49.89262210402948,23.455233291298867
2151,162821519,SYDNEY ROAD / SHORTS / KEADY,1117,269094387541,49.92282901740166,23.476250525430853
4991,162797677,MAHONEYS / HUGHES,1118,269257185218,49.95303150756717,23.497267759562842
691,162789091,WILLIAMSONS / LYNNWOOD / KING,1119,269419974309,49.983232404843974,23.51828499369483
3260,162785208,ALBERT / TYLER,1120,269582759517,50.013432581740304,23.53930222782682
2210,162704872,MAROONDAH NEAR WATTS,1121,269745464389,50.04361785457107,23.560319461958805
4895,162602652,QUEENS BRIDGE / CROWN PORTE COCHERE EXIT,1122,269908067041,50.073784163380964,23.581336696090794
3562,162556420,NORTH NEAR SHAFTON,1123,270070623461,50.10394189515493,23.602353930222783
178,162539432,BURWOOD HIGHWAY / KNOX CITY ENT 5 / TYNER,1124,270233162893,50.13409647528747,23.62337116435477
2298,162295019,JACKA NEAR LWR ESPLANADE,1125,270395457912,50.1642057115222,23.64438839848676
3217,162292271,HIGH / ALLENBY,1126,270557750183,50.19431443794351,23.665405632618747
4028,162233406,HOLMES NEAR DONALD,1127,270719983589,50.22441224363414,23.686422866750735
3682,161927391,WARRIGAL / RIVERSDALE,1128,270881910980,50.254453276923606,23.707440100882724
115,161925037,MAROONDAH / SURREY,1129,271043836017,50.28449387349515,23.728457335014713
3698,161887423,WARRIGAL / KINGSTON,1130,271205723440,50.31452749185617,23.7494745691467
3230,161653154,HIGH / SETTLEMENT,1131,271367376594,50.34451764825077,23.770491803278688
4996,161545893,SETTLEMENT NEAR COOK,1132,271528922487,50.37448790540997,23.791509037410677
1111,161503491,EASTLINK / CHELTENHAM INTERCHANGE,1133,271690425978,50.40445029608108,23.812526271542662
889,161379467,BAYSWATER NEAR GLEN PARK,1134,271851805445,50.43438967761773,23.833543505674655
4369,161302178,BURKE / CARROLL / WILLS,1135,272013107623,50.464314720373224,23.85456073980664
216,161190530,NEPEAN / STREETATION / EDITHVALE,1136,272174298153,50.49421905000994,23.87557797393863
656,161123751,HEATHERTON / CHANDLER,1137,272335421904,50.524110990697814,23.896595208070618
4201,161071611,RALEIGH NEAR WOODS,1138,272496493515,50.55399325828797,23.917612442202607
4883,160887174,CITY / CLARENDON,1139,272657380689,50.58384130882552,23.938629676334592
901,160835369,MT DANDENONG / DUBLIN,1140,272818216058,50.61367974841511,23.959646910466585
3012,160753396,BEACONSFIELD / KERFERD,1141,272978969454,50.64350298024023,23.98066414459857
6231,160605474,BARNARD ST NEAR WATERLOO,1142,273139574928,50.673298769335005,24.00168137873056
859,160466104,CANTERBURY / GATWICK,1143,273300041032,50.703068702280405,24.02269861286255
255,160444469,CRANBOURNE-FRANK / WARRANDYTE,1144,273460485501,50.732834621465386,24.043715846994534
660,160409838,STREETUD ROAD / HERBERT STREET,1145,273620895339,50.76259411585083,24.064733081126523
3784,160313238,SYDNEY NEAR STEWART,1146,273781208577,50.79233568884697,24.08575031525851
3703,160246691,WARRIGAL / COCHRANES,1147,273941455268,50.822064915935286,24.1067675493905
1063,160036836,DUDLEY NEAR WILLIAM,1148,274101492104,50.85175521038223,24.127784783522486
3252,160020797,MACEDON NEAR EVANS,1149,274261512901,50.88144252924778,24.14880201765448
3253,159922774,RIDDELL NEAR HORNE,1150,274421435675,50.91111166272674,24.169819251786464
601,159904062,PRINCES HIGHWAY EAST / TINKS,1151,274581339737,50.940777324724976,24.190836485918453
505,159867781,CRANBOURNE-FRANKSTON / MONAHANS / CHERRYHILL,1152,274741207518,50.970436255813,24.211853720050442
608,159640950,PRINCES HIGHWAY EAST / PAKENHAM / DUNCAN,1153,274900848468,51.0000531048445,24.232870954182427
3226,159577655,HIGH NEAR BARTON,1154,275060426123,51.02965821128452,24.253888188314416
3893,159503300,SYDNEY NEAR PAGE,1155,275219929423,51.05924952326385,24.274905422446405
2921,159210478,SWANSTON / LATROBE,1156,275379139901,51.088786510428854,24.295922656578394
3685,159193041,WARRIGAL / HIGHBURY,1157,275538332942,51.118320262653214,24.316939890710383
4656,159150175,STREETATION / DEER PARK SHOPPING CENTRE,1158,275697483117,51.147846062307444,24.337957124842372
4251,159141960,WILLIAMSTOWN / SOMERVILLE,1159,275856625077,51.17737033790151,24.358974358974358
488,159082928,WAVERLEY / ARISTOC / GLENWOOD,1160,276015708005,51.206883661782776,24.379991593106347
5057,158899454,MOORABOOL / FYANS,1161,276174607459,51.23636294726877,24.401008827238336
822,158894674,WARBURTON HIGHWAY / BELL RD / LINK RD,1162,276333502133,51.26584134596139,24.422026061370325
1542,158871432,OLD GEELONG ROAD / NEW BUNNINGS ENTRANCE /,1163,276492373565,51.29531543276031,24.443043295502314
3900,158863862,MILLERS / MCARTHURS,1164,276651237427,51.3247881151605,24.4640605296343
2904,158790289,SWANSTON / LONSDALE,1165,276810027716,51.35424714817791,24.485077763766288
3400,158751558,PUNT / MOUBRAY / GREVILLE,1166,276968779274,51.38369899575713,24.506094997898277
4717,158582440,BLACKBURN / NORMANBY,1167,277127361714,51.41311946828957,24.527112232030266
2811,158508966,COOPER / TIP ACCESS ROAD,1168,277285870680,51.44252630980586,24.54812946616225
4665,158504029,ST GEORGES NEAR SUMNER,1169,277444374709,51.47193223540189,24.56914670029424
3739,158171414,PLENTY / LODDON / TARGET ENT,1170,277602546123,51.50127645372141,24.59016393442623
4306,157913682,UPPER HEIDELBERG NEAR ST ELMO,1171,277760459805,51.53057285718056,24.61118116855822
394,157786818,PRINCES HIGHWAY EAST / DOHERTY,1172,277918246623,51.55984572462382,24.632198402690207
943,157682775,SPRINGVALE / SPOTLIGHT CENTRE,1173,278075929398,51.58909928984028,24.653215636822196
3746,157645503,PLENTY / FRANKLINS ACCESS ROAD,1174,278233574901,51.61834594029461,24.67423287095418
4473,157470482,RACECOURSE / WELLINGTON,1175,278391045383,51.647560120567974,24.69525010508617
131,157377813,MAROONDAH / WARRANDYTE,1176,278548423196,51.67675710873753,24.71626733921816
4944,157286866,RALEIGH / VAN NESS,1177,278705710062,51.70593722427155,24.737284573350145
2308,157268747,NEPEAN / CHAPEL,1178,278862978809,51.73511397833918,24.758301807482137
4518,157268675,DRYBURGH / SPENCER / MILLER,1179,279020247484,51.76429071904924,24.779319041614123
4271,157119448,AUBURN / RIVERSDALE,1180,279177366932,51.79343977492324,24.800336275746112
2919,157087523,EXHIBITION / LATROBE,1181,279334454455,51.82258290801926,24.8213535098781
5008,156918837,CORIO-WAURN PONDS NEAR BELLBIRD,1182,279491373292,51.85169474621383,24.84237074401009
567,156894760,PRINCES HIGHWAY EAST / BRUNT / WHITESIDE,1183,279648268052,51.88080211760414,24.863387978142075
6152,156661530,HUME FREEWAY / LINCOLN CAUSEWAY,1184,279804929582,51.90986621978503,24.884405212274068
2907,156600713,QUEEN / LONSDALE,1185,279961530295,51.93891903909703,24.905422446406053
843,156564040,CANTERBURY / PACIFIC WAY,1186,280118094335,51.967965054774346,24.92643968053804
472,156549220,POLICE / BROWNS,1187,280274643555,51.99700832102112,24.94745691467003
4536,156536250,STREET KILDA / PARK / DOMAIN,1188,280431179805,52.02604918105238,24.968474148802017
2939,156403832,RACECOURSE / NEWMARKET,1189,280587583637,52.05506547468063,24.989491382934006
4178,156391487,GRIMSHAW NEAR DENDARYL,1190,280743975124,52.084079478044366,25.010508617065994
4202,156290329,MARIBYRNONG / ORFORD / WALTER,1191,280900265453,52.1130747144112,25.031525851197983
3692,156235433,WARRIGAL NEAR KANGAROO,1192,281056500886,52.14205976638272,25.05254308532997
4838,156162785,MARINE / DICKENS / MARINA ENT,1193,281212663671,52.17103134057896,25.073560319461958
2838,156156578,COOPER / METROLINK CIRCUIT,1194,281368820249,52.200001763242454,25.09457755359395
4237,155871106,HOPKINS / IRVING / MOORE,1195,281524691355,52.22891922467559,25.115594787725936
4472,155778663,RACECOURSE / EASTWOOD,1196,281680470018,52.257819535932825,25.136612021857925
482,155764221,STEPRINCES HIGHWAY EASTNSONS / VIRGINIA,1197,281836234239,52.2867171678867,25.15762925598991
4437,155701288,WURUNDJERI / BOURKE,1198,281991935527,52.315603124407914,25.1786464901219
3405,155696467,DYNON / DOCK LINK,1199,282147631994,52.34448818652936,25.19966372425389
3329,155681369,LOWER PLENTY NEAR GRANDVIEW,1200,282303313363,52.373370447645264,25.220680958385877
657,155646017,HEATHERTON / GLADSTONE,1201,282458959380,52.40224615020054,25.241698192517863
4681,155618796,HIGH / CLARKE,1202,282614578176,52.431116802671575,25.26271542664985
2004,155603762,BURWOOD HIGHWAY / ELGAR / MCINTYRE,1203,282770181938,52.45998466601045,25.283732660781844
4878,155522681,CLARENDON / WHITEMAN / NORMANBY,1204,282925704619,52.48883748707015,25.30474989491383
5076,155407058,CORIO-WAURN P(LATROBE)BETWEEN BOND&CLARENDON,1205,283081111677,52.5176688575626,25.32576712904582
3018,155404062,MARINE / CAVELL,1206,283236515739,52.54649967223224,25.346784363177804
2152,155303417,SYDNEY RD NEAR MATHIESON,1207,283391819156,52.575311815077576,25.367801597309793
287,155231154,SPRINGVALE NEAR BALMORAL,1208,283547050310,52.604110551573456,25.388818831441785
4939,155166368,MCINTYRE / BERKSHIRE,1209,283702216678,52.63289726886512,25.40983606557377
3169,155128679,THOMPSONS / LYNDHURST,1210,283857345357,52.66167699403213,25.43085329970576
4307,155127446,BURKE / MCARTHUR,1211,284012472803,52.690456490450956,25.451870533837745
2646,155088708,COBURNS / BARRIES,1212,284167561511,52.71922880013293,25.472887767969738
790,155061243,MOUNTAIN HIGHWAY / STUD,1213,284322622754,52.747996014463396,25.493905002101723
2877,154917120,TAYLORS / KEILOR DOWNS S / C WEST ENT,1214,284477539874,52.77673649086017,25.514922236233712
4748,154906117,TOORAK / ORRONG,1215,284632445991,52.80547492596248,25.535939470365697
3193,154886510,MIDDLEBOROUGH / ALBION,1216,284787332501,52.8342097235422,25.55695670449769
2813,154862784,COOPER / FREIGHT / REX,1217,284942195285,52.86294011943578,25.57797393862968
2201,154765559,WHITEHORSE NEAR MARLBOROUGH,1218,285096960844,52.891652477989005,25.598991172761664
481,154744702,STEPRINCES HIGHWAY EASTNSONS / WAIMARIE,1219,285251705546,52.92036096711763,25.620008406893653
3116,154695668,NICHOLSON NEAR PARK,1220,285406401214,52.94906035937872,25.64102564102564
2728,154665767,KINGS / GILLESPIE,1221,285561066981,52.977754204357595,25.66204287515763
581,154542420,MIDDLEBOROUGH / SPRINGFIELD,1222,285715609401,53.00642516580015,25.683060109289617
1056,154437869,CRANBOURNE-FRANKSTON / WILLOW GROVE,1223,285870047270,53.03507673077091,25.704077343421606
671,154432262,STREETUD / DAVID,1224,286024479532,53.06372725552191,25.72509457755359
896,154340638,RINGWOOD / BOND,1225,286178820170,53.09236078203921,25.746111811685584
2788,154279091,EDGARS / WOLSELEY (COMALCO ACCESS),1226,286333099261,53.12098289025682,25.767129045817573
3387,154214061,PUNT / UNION,1227,286487313322,53.14959293400294,25.788146279949558
3702,153972793,WARRIGAL NEAR GLOVER,1228,286641286115,53.17815821731677,25.809163514081547
3079,153853808,UPPER HEIDELBERG NEAR IVANHOE,1229,286795139923,53.206701426339635,25.830180748213532
4532,153845634,STREET KILDA / SOUTHBANK,1230,286948985557,53.23524311890869,25.851197982345525
2766,153843250,EDGARS / VICTORIA,1231,287102828807,53.26378436919419,25.872215216477514
788,153645872,SCORESBY / POWER / STREETATION,1232,287256474679,53.29228900159168,25.8932324506095
514,153638100,CRANBOURNE-FRANKSTON / UNION / PINDARA,1233,287410112779,53.320792192115086,25.914249684741485
2773,153432289,HIGH / MEMORIAL,1234,287563545068,53.34925720024659,25.935266918873477
412,153378649,SPRINGVALE NEAR ASTELOT,1235,287716923717,53.37771225699793,25.956284153005466
6812,153310755,PHW / BANYAN,1236,287870234472,53.40615471794382,25.97730138713745
4909,153279132,CANTERBURY / KERFERD / ALBERT / FERRARS,1237,288023513604,53.434591312139254,25.99831862126944
1247,153225736,STREETH GIPPSLAND FREEWAY / ON-RAMP / POUND ROAD,1238,288176739340,53.46301800022181,26.019335855401426
4466,153147326,FLEMINGTON / GRATTAN / WRECKYN,1239,288329886666,53.491430141553465,26.04035308953342
971,152970058,CANTERBURY / GREAT RYRIE,1240,288482856724,53.51980939583706,26.061370323665408
4470,152954203,MT ALEXANDER / MOOLTAN,1241,288635810927,53.54818570867524,26.082387557797393
3915,152934027,PLENTY / STREETAGECOACH,1242,288788744954,53.57655827842904,26.10340479192938
4435,152862917,FOOTSCRAY / WESTERN LINK STREETH-BND OFF RAMP,1243,288941607871,53.60491765573984,26.12442202606137
6445,152862137,STREETURT(DEAKIN) / ELEVENTH,1244,289094470008,53.63327688834376,26.14543926019336
182,152777783,BURWOOD HIGHWAY / DAWSON,1245,289247247791,53.66162047145623,26.166456494325345
2513,152658632,PHW / LITTLE BOUNDARY,1246,289399906423,53.68994194948114,26.187473728457334
4487,152524249,WESTERN LINK / DYNON OFF RAMP SOUTH BD,1247,289552430672,53.71823849655301,26.208490962589327
297,152438292,MAROONDAH HIGHWAY / BRAND SMART,1248,289704868964,53.74651909674228,26.229508196721312
4403,152243125,VICTORIA / CARDIGAN / FRANKLIN,1249,289857112089,53.77476348923186,26.2505254308533
2861,152243098,TULLAMARINE / ORMOND / BRUNSWICK,1250,290009355187,53.80300787671235,26.271542664985287
3137,152242339,CANTERBURY NEAR CLYDESDALE,1251,290161597526,53.83125212338192,26.292559899117272
3538,152227281,BEACONSFIELD NEAR HAROLD,1252,290313824807,53.85949357646681,26.313577133249268
4541,152063836,STREET KILDA / COMMERCIAL,1253,290465888643,53.88770470696912,26.334594367381253
3269,152013026,STATION NEAR DUNCAN,1254,290617901669,53.91590641111749,26.35561160151324
3738,151987063,PLENTY NEAR BRADSHAW,1255,290769888732,53.9441032985678,26.376628835645228
167,151936587,BURWOOD HIGHWAY NEAR BENWERRIN,1256,290921825319,53.9722908216284,26.39764606977722
4942,151909454,RALEIGH / ROSAMOND,1257,291073734773,54.000473310930644,26.418663303909206
2604,151905693,WESTERN HIGHWAY / ELEANOR,1258,291225640466,54.02865510248604,26.439680538041195
3115,151870168,BRUNSWICK / NICHOLSON / HOLDEN,1259,291377510634,54.056830303385595,26.46069777217318
4199,151787443,WAVERLEY / HOLMES,1260,291529298077,54.08499015700842,26.48171500630517
6205,151745694,MIDLAND HIGHWAY / NOLAN,1261,291681043771,54.11314226528876,26.50273224043716
3652,151708374,NARRE WARREN-CRANBOURNE / LINSELL,1262,291832752145,54.141287449901945,26.523749474569147
4905,151629788,CLARENDON / PARK,1263,291984381933,54.16941805511241,26.544766708701133
2630,151578941,WRR / FITZGERALD,1264,292135960874,54.19753922710463,26.56578394283312
1309,151578921,JASPER NEAR CARCOOLA,1265,292287539795,54.22566039538642,26.586801176965114
4933,151519572,STATION NEAR TRINACRIA,1266,292439059367,54.253770553145074,26.6078184110971
364,151491800,SNEDDEN / THE GLEN CAR PARK,1267,292590551167,54.28187555859706,26.62883564522909
3195,151491257,MIDDLEBOROUGH / ELEY,1268,292742042424,54.309980463310794,26.649852879361074
4832,151451500,FITZROY / PRINCES / LAKESIDE,1269,292893493924,54.33807799224115,26.670870113493066
4298,151355175,UPPER HEIDELBERG NEAR BROWN,1270,293044849099,54.36615765080063,26.691887347625055
4522,151337181,DUDLEY / ADDERLEY,1271,293196186280,54.39423397108393,26.71290458175704
445,151284101,PRINCES HIGHWAY EAST / OVERLAND,1272,293347470381,54.42230044387918,26.733921815889026
5240,151267648,OLD GEELONG / DUNLOP,1273,293498738029,54.45036386428708,26.754939050021015
743,150787340,MOOROODUC HIGHWAY / HEATHERHILL,1274,293649525369,54.47833817717259,26.775956284153008
1744,150714840,KING STREET NORTH OF JEFFCOTT STREET,1275,293800240209,54.506299039740036,26.796973518284993
171,150682448,STREETUD / KNOX CITY ENT 1,1276,293950922657,54.534253892890895,26.817990752416982
1303,150652422,MELBOURNE ROAD / THE AVENUENUE,1277,294101575079,54.56220317556932,26.839007986548967
4483,150644700,DYNON / LLOYD,1278,294252219779,54.590151025649746,26.86002522068096
3668,150607730,BURWOOD / BUNNINGS ACCESS,1279,294402827509,54.618092016995554,26.88104245481295
3127,150476228,CANTERBURY / BALWYN,1280,294553303737,54.64600861187616,26.902059688944934
1123,150380706,DORSET / CLIPSAL,1281,294703684443,54.67390748535976,26.923076923076923
3196,150345748,HIGHBURY / STEPRINCES HIGHWAY EASTNSONS / MIDDLEB,1282,294854030191,54.70179987337828,26.94409415720891
5323,150287344,OLD GEELONG / COSTA,1283,295004317535,54.72968142619159,26.9651113913409
4810,150277611,SWAN / BURNLEY,1284,295154595146,54.7575611733229,26.986128625472887
2505,150263644,PHW / DROOP,1285,295304858790,54.78543832927362,27.007145859604876
3687,150168239,WARRIGAL NEAR POULTER,1286,295455027029,54.813297785533365,27.02816309373686
3868,149931278,BRIDGE NEAR VERITY,1287,295604958307,54.841113280402475,27.049180327868854
2826,149929281,BURKE / OLD BURKE / BOULEVARD,1288,295754887588,54.8689284047849,27.070197562000843
851,149874783,CANTERBURY / HEATHERDALE,1289,295904762371,54.896733418609614,27.091214796132828
3588,149855778,PASCOE VALE NEAR ANSELM,1290,296054618149,54.92453490659577,27.112232030264817
3264,149838443,ALBERT / RAGLAN,1291,296204456592,54.952333178564494,27.133249264396802
6695,149719479,PRINCES HIGHWAY EAST / LIDDIARD TRARALGON,1292,296354176071,54.980109380138195,27.154266498528795
3742,149716605,KEON / DALTON,1293,296503892676,55.007885048522745,27.17528373266078
6261,149668402,HIGH (CALDER HIGHWAY) / DON (CALDER) / MYRTLE,1294,296653561078,55.035651774208226,27.19630096679277
4205,149644818,MARIBYRNONG / ASCOT VALE,1295,296803205896,55.06341412455163,27.217318200924755
271,149607879,CRANBOURNE / LEE,1296,296952813775,55.091169621911575,27.238335435056747
592,149464232,MANNINGHAM / MACEDON,1297,297102278007,55.11889846964615,27.259352669188736
304,149435616,FRANKSTON-DANDENONG / ABBOTTS,1298,297251713623,55.14662200849381,27.28036990332072
4342,149419899,MALVERN / WAVERLEY / BELGRAVE,1299,297401133522,55.17434263149802,27.30138713745271
5209,149369686,BELLARINE HIGHWAY (ORMOND) / BOUNDARY,1300,297550503208,55.202053938904704,27.322404371584703
579,149303684,BURWOOD HIGHWAY NEAR CROW,1301,297699806892,55.22975300151285,27.34342160571669
2688,149223023,ROBINSONS / CALARCO,1302,297849029915,55.25743709976092,27.364438839848678
3122,149160440,CANTERBURY / STREETANHOPE,1303,297998190355,55.285109587508906,27.385456073980663
4231,149095532,NAPIER / WHITEHALL,1304,298147285887,55.31277003341902,27.40647330811265
794,149087131,MOUNTAIN HIGHWAY NEAR VIOLEN,1305,298296373018,55.340428920761944,27.42749054224464
637,149078117,MT DANDENONG / CIVIC,1306,298445451135,55.3680861358129,27.44850777637663
3920,148832154,ELGAR / BELMORE,1307,298594283289,55.395697719407536,27.469525010508615
5009,148693369,CORIO-WAURN PONDS / SPARKS,1308,298742976658,55.42328355538294,27.490542244640604
3918,148344411,EASTERN FREEWAY / ELGAR,1309,298891321069,55.45080465210188,27.511559478772597
3634,148075190,SOUTH / BLUFF / CUMMINS,1310,299039396259,55.47827580250245,27.532576712904582
1539,148026078,SUNSHINE / GEELONG,1311,299187422337,55.50573784156481,27.55359394703657
1045,147916316,SPENCER NEAR FLINDERS,1312,299335338653,55.53317951740217,27.574611181168557
1477,147895577,THOMPSONS NEAR RAPALLO,1313,299483234230,55.56061734570646,27.595628415300546
5238,147888859,OLD GEELONG / FIAT DEALERSHIP ENT,1314,299631123089,55.58805392767646,27.616645649432535
5068,147835229,CORIO-WAURN(SETTLEMENT / TORQUAY / SURFCOAST,1315,299778958318,55.61548056012152,27.637662883564523
5236,147778105,POINT COOK / DUNNINGS,1316,299926736423,55.642896594829075,27.65868011769651
551,147604131,MT DANDENONG / EASTFIELD,1317,300074340554,55.670280353596816,27.679697351828498
480,147587177,STEPRINCES HIGHWAY EASTNSONS / MILLER,1318,300221927731,55.697660967030856,27.70071458596049
4806,147535103,BRIDGE NEAR YARRA,1319,300369462834,55.725031919611624,27.721731820092476
146,147431883,CANTERBURY / MT DANDENONG,1320,300516894717,55.75238372264988,27.742749054224465
3425,147294163,BARKLY / GREY / INKERMAN,1321,300664188880,55.77970997564945,27.76376628835645
2822,147207067,CHANDLER HIGHWAY / EAST FREEWAY E ON,1322,300811395947,55.807020070457256,27.784783522488443
2834,147200850,CRAIGIEBURN / BRIDGEWATER,1323,300958596797,55.8343290118771,27.80580075662043
4553,147140569,STREET KILDA / ARTHUR / SLATER,1324,301105737366,55.861626769867655,27.826817990752417
4264,147123346,BURWOOD / GLENFERRIE,1325,301252860712,55.888921332619205,27.847835224884403
4000,147070358,MELVILLE / MORELAND,1326,301399931070,55.91620606495069,27.86885245901639
2510,146938741,PHW / MCDONALD,1327,301546869811,55.94346637948199,27.889869693148384
4121,146865203,SYDNEY / O'HEA,1328,301693735014,55.97071305112377,27.91088692728037
359,146825260,BLACKBURN / COLEMAN,1329,301840560274,55.99795231247514,27.93190416141236
5244,146817052,HEATHS / MOSSFIEL,1330,301987377326,56.025190051064975,27.952921395544344
4240,146796220,BARKLY / GORDON,1331,302134173546,56.05242392486824,27.973938629676336
3899,146773389,KOROROIT CREEK / BURNS,1332,302280946935,56.07965356302722,27.994955863808325
2593,146720222,CAROLINE SPRINGS / LAKE,1333,302427667157,56.10687333755777,28.01597309794031
4226,146708696,ST GEORGES NEAR PARK,1334,302574375853,56.13409097376603,28.0369903320723
180,146699361,BURWOOD HIGHWAY / KNOX CITY ENT 4,1335,302721075214,56.16130687812987,28.058007566204285
2883,146697111,WESTGATE FREEWAY / GRIEVE,1336,302867772325,56.18852236507006,28.079024800336278
2041,146650888,DONCASTER NEAR CENTREWAY,1337,303014423213,56.21572927664401,28.100042034468263
3220,146636262,PLENTY / HIGH / DUNDAS / MILLER,1338,303161059475,56.242933474778624,28.121059268600252
3147,146595213,LOWER DANDENONG / WOODLANDS,1339,303307654688,56.2701300574359,28.142076502732237
521,146589784,BELGRAVE-HALLAM / FRAWLEY,1340,303454244472,56.29732563289625,28.16309373686423
3749,146550884,PLENTY / RIVERDALE STREETH,1341,303600795356,56.32451399156526,28.18411097099622
2659,146521261,TAYLORS / CARBINE,1342,303747316617,56.35169685452707,28.205128205128204
3596,146366893,PASCOE VALE NEAR MAIN,1343,303893683510,56.37885107888611,28.226145439260193
4341,146359350,WAVERLEY / CHADSTONE,1344,304040042860,56.406003903855506,28.247162673392186
4172,146254885,GRIMSHAW / WATSONIA / MACORNA,1345,304186297745,56.43313734830797,28.26817990752417
356,146248274,HIGHBURY / BLACKBURN,1346,304332546019,56.460269566276956,28.289197141656157
4840,146248079,GREY NEAR ROBE,1347,304478794098,56.487401748069225,28.310214375788146
4482,146098962,DYNON / KENSINGTON,1348,304624893060,56.51450626543279,28.33123160992013
4890,146072798,POWER / KAVANAGH,1349,304770965858,56.54160592880848,28.352248844052124
327,146007759,DONCASTER / COUNCIL,1350,304916973617,56.56869352604297,28.373266078184113
842,146006232,CANTERBURY NEAR ORCHARD,1351,305062979849,56.59578083998592,28.394283312316098
114,145990624,WHITEHORSE / CHAPEL,1352,305208970473,56.6228652583073,28.415300546448087
873,145926813,WELLINGTON / SILKWOOD / BRAEBURN,1353,305354897286,56.64993783830804,28.43631778058008
215,145919577,NEPEAN / LOCHIEL / STREETATION,1354,305500816863,56.677009075874274,28.457335014712065
4990,145846994,EDGARS / MAIN,1355,305646663857,56.70406684772414,28.478352248844054
