sites,cpm,utilisation,traffic_volume,traffic_share_percent,revenue,cost,profit,roi_percent,break_even_cpm
1500,16,0.75,326143780141,60.50672524185367,3913725361.692,18000000.0,3895725361.692,21642.918676066663,0.0735871767648741
1500,16,1.0,326143780141,60.50672524185367,5218300482.256,18000000.0,5200300482.256,28890.558234755554,0.05519038257365558
2000,2,0.25,387568083095,71.90226196005597,193784041.5475,24000000.0,169784041.5475,707.4335064479168,0.24769841529099454
2000,2,0.5,387568083095,71.90226196005597,387568083.095,24000000.0,363568083.095,1514.8670128958336,0.12384920764549727
2000,2,0.75,387568083095,71.90226196005597,581352124.6425,24000000.0,557352124.6425,2322.3005193437502,0.08256613843033152
2000,2,1.0,387568083095,71.90226196005597,775136166.19,24000000.0,751136166.19,3129.734025791667,0.061924603822748635
2000,4,0.25,387568083095,71.90226196005597,387568083.095,24000000.0,363568083.095,1514.8670128958336,0.24769841529099454
2000,4,0.5,387568083095,71.90226196005597,775136166.19,24000000.0,751136166.19,3129.734025791667,0.12384920764549727
2000,4,0.75,387568083095,71.90226196005597,1162704249.285,24000000.0,1138704249.285,4744.6010386875005,0.08256613843033152
2000,4,1.0,387568083095,71.90226196005597,1550272332.38,24000000.0,1526272332.38,6359.468051583334,0.061924603822748635
2000,8,0.25,387568083095,71.90226196005597,775136166.19,24000000.0,751136166.19,3129.734025791667,0.24769841529099454
2000,8,0.5,387568083095,71.90226196005597,1550272332.38,24000000.0,1526272332.38,6359.468051583334,0.12384920764549727
2000,8,0.75,387568083095,71.90226196005597,2325408498.57,24000000.0,2301408498.57,9589.202077375001,0.08256613843033152
2000,8,1.0,387568083095,71.90226196005597,3100544664.76,24000000.0,3076544664.76,12818.936103166667,0.061924603822748635
2000,12,0.25,387568083095,71.90226196005597,1162704249.285,24000000.0,1138704249.285,4744.6010386875005,0.24769841529099454
2000,12,0.5,387568083095,71.90226196005597,2325408498.57,24000000.0,2301408498.57,9589.202077375001,0.12384920764549727
2000,12,0.75,387568083095,71.90226196005597,3488112747.8550005,24000000.0,3464112747.8550005,14433.803116062501,0.08256613843033152
2000,12,1.0,387568083095,71.90226196005597,4650816997.14,24000000.0,4626816997.14,19278.404154750002,0.061924603822748635
2000,16,0.25,387568083095,71.90226196005597,1550272332.38,24000000.0,1526272332.38,6359.468051583334,0.24769841529099454
2000,16,0.5,387568083095,71.90226196005597,3100544664.76,24000000.0,3076544664.76,12818.936103166667,0.12384920764549727
2000,16,0.75,387568083095,71.90226196005597,4650816997.14,24000000.0,4626816997.14,19278.404154750002,0.08256613843033152
2000,16,1.0,387568083095,71.90226196005597,6201089329.52,24000000.0,6177089329.52,25737.872206333333,0.061924603822748635
2500,2,0.25,438505235661,81.35220545914984,219252617.8305,30000000.0,189252617.8305,630.842059435,0.2736569377994148
2500,2,0.5,438505235661,81.35220545914984,438505235.661,30000000.0,408505235.661,1361.68411887,0.1368284688997074
2500,2,0.75,438505235661,81.35220545914984,657757853.4915,30000000.0,627757853.4915,2092.526178305,0.09121897926647159
2500,2,1.0,438505235661,81.35220545914984,877010471.322,30000000.0,847010471.322,2823.36823774,0.0684142344498537
2500,4,0.25,438505235661,81.35220545914984,438505235.661,30000000.0,408505235.661,1361.68411887,0.2736569377994148
2500,4,0.5,438505235661,81.35220545914984,877010471.322,30000000.0,847010471.322,2823.36823774,0.1368284688997074
2500,4,0.75,438505235661,81.35220545914984,1315515706.983,30000000.0,1285515706.983,4285.05235661,0.09121897926647159
2500,4,1.0,438505235661,81.35220545914984,1754020942.644,30000000.0,1724020942.644,5746.73647548,0.0684142344498537
2500,8,0.25,438505235661,81.35220545914984,877010471.322,30000000.0,847010471.322,2823.36823774,0.2736569377994148
2500,8,0.5,438505235661,81.35220545914984,1754020942.644,30000000.0,1724020942.644,5746.73647548,0.1368284688997074
