count_date,rows,negative_rows
2017-02-03,6540000,143571
2017-02-04,6539712,142924
2017-02-05,6553632,147435
2017-02-06,6538080,158240
2017-02-07,6540576,155759
2017-02-08,6538560,158813
2017-02-09,6534816,154712
2017-02-10,6534528,143848
2017-02-11,6534048,140510
2017-02-12,6556320,141998
2017-02-14,6534240,142565
2017-02-15,6533664,142951
2017-02-16,6537120,147111
2017-02-17,6534720,147684
2017-02-18,6535008,143090
2017-02-19,6548928,143657
2017-02-20,6537216,127731
2017-02-21,6534816,151835
2017-02-22,6543648,150740
2017-02-23,6545760,149818
2017-02-24,6545472,144595
2017-02-25,6546336,142598
2017-02-26,6574560,142743
2017-02-27,6547680,143066
2017-02-28,6544608,146606
2017-03-01,6544896,140005
2017-03-02,6544896,136796
2017-03-03,6546048,141187
2017-03-04,6546720,142601
2017-03-05,6576384,143139
2017-03-06,6544896,142171
2017-03-07,6547776,136429
2017-03-08,6548544,140740
2017-03-09,6545952,142675
2017-03-10,6548640,134659
2017-03-11,6546432,131685
2017-03-12,6577728,135451
2017-03-13,6548640,140281
2017-03-14,6547872,135722
2017-03-15,6547872,261686
2017-03-16,6543360,140861
2017-03-17,6545568,136679
2017-03-18,6546432,137669
2017-03-19,6573984,201164
2017-03-20,6548832,145685
2017-03-21,6546240,144191
2017-03-22,6542304,146425
2017-03-23,6548256,145806
2017-03-24,6549792,149169
2017-03-25,6543648,148963
2017-03-26,6574560,145775
2017-03-27,6546624,155969
2017-03-28,6546240,154485
2017-03-29,6550176,150048
2017-03-30,6549696,148852
2017-03-31,6547776,148496
2017-04-01,6551904,145766
2017-04-02,6554784,144688
2017-04-03,6551520,146958
2017-04-04,6542880,148001
2017-04-05,6548352,148978
2017-04-06,6549408,149393
2017-04-07,6546144,152627
2017-04-08,6546816,198943
2017-04-09,6545760,163717
2017-04-10,6541728,174808
2017-04-11,6547584,163438
2017-04-12,6548160,163407
2017-04-13,6551232,163040
2017-04-14,6551040,165685
2017-04-15,6548448,161309
2017-04-16,6556320,154638
2017-04-17,6549984,160164
2017-04-18,6553728,155595
2017-04-19,6545760,153778
2017-04-20,6553344,159374
2017-04-21,6552288,163579
2017-04-22,6550080,165771
2017-04-23,6552576,160771
2017-04-24,6556608,156660
2017-04-25,6552672,166244
2017-04-26,6548352,163585
2017-04-27,6559392,162084
2017-04-28,6559392,156397
2017-04-29,6559488,157732
2017-04-30,6581856,159697
2017-05-01,6558624,164659
2017-05-02,6560928,172433
2017-05-03,6560448,164163
2017-05-04,6560448,165438
2017-05-05,6559200,160537
2017-05-06,6561600,154562
2017-05-07,6574944,156860
2017-05-08,6557184,161485
2017-05-09,6557376,165581
2017-05-10,6560640,171813
2017-05-11,6563136,175672
2017-05-12,6563328,188950
2017-05-13,6563424,187680
2017-05-14,6592416,178935
2017-05-15,6561024,179380
2017-05-16,6562560,175325
2017-05-17,6562176,171180
2017-05-18,6561408,187965
2017-05-19,6557280,173069
2017-05-20,6554208,167528
2017-05-21,6557088,169677
2017-05-22,6552480,209480
2017-05-23,6561120,173001
2017-05-24,6565728,168660
2017-05-25,6560352,164078
2017-05-26,6565536,162977
2017-05-27,6565632,162247
2017-05-28,6595104,163218
2017-05-29,6565536,162955
2017-05-30,6562272,166207
2017-05-31,6563040,166303
2017-06-01,6560736,166422
2017-06-02,6563040,155931
2017-06-03,6563136,152476
2017-06-04,6595296,154538
2017-06-05,6558816,153007
2017-06-06,6561120,157610
2017-06-07,6563904,156627
2017-06-08,6564672,157406
2017-06-09,6563904,159980
2017-06-10,6564768,157928
2017-06-11,6592320,155502
2017-06-12,6561792,160619
2017-06-13,6566880,157638
2017-06-14,6551712,144082
2017-06-15,6568896,158526
2017-06-16,6568896,175439
2017-06-17,6551712,172724
2017-06-18,6551712,173436
2017-06-19,6556320,177369
2017-06-20,6604224,178763
2017-06-21,6573888,169576
2017-06-22,6568704,172928
2017-06-23,6547680,183215
2017-06-24,6558432,183665
2017-06-25,6558432,181364
2017-06-26,6567360,186824
2017-06-27,6571392,187307
2017-06-28,6569280,187227
2017-06-29,6597120,191917
2017-07-01,6560640,201179
2017-07-02,6560640,198919
2017-07-03,6560640,190183
2017-07-04,6560640,184775
2017-07-05,6560640,182095
2017-07-06,6562944,177711
2017-07-07,6563232,176208
2017-07-08,6563232,176042
2017-07-09,6563232,181591
2017-07-10,6563232,183263
2017-07-11,6578496,185812
2017-07-12,6576096,186645
2017-07-13,6577536,186272
2017-07-14,6574368,189721
2017-07-15,6575520,187513
2017-07-16,6580800,184638
2017-07-17,6578976,186839
2017-07-19,6573792,191910
2017-07-20,6577056,192121
2017-07-21,6576576,181693
2017-07-22,6571008,175867
2017-07-23,6570336,176388
2017-07-24,6583296,181804
2017-07-25,6580224,184232
2017-07-26,6576384,177684
2017-07-27,6577152,175747
2017-07-28,6581760,176159
2017-07-29,6581856,179831
2017-07-30,6610656,177499
2017-07-31,6581376,183661
2017-08-01,6582144,177796
2017-08-02,6566784,179487
2017-08-03,6566784,177893
2017-08-04,6575136,173337
2017-08-05,6582240,176477
2017-08-06,6609120,177743
2017-08-07,6583968,177170
2017-08-08,6583488,172920
2017-08-09,6584160,166529
2017-08-10,6581856,165353
2017-08-11,6584736,168228
2017-08-12,6582144,170096
2017-08-13,6608256,170493
2017-08-14,6585120,171745
2017-08-15,6585120,167438
2017-08-16,6585120,174069
2017-08-17,6585120,168905
2017-08-18,6582816,160115
2017-08-19,6582912,153994
2017-08-20,6608064,154451
2017-08-21,6585504,158517
2017-08-22,6585888,163353
2017-08-23,6583584,163203
2017-08-24,6585120,165959
2017-08-25,6582912,177084
2017-08-26,6581376,168744
2017-08-27,6610848,169744
2017-08-28,6582816,169344
2017-08-29,6582816,164592
2017-08-31,6584832,165020
2017-09-01,6587424,162645
2017-09-02,6572064,157089
2017-09-03,6572064,154766
2017-09-04,6615456,161573
2017-09-05,6586656,159940
2017-09-06,6588672,165674
2017-09-07,6588672,160267
2017-09-08,6590112,161702
2017-09-09,6589920,164043
2017-09-10,6615264,164247
2017-09-11,6590976,166031
2017-09-12,6590592,164866
2017-09-13,6588192,167588
2017-09-14,6589344,166846
2017-09-15,6588096,163329
2017-09-16,6587712,163669
2017-09-17,6614208,158514
2017-09-18,6590112,169298
2017-09-19,6589344,168665
2017-09-20,6590784,174892
2017-09-21,6590112,171546
2017-09-22,6590112,165636
2017-09-23,6590880,172148
2017-09-24,6616704,166088
2017-09-25,6594624,166941
2017-09-26,6596352,170296
2017-09-27,6596352,173590
2017-09-28,6570240,168988
2017-09-29,6594240,170932
2017-09-30,6595008,166045
2017-10-01,6626592,160061
2017-10-02,6592416,169292
2017-10-03,6594720,165952
2017-10-04,6594720,161473
2017-10-05,6593664,157448
2017-10-06,6594720,160608
2017-10-07,6594816,173737
2017-10-08,6617184,169592
2017-10-09,6594528,159431
2017-10-10,6594048,165470
2017-10-11,6593952,165864
2017-10-12,6591456,164274
2017-10-13,6594240,158747
2017-10-14,6594336,174847
2017-10-15,6622944,181441
2017-10-16,6568896,164585
2017-10-17,6571200,167021
2017-10-18,6598752,186264
2017-10-19,6592896,159862
2017-10-20,6595392,158349
2017-10-21,6595104,188540
2017-10-22,6627936,161245
2017-10-23,6595392,162727
2017-10-24,6597696,186569
2017-10-25,6595872,165766
2017-10-26,6596928,160028
2017-10-27,6597696,154637
2017-10-28,6593472,152298
2017-10-29,6621408,156353
2017-10-30,6597696,157799
2017-10-31,6600672,167873
2017-11-01,6600480,157064
2017-11-02,6594912,443436
2017-11-03,6600288,626612
2017-11-04,6587712,148955
2017-11-05,6624288,147383
2017-11-06,6597792,146872
2017-11-07,6602688,147064
2017-11-09,6607008,147840
2017-11-10,6608640,144663
2017-11-11,6608544,139657
2017-11-12,6635712,143651
2017-11-13,6609312,147806
2017-11-14,6610656,157605
2017-11-15,6611424,145505
2017-11-16,6606144,138641
2017-11-17,6612960,138490
2017-11-18,6614208,142893
2017-11-19,6629184,138899
2017-11-20,6615264,140098
2017-11-21,6617568,140707
2017-11-22,6618528,133355
2017-11-23,6621696,141381
2017-11-24,6621696,134626
2017-11-25,6621696,128878
2017-11-26,6634368,129705
2017-11-27,6624000,136024
2017-11-28,6625536,140452
2017-11-29,6630144,143644
2017-11-30,6633792,151207
2017-12-01,6636096,156226
2017-12-02,6636096,159055
2017-12-03,6647328,161209
2017-12-04,6636096,152306
2017-12-05,6637632,150529
2017-12-06,6637632,145217
2017-12-07,6637728,144624
2017-12-08,6639456,143840
2017-12-09,6639456,144189
2017-12-10,6650304,142954
2017-12-11,6639456,139850
2017-12-12,6644544,140439
2017-12-13,6646848,146320
2017-12-14,6648384,143893
2017-12-15,6652992,139151
2017-12-16,6650688,134383
2017-12-17,6650880,139728
2017-12-18,6652416,142256
2017-12-19,6652416,149460
2017-12-20,6655872,134429
2017-12-21,6655872,128105
2017-12-22,6655872,125019
2017-12-23,6655872,117339
2017-12-24,6656064,116063
2017-12-25,6655872,128144
2017-12-26,6655872,124772
2017-12-27,6655872,117542
2017-12-28,6655872,117580
2017-12-29,6655872,115647
2017-12-30,6655872,119097
2017-12-31,6656064,116137
2018-01-01,6655872,127805
2018-01-02,6655872,120326
2018-01-03,6655872,115714
2018-01-04,6655872,113873
2018-01-05,6655872,111567
2018-01-06,6655872,117441
2018-01-07,6656064,116223
2018-01-08,6655872,120461
2018-01-09,6655872,119293
2018-01-10,6655872,120249
2018-01-11,6655872,134807
2018-01-12,6659424,137970
2018-01-13,6659424,140922
2018-01-14,6659616,135787
2018-01-15,6660480,135775
2018-01-16,6659424,154744
2018-01-17,6660192,145330
2018-01-18,6658752,135345
2018-01-19,6658752,135237
2018-01-20,6658752,130761
2018-01-21,6658944,131523
2018-01-22,6658752,129456
2018-01-23,6662400,141695
2018-01-24,6662400,135281
2018-01-25,6664704,135595
2018-01-26,6664704,136405
2018-01-27,6664704,315491
2018-01-28,6664704,181239
2018-01-29,6664704,144624
2018-01-30,6666336,136023
2018-01-31,6666336,136393
2018-02-01,6668064,137383
2018-02-02,6667968,137575
2018-02-03,6667968,136777
2018-02-04,6667968,138384
2018-02-05,6668256,143743
2018-02-06,6669312,141779
2018-02-07,6671232,148494
2018-02-08,6671232,140155
2018-02-09,6671232,137798
2018-02-10,6671232,140548
2018-02-11,6671232,136949
2018-02-12,6676512,138314
2018-02-13,6672672,134446
2018-02-14,6672288,153202
2018-02-15,6672288,139516
2018-02-16,6674592,138245
2018-02-17,6674592,140303
2018-02-18,6674592,138372
2018-02-19,6674592,144638
2018-02-20,6674592,142848
2018-02-21,6674592,144773
2018-02-22,6674592,146094
2018-02-23,6674592,146724
2018-02-24,6674592,147592
2018-02-25,6674592,146683
2018-02-26,6674784,149019
2018-02-27,6676896,154470
2018-02-28,6676896,138651
2018-03-01,6677472,141783
2018-03-02,6677472,137784
2018-03-03,6677472,137102
2018-03-04,6677472,136582
2018-03-05,6679776,140935
2018-03-06,6679776,141072
2018-03-07,6679776,142406
2018-03-08,6682080,153429
2018-03-09,6682080,148964
2018-03-10,6682080,147399
2018-03-11,6682080,145741
2018-03-12,6682080,152775
2018-03-13,6682080,148206
2018-03-14,6677856,144269
2018-03-15,6676512,146625
2018-03-16,6676800,143925
2018-03-17,6676800,143798
2018-03-18,6676800,149494
2018-03-19,6676800,145682
2018-03-20,6676800,156881
2018-03-21,6675840,141193
2018-03-22,6675840,139337
2018-03-23,6676704,142948
2018-03-24,6676704,141769
2018-03-25,6676704,146428
2018-03-26,6676704,143111
2018-03-27,6676704,140811
2018-03-28,6676704,139592
2018-03-29,6678240,137305
2018-03-30,6678240,142181
2018-03-31,6678240,148361
2018-04-01,6678240,142933
2018-04-02,6678240,151469
2018-04-03,6678240,146989
2018-04-04,6678240,145980
2018-04-05,6679392,145294
2018-04-06,6679392,141143
2018-04-07,6676032,141353
2018-04-08,6676032,138732
2018-04-09,6676032,141379
2018-04-10,6676032,145662
2018-04-11,6674496,147100
2018-04-12,6675264,147425
2018-04-13,6677568,150445
2018-04-14,6677568,156522
2018-04-15,6677280,159030
2018-04-16,6679392,149963
2018-04-17,6680448,151651
2018-04-18,6680832,151698
2018-04-19,6680832,156571
2018-04-20,6680832,157894
2018-04-21,6680832,156346
2018-04-22,6680832,149905
2018-04-23,6680832,158184
2018-04-24,6680832,171199
2018-04-25,6680832,153576
2018-04-26,6681504,149035
2018-04-27,6682368,150767
2018-04-28,6681216,152424
2018-04-29,6681216,151977
2018-04-30,6681216,155742
2018-05-01,6679296,159218
2018-05-02,6679200,159260
2018-05-03,6681504,163755
2018-05-04,6681504,374167
2018-05-05,6681504,178025
2018-05-06,6681504,165460
2018-05-07,6681504,168002
2018-05-08,6681504,172508
2018-05-09,6681504,170264
2018-05-10,6681504,167770
2018-05-11,6679872,169109
2018-05-12,6679872,160643
2018-05-13,6679872,159799
2018-05-14,6679872,165625
2018-05-15,6679872,167321
2018-05-16,6680832,167538
2018-05-17,6683136,171009
2018-05-18,6685440,172516
2018-05-19,6685440,167693
2018-05-20,6685440,165081
2018-05-21,6687744,474522
2018-05-22,6687744,202545
2018-05-23,6688032,181795
2018-05-24,6688032,179583
2018-05-25,6688032,176814
2018-05-26,6688032,170294
2018-05-27,6688032,171096
2018-05-28,6688032,177234
2018-05-29,6688032,173040
2018-05-30,6688032,173164
2018-05-31,6688512,171085
2018-06-01,6688512,171560
2018-06-02,6687552,165217
2018-06-03,6687552,167350
2018-06-04,6689088,173883
2018-06-05,6689472,175195
2018-06-06,6689472,173968
2018-06-07,6689472,175976
2018-06-08,6689472,173266
2018-06-09,6689472,167909
2018-06-10,6689472,171594
2018-06-11,6689472,177499
2018-06-12,6690432,174825
2018-06-13,6688512,297084
2018-06-14,6690816,188291
2018-06-15,6693120,181999
2018-06-16,6691488,178642
2018-06-17,6691488,180451
2018-06-18,6691488,184338
2018-06-19,6691488,184823
2018-06-20,6691488,180567
2018-06-21,6691008,178002
2018-06-22,6691008,177881
2018-06-23,6691008,177723
2018-06-24,6691008,174919
2018-06-25,6691104,178806
2018-06-26,6691104,200273
2018-06-27,6691104,174069
2018-06-28,6691104,172877
2018-06-29,6691104,173596
2018-06-30,6691104,175465
2018-07-01,6691104,174572
2018-07-02,6692832,175341
2018-07-03,6692832,173237
2018-07-04,6691584,172604
2018-07-05,6692064,168629
2018-07-06,6692064,165442
2018-07-07,6692064,163669
2018-07-08,6692064,160626
2018-07-09,6692448,160002
2018-07-10,6693120,162655
2018-07-11,6694560,161636
2018-07-12,6696576,161157
2018-07-13,6704352,166206
2018-07-14,6704352,170482
2018-07-15,6704352,170236
2018-07-16,6706560,173608
2018-07-17,6722688,186088
2018-07-18,6733440,195062
2018-07-19,6732960,202435
2018-07-20,6732960,197898
2018-07-21,6732960,199232
2018-07-22,6732960,200655
2018-07-23,6733152,202191
2018-07-24,6734592,199113
2018-07-25,6734592,197553
2018-07-26,6735648,195721
2019-01-01,6789024,201855
2019-01-02,6789024,190647
2019-01-03,6789024,195327
2019-01-04,6789024,203925
2019-01-05,6789024,193261
2019-01-06,6789024,191437
2019-01-07,6789024,196295
2019-01-08,6790080,197868
2019-01-09,6790080,197083
2019-01-10,6790080,236024
2019-01-11,6790080,233830
2019-01-12,6790080,225773
2019-01-13,6790080,224415
2019-01-14,6790080,238824
2019-01-15,6792384,237571
2019-01-16,6790752,224987
2019-01-17,6794592,227771
2019-01-18,6796416,214294
2019-01-19,6796416,208183
2019-01-20,6796416,207012
2019-01-21,6798720,207739
2019-01-22,6798720,210438
2019-01-23,6798720,198138
2019-01-24,6798720,193345
2019-01-25,6796416,228006
2019-01-26,6796416,174632
2019-01-27,6796416,173121
2019-01-28,6796416,183003
2019-01-29,6796608,186790
2019-01-30,6796608,198044
2019-01-31,6798912,192593
2019-02-01,6798912,185931
2019-02-02,6798912,184569
2019-02-03,6798912,184706
2019-02-04,6799680,186409
2019-02-05,6799872,181717
2019-02-06,6800928,184178
2019-02-07,6799008,175278
2019-02-08,6797280,172555
2019-02-09,6797280,170345
2019-02-10,6797280,164409
2019-02-11,6797280,167035
2019-02-12,6797664,168464
2019-02-13,6798240,168643
2019-02-14,6800256,167451
2019-02-15,6803328,167008
2019-02-16,6803328,166877
2019-02-17,6803328,167125
2019-02-19,6803328,174687
2019-02-20,6803328,168292
2019-02-21,6803328,167615
2019-02-22,6804960,171770
2019-02-23,6804960,176107
2019-02-24,6804960,177379
2019-02-25,6806688,182542
2019-02-26,6806976,180033
2019-02-28,6809760,187945
2019-03-01,6810336,188885
2019-03-02,6810336,178118
2019-03-03,6810336,175854
2019-03-04,6810336,177457
2019-03-05,6811680,181351
2019-03-06,6809760,186687
2019-03-07,6812064,180844
2019-03-08,6812064,194858
2019-03-09,6812064,182041
2019-03-10,6812064,182256
2019-03-11,6812064,187833
2019-03-12,6814368,185130
2019-03-13,6814368,183928
2019-03-14,6816672,186455
2019-03-15,6818208,187077
2019-03-16,6818208,191770
2019-03-17,6818976,187975
2019-03-18,6821280,191767
2019-03-19,6820896,189675
2019-03-20,6823680,193522
2019-03-21,6828288,197204
2019-03-22,6832896,211208
2019-03-23,6832896,207225
2019-03-24,6832896,206941
2019-03-25,6832896,206503
2019-03-26,6838752,208586
2019-03-27,6841056,211812
2019-03-28,6839520,206335
2019-03-29,6841824,204609
2019-03-30,6841824,201457
2019-03-31,6841824,196939
2019-04-01,6844128,203668
2019-04-02,6846144,207150
2019-04-03,6848448,199498
2019-04-04,6848448,198831
2019-04-05,6850752,202528
2019-04-06,6850752,201362
2019-04-07,6850752,199311
2019-04-08,6853056,202557
2019-04-09,6853056,200285
2019-04-10,6853056,201696
2019-04-11,6855360,204785
2019-04-13,6857664,203742
2019-04-14,6857664,206449
2019-04-15,6858336,204946
2019-04-16,6860640,200604
2019-04-17,6860640,205044
2019-04-18,6860640,197804
2019-04-19,6860640,202675
2019-04-20,6860640,197298
2019-04-21,6860640,195053
2019-04-22,6860640,202982
2019-04-23,6860640,198748
2019-04-24,6860640,197033
2019-04-25,6860640,200388
2019-04-26,6860640,199767
2019-04-27,6860640,196339
2019-04-28,6860640,194676
2019-04-29,6860640,194073
2019-05-01,6860640,190914
2019-05-02,6862944,190574
2019-05-03,6862944,184520
2019-05-04,6862944,186631
2019-05-05,6862944,185154
2019-05-06,6863040,187413
2019-05-07,6863040,182255
2019-05-08,6863040,179171
2019-05-09,6865344,176576
2019-05-10,6865344,177516
2019-05-11,6865344,180508
2019-05-12,6865344,179008
2019-05-13,6867648,185160
2019-05-14,6867648,188248
2019-05-15,6867648,186453
2019-05-16,6867648,183965
2019-05-17,6867648,184902
2019-05-18,6867648,181854
2019-05-19,6867648,178058
2019-05-20,6867648,184256
2019-05-21,6867936,186275
2019-05-22,6867936,181928
2019-05-24,6875232,183432
2019-05-25,6875232,186064
2019-05-26,6875232,186622
2019-05-27,6877536,188441
2019-05-28,6877920,611676
2019-05-29,6879072,196381
2019-05-30,6879168,190166
2019-05-31,6883200,184359
2019-06-01,6883200,184328
2019-06-02,6883200,181923
2019-06-03,6883200,186930
2019-06-04,6883200,188202
2019-06-05,6883200,186604
2019-06-06,6883200,185099
2019-06-07,6883200,183279
2019-06-08,6883200,187802
2019-06-09,6883200,189748
2019-06-10,6883200,194694
2019-06-11,6883200,191551
2019-06-12,6884544,188641
2019-06-13,6887616,189577
2019-06-14,6889920,185153
2019-06-15,6888480,182409
2019-06-16,6888480,182073
2019-06-17,6888480,182913
2019-06-18,6888672,183280
2019-06-19,6889632,184226
2019-06-20,6892512,190726
2019-06-21,6895872,178478
2019-06-22,6895872,184888
2019-06-23,6895872,181817
2019-06-24,6895872,179350
2019-06-25,6895872,179335
2019-06-26,6898176,176876
2019-06-27,6900672,176545
2019-06-28,6904032,176046
2019-06-29,6904032,178402
2019-06-30,6904032,174244
2019-07-01,6905760,173574
2019-07-02,6905760,172100
2019-07-03,6909408,173418
2019-07-04,6914016,526439
2019-07-05,6914016,174541
2019-07-06,6914016,172564
2019-07-07,6914016,172751
2019-07-08,6914112,177406
2019-07-09,6914976,245209
2019-07-10,6917664,175753
2019-07-11,6921888,172237
2019-07-12,6921888,168775
2019-07-13,6921888,169215
2019-07-14,6921888,168396
2019-07-15,6926496,166474
2019-07-16,6926496,169034
2019-07-17,6925344,169867
2019-07-18,6925440,173682
2019-07-19,6925536,170560
2019-07-20,6925536,164886
2019-07-21,6925536,165405
2019-07-22,9503424,196116
2019-07-23,9504576,264295
2019-07-24,9501408,263058
2019-07-25,9501408,265260
2019-07-26,9501408,261947
2019-07-27,9501408,259768
2019-07-28,9501408,257471
2019-07-29,9501408,258174
2019-07-30,9501888,291840
2019-07-31,9501888,241238
2019-08-01,9501888,241962
2019-08-02,9501888,244132
2019-08-03,9501888,238253
2019-08-04,9501888,242902
2019-08-05,9504192,242313
2019-08-06,9504192,237929
2019-08-07,9504192,233282
2019-08-08,9504192,233038
2019-08-09,9506496,231679
2019-08-10,9506496,227349
2019-08-11,9506496,226901
2019-08-12,9506496,225783
2019-08-13,9504960,224145
2019-08-14,9504960,222649
2019-08-15,9505344,226267
2019-08-16,9505344,222478
2019-08-17,9505344,220583
2019-08-18,9505344,222831
2019-08-19,9505344,222017
2019-08-20,9505344,227228
2019-08-21,9505344,223818
2019-08-22,9505344,227262
2019-08-23,9505344,220942
2019-08-24,9505344,214142
2019-08-25,9505344,211070
2019-08-26,9505536,219332
2019-08-27,9501888,218151
2019-08-28,9504960,220106
2019-08-29,9504960,220650
2019-08-30,9504960,242674
2019-08-31,9504960,214716
2019-09-01,9504960,215052
2019-09-02,9504960,216393
2019-09-03,9504960,452768
2019-09-04,9504960,238464
2019-09-05,9504192,222595
2019-09-06,9504192,218554
2019-09-07,9504192,219050
2019-09-08,9504192,218142
2019-09-09,9504192,223802
2019-09-10,9504192,217038
2019-09-11,9506496,218193
2019-09-12,9506016,216030
2019-09-13,9506016,214678
2019-09-14,9506016,213944
2019-09-15,9506016,216401
2019-09-16,9504096,218716
2019-09-17,9504096,214654
2019-09-18,9504864,218639
2019-09-19,9504864,224479
2019-09-20,9507168,227493
2019-09-21,9505632,234903
2019-09-22,9505632,277938
2019-09-23,9505632,241815
2019-09-24,9505632,246075
2019-09-25,9507936,250275
2019-09-26,9506976,250855
2019-09-27,9506976,234380
2019-09-28,9506976,233115
2019-09-29,9506976,232973
2019-09-30,9506976,234589
2019-10-01,9506208,234612
2019-10-02,9506208,232051
2019-10-04,9510816,234779
2019-10-05,9510816,495189
2019-10-06,9510816,223972
2019-10-07,9510816,236234
2019-10-08,9510816,233129
2019-10-09,9510816,229645
2019-10-10,9510816,229916
2019-10-11,9510816,230075
2019-10-12,9510816,228818
2019-10-13,9510816,228667
2019-10-14,9510816,230339
2019-10-15,9515424,238217
2019-10-16,9515424,241678
2019-10-17,9514272,241535
2019-10-18,9514272,242063
2019-10-19,9514272,239950
2019-10-20,9514272,237127
2019-10-21,9516864,243504
2019-10-22,9519168,251046
2019-10-23,9521472,250894
2019-10-24,9521472,261007
2019-10-25,9521472,258120
2019-10-26,9521472,250525
2019-10-27,9521472,245724
2019-10-28,9521472,248035
2019-10-29,9521472,243144
2019-10-30,9521472,244068
2019-10-31,9521472,241327
2019-11-01,9521856,244281
2019-11-02,9521856,247342
2019-11-03,9521856,244261
2019-11-04,9521856,252212
2019-11-05,9521856,245986
2019-11-06,9524160,242687
2019-11-07,9523392,246852
2019-11-08,9523392,249027
2019-11-09,9523392,245309
2019-11-10,9523392,245212
2019-11-11,9523584,252439
2019-11-12,9523584,253055
2019-11-13,9525888,261530
2019-11-14,9525888,263769
2019-11-15,9525888,258738
2019-11-16,9525888,266285
2019-11-17,9525888,263843
2019-11-18,9525888,258998
2019-11-19,9525888,260309
2019-11-20,9525888,264664
2019-11-21,9530496,321444
2019-11-22,9530496,267137
2019-11-23,9530496,260453
2019-11-24,9530496,256649
2019-11-25,9530496,258985
2019-11-26,9530496,259545
2019-11-27,9530496,255228
2019-11-28,9530496,286897
2019-11-29,9531648,262758
2019-11-30,9531648,255810
2019-12-01,9531648,256617
2019-12-02,9531648,255751
2019-12-03,9535776,256168
2019-12-04,9537600,251753
2019-12-05,9537984,270757
2019-12-06,9540288,248823
2019-12-07,9540288,247419
2019-12-08,9540288,185726
2019-12-09,9544896,254108
2019-12-10,9543264,251388
2019-12-11,9543264,254025
2019-12-13,9543264,247576
2019-12-14,9543264,240748
2019-12-15,9543264,241137
2019-12-16,9543648,242462
2019-12-17,9542112,245505
2019-12-18,9542112,244745
2019-12-19,9542112,232280
2019-12-20,9542112,252384
2019-12-21,9542112,239380
2019-12-22,9542112,229998
2019-12-23,9542112,230404
2019-12-24,9542112,228037
2019-12-25,9542112,240277
2019-12-26,9542112,233144
2019-12-27,9542112,234124
2019-12-28,9542112,232059
2019-12-29,9542112,230269
2019-12-30,9542112,245699
2019-12-31,9542112,256741
2020-01-01,9542112,242303
2020-01-02,9542112,241402
2020-01-03,9542112,247683
2020-01-04,9542112,247486
2020-01-05,9542112,247715
2020-01-06,9542112,251798
2020-01-07,9542112,252242
2020-01-08,9542112,249950
2020-01-09,9542112,248917
2020-01-10,9542976,253929
2020-01-11,9542976,245256
2020-01-12,9542976,246194
2020-01-13,9542976,250006
2020-01-14,9542976,247832
2020-01-15,9541920,252491
2020-01-16,9541920,248038
2020-01-17,9541920,240997
2020-01-18,9541920,238470
2020-01-19,9541920,245141
2020-01-20,9541920,255239
2020-01-21,9543168,253203
2020-01-22,9543168,257749
2020-01-23,9543168,248318
2020-01-24,9545472,238876
2020-01-25,9544416,292995
2020-01-26,9544416,229612
2020-01-27,9544416,235056
2020-01-28,9546720,254473
2020-01-29,9544608,253564
2020-01-30,9546912,267836
2020-01-31,9546912,268817
2020-02-01,9546912,253966
2020-02-02,9546912,251119
2020-02-03,9547776,252562
2020-02-04,9547776,249370
2020-02-05,9547776,249976
2020-02-06,9547776,247674
2020-02-07,9548544,243501
2020-02-08,9548544,243070
2020-02-09,9548544,243082
2020-02-10,9548544,246475
2020-02-11,9550848,252202
2020-02-12,9553152,246602
2020-02-13,9555456,248465
2020-02-14,9555456,265563
2020-02-15,9555456,266415
2020-02-16,9555456,265774
2020-02-17,9555456,274399
2020-02-18,9554304,257728
2020-02-19,9554592,259709
2020-02-20,9559200,271554
2020-02-21,9561504,255035
2020-02-22,9561504,253135
2020-02-23,9561504,258607
2020-02-24,9561504,261665
2020-02-25,9560064,256543
2020-02-26,9562368,255349
2020-02-27,9562368,258464
2020-02-28,9562368,255087
2020-02-29,9562368,256572
2020-03-01,9562368,260593
2020-03-02,9562368,262799
2020-03-03,9562368,266273
2020-03-04,9562368,263733
2020-03-05,9562368,272245
2020-03-06,9560832,267512
2020-03-07,9560832,265225
2020-03-08,9560832,263593
2020-03-09,9560832,268408
2020-03-10,9560832,265402
2020-03-11,9563136,263670
2020-03-12,9561408,260107
2020-03-13,9560928,259636
2020-03-14,9560928,259285
2020-03-15,9560928,259984
2020-03-16,9563232,265057
2020-03-17,9563232,268655
2020-03-18,9563232,263578
2020-03-19,9566496,262036
2020-03-20,9568800,261159
2020-03-21,9568800,262805
2020-03-22,9568800,264794
2020-03-23,9568800,269627
2020-03-24,9568800,272121
2020-03-25,9568992,272019
2020-03-26,9567456,267576
2020-03-27,9567456,267320
2020-03-28,9567456,265569
2020-03-29,9567456,260648
2020-03-30,9569760,265314
2020-03-31,9572064,275909
2020-04-01,9575520,267893
2020-04-02,9580128,271629
2020-04-03,9579360,272065
2020-04-04,9579360,283150
2020-04-05,9580128,290542
2020-04-06,9584736,298520
2020-04-07,9584736,294283
2020-04-08,9584736,286815
2020-04-09,9587040,286898
2020-04-10,9585504,291954
2020-04-11,9585504,293855
2020-04-12,9585504,282206
2020-04-13,9585504,288043
2020-04-14,9585504,282920
2020-04-15,9587808,281141
2020-04-16,9587520,279416
