count_date,rows,negative_rows
2016-06-16,6596640,121304
2016-06-17,6595104,122356
2016-06-18,6596160,124178
2016-06-19,6622464,127198
2016-06-20,6595872,112763
2016-06-21,6594720,146589
2016-06-22,6596832,131133
2016-06-23,6596832,136630
2016-06-24,6593088,136758
2016-06-25,6592704,133083
2016-06-26,6605472,132766
2016-06-27,6591648,133864
2016-06-28,6592128,140619
2016-06-29,6589440,138697
2016-06-30,6581184,137083
2016-07-01,6554304,132560
2016-07-02,6551904,135071
2016-07-03,6559392,137401
2016-07-04,6555168,137263
2016-07-05,6555168,213686
2016-07-06,6553248,138591
2016-07-07,6552192,137918
2016-07-08,6551520,133168
2016-07-09,6552192,126612
2016-07-10,6550368,124831
2016-07-11,6546240,124760
2016-07-12,6548064,130204
2016-07-13,6555840,126998
2016-07-14,6555552,129704
2016-07-15,6557952,123472
2016-07-16,6557088,124309
2016-07-17,6559104,118130
2016-07-18,6554016,119833
2016-07-19,6551520,121297
2016-07-20,6554880,130368
2016-07-21,6549888,126563
2016-07-22,6550560,125912
2016-07-23,6551232,126139
2016-07-24,6579744,126594
2016-07-25,6550656,124497
2016-07-26,6552576,123264
2016-07-27,6552576,117369
2016-07-28,6552576,112928
2016-07-29,6546624,107520
2016-07-30,6544320,110919
2016-07-31,6553248,110061
2016-08-01,6545952,113378
2016-08-02,6546624,110031
2016-08-03,6543840,109850
2016-08-04,6549216,113402
2016-08-05,6549216,111158
2016-08-06,6549504,108018
2016-08-07,6581856,109673
2016-08-08,6549216,116764
2016-08-09,6549792,117850
2016-08-10,6548736,117006
2016-08-11,6548928,115437
2016-08-12,6552000,110688
2016-08-13,6549984,106938
2016-08-14,6579840,108326
2016-08-16,6550848,113055
2016-08-17,6551616,111509
2016-08-18,6547968,107638
2016-08-19,6550272,107462
2016-08-20,6550560,110241
2016-08-21,6580128,111479
2016-08-22,6550272,111236
2016-08-23,6550176,112102
2016-08-24,6548352,115046
2016-08-25,6547296,110630
2016-08-26,6545280,113057
2016-08-27,6545568,112326
2016-08-28,6566880,109070
2016-08-29,6546432,110518
2016-08-30,6545280,105236
2016-08-31,6546048,106221
2016-09-01,6546048,106618
2016-09-02,6547008,103890
2016-09-03,6540288,104515
2016-09-04,6565536,103924
2016-09-05,6539712,108069
2016-09-06,6540000,106539
2016-09-07,6536928,107228
2016-09-08,6536928,108853
2016-09-09,6539712,108597
2016-09-10,6540288,111788
2016-09-11,6570048,110578
2016-09-12,6541152,111380
2016-09-13,6541152,114259
2016-09-14,6541152,117490
2016-09-15,6542496,185188
2016-09-16,6542688,132032
2016-09-17,6542496,136304
2016-09-18,6571968,136822
2016-09-19,6543744,141126
2016-09-20,6544512,234383
2016-09-21,6544512,139007
2016-09-22,6544512,133782
2016-09-23,6544512,126618
2016-09-24,6544800,125067
2016-09-25,6572352,128672
2016-09-26,6544128,133709
2016-09-27,6547008,131207
2016-09-28,6544416,122493
2016-09-29,6540480,116545
2016-09-30,6540000,118353
2016-10-01,6545376,123193
2016-10-02,6553920,112529
2016-10-03,6543456,117345
2016-10-04,6541248,124462
2016-10-05,6540768,134896
2016-10-06,6540576,127213
2016-10-07,6538944,126447
2016-10-08,6538560,129131
2016-10-09,6544992,196167
2016-10-10,6539520,159990
2016-10-11,6538944,134850
2016-10-12,6537024,127727
2016-10-13,6537600,129557
2016-10-14,6542496,129448
2016-10-15,6542784,128709
2016-10-16,6571008,127199
2016-10-17,6542496,127149
2016-10-18,6542688,126378
2016-10-19,6544992,126511
2016-10-20,6545088,121083
2016-10-21,6542016,123848
2016-10-22,6542112,129523
2016-10-23,6571680,129084
2016-10-24,6544320,125554
2016-10-25,6546240,128015
2016-10-26,6545184,128745
2016-10-27,6547296,127786
2016-10-28,6547296,127290
2016-10-29,6545280,127659
2016-10-30,6558528,125926
2016-10-31,6546624,124394
