count_date,scats_site,total_volume
2016-10-22,3060,112695
2016-10-22,3357,112541
2016-10-22,3380,135287
2016-10-22,3386,137275
2016-10-22,3516,112796
2016-10-22,3519,123469
2016-10-22,4415,153332
2016-10-23,414,101918
2016-10-23,415,105356
2016-10-23,416,110275
2016-10-23,849,87632
2016-10-23,855,91181
2016-10-23,1359,102663
2016-10-23,2101,103859
2016-10-23,2404,133659
2016-10-23,2405,114130
2016-10-23,2438,166136
2016-10-23,2487,119573
2016-10-23,2816,79552
2016-10-23,2929,119999
2016-10-23,3060,105044
2016-10-23,3357,108196
2016-10-23,3380,121341
2016-10-23,3386,120590
2016-10-23,3516,95356
2016-10-23,3519,105875
2016-10-23,4415,144271
2016-10-24,414,113348
2016-10-24,415,121576
2016-10-24,416,129333
2016-10-24,849,123072
2016-10-24,855,127622
2016-10-24,1359,124993
2016-10-24,2101,112214
2016-10-24,2404,137961
2016-10-24,2405,120326
2016-10-24,2438,173132
2016-10-24,2487,116984
2016-10-24,2816,105344
2016-10-24,2929,128181
2016-10-24,3060,113242
2016-10-24,3357,132351
2016-10-24,3380,132198
2016-10-24,3386,130318
2016-10-24,3516,119473
2016-10-24,3519,129247
2016-10-24,4415,158264
2016-10-25,414,116134
2016-10-25,415,124103
2016-10-25,416,131596
2016-10-25,849,132508
2016-10-25,855,134543
2016-10-25,1359,128593
2016-10-25,2101,118820
2016-10-25,2404,141270
2016-10-25,2405,123050
2016-10-25,2438,173744
2016-10-25,2487,127549
2016-10-25,2816,108467
2016-10-25,2929,117907
2016-10-25,3060,116014
2016-10-25,3357,133222
2016-10-25,3380,136287
2016-10-25,3386,134424
2016-10-25,3516,122468
2016-10-25,3519,129973
2016-10-25,4415,166403
2016-10-26,414,117248
2016-10-26,415,123426
2016-10-26,416,133622
2016-10-26,849,127038
2016-10-26,855,135863
2016-10-26,1359,127440
2016-10-26,2101,119855
2016-10-26,2404,141925
2016-10-26,2405,124915
2016-10-26,2438,180610
2016-10-26,2487,134318
2016-10-26,2816,108778
2016-10-26,2929,114834
2016-10-26,3060,117547
2016-10-26,3357,127539
2016-10-26,3380,136759
2016-10-26,3386,135189
2016-10-26,3516,122734
2016-10-26,3519,130514
2016-10-26,4415,164973
2016-10-27,414,59916
2016-10-27,415,126623
2016-10-27,416,137498
2016-10-27,849,138477
2016-10-27,855,136368
2016-10-27,1359,133466
2016-10-27,2101,123470
2016-10-27,2404,145812
2016-10-27,2405,126918
2016-10-27,2438,182427
2016-10-27,2487,132145
2016-10-27,2816,112582
2016-10-27,2929,118574
2016-10-27,3060,120261
2016-10-27,3357,132052
2016-10-27,3380,139431
2016-10-27,3386,131605
2016-10-27,3516,129125
2016-10-27,3519,137996
2016-10-27,4415,168643
2016-10-28,414,210
2016-10-28,415,128555
2016-10-28,416,136285
2016-10-28,849,141902
2016-10-28,855,136121
2016-10-28,1359,134228
2016-10-28,2101,125977
2016-10-28,2404,147322
2016-10-28,2405,127285
2016-10-28,2438,180557
2016-10-28,2487,134705
2016-10-28,2816,113716
2016-10-28,2929,137296
2016-10-28,3060,122173
2016-10-28,3357,135379
2016-10-28,3380,144950
2016-10-28,3386,144527
2016-10-28,3516,132342
2016-10-28,3519,142659
2016-10-28,4415,170280
2016-10-29,414,80603
2016-10-29,415,115177
2016-10-29,416,119443
2016-10-29,849,105920
2016-10-29,855,103159
2016-10-29,1359,117602
2016-10-29,2101,112181
2016-10-29,2404,139111
2016-10-29,2405,119457
2016-10-29,2438,153411
2016-10-29,2487,124070
2016-10-29,2816,87312
2016-10-29,2929,111960
2016-10-29,3060,113021
2016-10-29,3357,104888
2016-10-29,3380,131294
2016-10-29,3386,133309
2016-10-29,3516,106496
2016-10-29,3519,122286
2016-10-29,4415,153349
2016-10-30,414,93777
2016-10-30,415,98042
2016-10-30,416,103697
2016-10-30,849,114482
2016-10-30,855,83495
2016-10-30,1359,97753
2016-10-30,2101,95832
2016-10-30,2404,128518
2016-10-30,2405,109782
2016-10-30,2438,152170
2016-10-30,2487,113563
2016-10-30,2816,67760
2016-10-30,2929,97318
2016-10-30,3060,99108
2016-10-30,3357,87497
2016-10-30,3380,112374
2016-10-30,3386,114711
2016-10-30,3516,89437
2016-10-30,3519,100900
2016-10-30,4415,133320
2016-10-31,414,110644
2016-10-31,415,115792
2016-10-31,416,121439
2016-10-31,849,130693
2016-10-31,855,111179
2016-10-31,1359,120004
2016-10-31,2101,105739
2016-10-31,2404,138166
2016-10-31,2405,117324
2016-10-31,2438,173924
2016-10-31,2487,127376
2016-10-31,2816,87774
2016-10-31,2929,105888
2016-10-31,3060,107838
2016-10-31,3357,110363
2016-10-31,3380,122961
2016-10-31,3386,127774
2016-10-31,3516,110759
2016-10-31,3519,123718
2016-10-31,4415,150656
2016-11-01,414,89017
2016-11-01,415,92067
2016-11-01,416,94511
2016-11-01,849,85740
2016-11-01,855,81787
2016-11-01,1359,85721
2016-11-01,2101,85425
2016-11-01,2404,121447
2016-11-01,2405,101235
2016-11-01,2438,156366
2016-11-01,2487,108081
2016-11-01,2816,65872
2016-11-01,2929,92975
2016-11-01,3060,91104
2016-11-01,3357,78884
2016-11-01,3380,92714
2016-11-01,3386,95902
2016-11-01,3516,83853
2016-11-01,3519,96482
2016-11-01,4415,126160
2016-11-02,414,116802
2016-11-02,415,121465
2016-11-02,416,129399
2016-11-02,849,133426
2016-11-02,855,131362
2016-11-02,1359,127393
2016-11-02,2101,114865
2016-11-02,2404,140791
2016-11-02,2405,123633
2016-11-02,2438,176747
2016-11-02,2487,126938
2016-11-02,2816,108008
2016-11-02,2929,105295
2016-11-02,3060,115369
2016-11-02,3357,126218
2016-11-02,3380,131306
2016-11-02,3386,130485
2016-11-02,3516,122302
2016-11-02,3519,132073
2016-11-02,4415,155839
2016-11-03,414,118922
2016-11-03,415,126377
2016-11-03,416,134037
2016-11-03,849,142141
2016-11-03,855,138137
2016-11-03,1359,132484
2016-11-03,2101,120157
2016-11-03,2404,144394
2016-11-03,2405,125418
2016-11-03,2438,163182
2016-11-03,2487,131547
2016-11-03,2816,110739
2016-11-03,2929,123938
2016-11-03,3060,116267
2016-11-03,3357,127423
2016-11-03,3380,136869
2016-11-03,3386,136404
2016-11-03,3516,127479
2016-11-03,3519,136977
2016-11-03,4415,168043
2016-11-04,414,120604
2016-11-04,415,127321
2016-11-04,416,136658
2016-11-04,849,160511
2016-11-04,855,139946
2016-11-04,1359,133709
2016-11-04,2101,125151
2016-11-04,2404,145252
2016-11-04,2405,126067
2016-11-04,2438,158668
2016-11-04,2487,136469
2016-11-04,2816,112748
2016-11-04,2929,119668
2016-11-04,3060,122882
2016-11-04,3357,132271
2016-11-04,3380,143120
2016-11-04,3386,143098
2016-11-04,3516,129626
2016-11-04,3519,140631
2016-11-04,4415,168302
2016-11-05,414,112787
2016-11-05,415,114810
2016-11-05,416,126522
2016-11-05,849,145614
2016-11-05,855,113848
2016-11-05,1359,119944
2016-11-05,2101,113494
2016-11-05,2404,139261
2016-11-05,2405,120863
2016-11-05,2438,175201
2016-11-05,2487,127562
2016-11-05,2816,97774
2016-11-05,2929,107599
2016-11-05,3060,113920
2016-11-05,3357,111701
2016-11-05,3380,125983
2016-11-05,3386,133345
2016-11-05,3516,112866
2016-11-05,3519,124707
2016-11-05,4415,156129
2016-11-06,414,100820
2016-11-06,415,103944
2016-11-06,416,102324
2016-11-06,849,110661
2016-11-06,855,96303
2016-11-06,1359,104469
2016-11-06,2101,102356
2016-11-06,2404,131356
2016-11-06,2405,112147
2016-11-06,2438,149953
2016-11-06,2487,115371
2016-11-06,2816,80969
2016-11-06,2929,96315
2016-11-06,3060,102529
2016-11-06,3357,95334
2016-11-06,3380,108707
2016-11-06,3386,120845
2016-11-06,3516,97611
2016-11-06,3519,107018
2016-11-06,4415,143562
2016-11-07,414,114045
2016-11-07,415,117229
2016-11-07,416,128615
2016-11-07,849,137524
2016-11-07,855,133460
2016-11-07,1359,124391
2016-11-07,2101,112517
2016-11-07,2404,138847
2016-11-07,2405,121358
2016-11-07,2438,170729
2016-11-07,2487,127260
2016-11-07,2816,103316
2016-11-07,2929,105258
2016-11-07,3060,111822
2016-11-07,3357,122041
2016-11-07,3380,117161
2016-11-07,3386,128984
2016-11-07,3516,118744
2016-11-07,3519,126820
2016-11-07,4415,160060
2016-11-08,414,118398
2016-11-08,415,125036
2016-11-08,416,133155
2016-11-08,849,139665
2016-11-08,855,138640
2016-11-08,1359,130058
2016-11-08,2101,117870
2016-11-08,2404,139880
2016-11-08,2405,122388
2016-11-08,2438,161648
2016-11-08,2487,129037
2016-11-08,2816,109472
2016-11-08,2929,109822
2016-11-08,3060,115977
2016-11-08,3357,128261
2016-11-08,3380,122140
2016-11-08,3386,134516
2016-11-08,3516,123969
2016-11-08,3519,132012
2016-11-08,4415,163309
2016-11-09,414,118716
2016-11-09,415,124008
2016-11-09,416,133190
2016-11-09,849,145423
2016-11-09,855,140555
2016-11-09,1359,129005
2016-11-09,2101,119334
2016-11-09,2404,143240
2016-11-09,2405,125740
2016-11-09,2438,173664
2016-11-09,2487,131094
2016-11-09,2816,109494
2016-11-09,2929,120245
2016-11-09,3060,117728
2016-11-09,3357,131978
2016-11-09,3380,123462
2016-11-09,3386,134458
2016-11-09,3516,126621
2016-11-09,3519,134918
2016-11-09,4415,164731
2016-11-10,414,121711
2016-11-10,415,127962
2016-11-10,416,134779
2016-11-10,849,144497
2016-11-10,855,141945
2016-11-10,1359,133625
2016-11-10,2101,123338
2016-11-10,2404,145727
2016-11-10,2405,127528
2016-11-10,2438,171071
2016-11-10,2487,130923
2016-11-10,2816,113294
2016-11-10,2929,120049
2016-11-10,3060,118654
2016-11-10,3357,139203
2016-11-10,3380,128595
2016-11-10,3386,138252
2016-11-10,3516,127812
2016-11-10,3519,136886
2016-11-10,4415,169052
2016-11-11,414,122858
2016-11-11,415,129192
2016-11-11,416,137339
2016-11-11,849,143858
2016-11-11,855,143819
2016-11-11,1359,135276
2016-11-11,2101,127836
2016-11-11,2404,148536
2016-11-11,2405,129790
2016-11-11,2438,159558
2016-11-11,2487,134144
2016-11-11,2816,115650
2016-11-11,2929,132387
2016-11-11,3060,123213
2016-11-11,3357,135885
2016-11-11,3380,131919
2016-11-11,3386,144316
2016-11-11,3516,134284
2016-11-11,3519,146369
2016-11-11,4415,171211
2016-11-12,414,125453
2016-11-12,415,123737
2016-11-12,416,131077
2016-11-12,849,126804
2016-11-12,855,118862
2016-11-12,1359,122657
2016-11-12,2101,119391
2016-11-12,2404,142238
2016-11-12,2405,124213
2016-11-12,2438,172011
2016-11-12,2487,130684
2016-11-12,2816,98551
2016-11-12,2929,114371
2016-11-12,3060,118251
2016-11-12,3357,111290
2016-11-12,3380,128214
2016-11-12,3386,140267
2016-11-12,3516,117336
2016-11-12,3519,129277
2016-11-12,4415,162641
2016-11-13,414,110700
2016-11-13,415,109160
2016-11-13,416,114671
2016-11-13,849,106100
2016-11-13,855,96249
2016-11-13,1359,103099
2016-11-13,2101,103311
2016-11-13,2404,130959
2016-11-13,2405,112446
2016-11-13,2438,163925
2016-11-13,2487,114962
2016-11-13,2816,78230
2016-11-13,2929,103389
2016-11-13,3060,102438
2016-11-13,3357,92523
2016-11-13,3380,108213
2016-11-13,3386,118530
2016-11-13,3516,98151
2016-11-13,3519,112078
2016-11-13,4415,145276
2016-11-14,414,114261
2016-11-14,415,122923
2016-11-14,416,132312
2016-11-14,849,139642
2016-11-14,855,136678
2016-11-14,1359,123539
2016-11-14,2101,113409
2016-11-14,2404,138712
2016-11-14,2405,121532
2016-11-14,2438,174871
2016-11-14,2487,130152
2016-11-14,2816,103580
2016-11-14,2929,115754
2016-11-14,3060,118412
2016-11-14,3357,121313
2016-11-14,3380,117225
2016-11-14,3386,130069
2016-11-14,3516,123522
2016-11-14,3519,131327
2016-11-14,4415,157354
2016-11-15,414,118274
2016-11-15,415,125225
2016-11-15,416,132309
2016-11-15,849,130654
2016-11-15,855,137475
2016-11-15,1359,125608
2016-11-15,2101,117602
2016-11-15,2404,140620
2016-11-15,2405,123768
2016-11-15,2438,170737
2016-11-15,2487,131773
2016-11-15,2816,105849
2016-11-15,2929,112519
2016-11-15,3060,117054
2016-11-15,3357,125746
2016-11-15,3380,122530
2016-11-15,3386,133306
2016-11-15,3516,125753
2016-11-15,3519,133175
2016-11-15,4415,162493
2016-11-16,414,120815
2016-11-16,415,125316
2016-11-16,416,134630
2016-11-16,849,133997
2016-11-16,855,141529
2016-11-16,1359,130752
2016-11-16,2101,121786
2016-11-16,2404,145164
2016-11-16,2405,127357
2016-11-16,2438,162515
2016-11-16,2487,135771
2016-11-16,2816,111298
2016-11-16,2929,114857
2016-11-16,3060,118996
2016-11-16,3357,130554
2016-11-16,3380,127049
2016-11-16,3386,138645
2016-11-16,3516,128503
2016-11-16,3519,135793
2016-11-16,4415,165650
2016-11-17,414,118175
2016-11-17,415,126802
2016-11-17,416,135921
2016-11-17,849,145909
2016-11-17,855,142358
2016-11-17,1359,134054
2016-11-17,2101,123054
2016-11-17,2404,146584
2016-11-17,2405,128498
2016-11-17,2438,152045
2016-11-17,2487,136836
2016-11-17,2816,114618
2016-11-17,2929,118921
2016-11-17,3060,120623
2016-11-17,3357,132957
2016-11-17,3380,140721
2016-11-17,3386,142277
2016-11-17,3516,131520
2016-11-17,3519,140451
2016-11-17,4415,165884
2016-11-18,414,123945
2016-11-18,415,129482
2016-11-18,416,138276
2016-11-18,849,140761
2016-11-18,855,143557
2016-11-18,1359,135109
2016-11-18,2101,127118
2016-11-18,2404,149985
2016-11-18,2405,131152
2016-11-18,2438,185549
2016-11-18,2487,141184
2016-11-18,2816,117547
2016-11-18,2929,123864
2016-11-18,3060,123696
2016-11-18,3357,136564
2016-11-18,3380,149098
2016-11-18,3386,143752
2016-11-18,3516,133676
2016-11-18,3519,143938
2016-11-18,4415,170920
2016-11-19,414,116200
2016-11-19,415,119618
2016-11-19,416,126671
2016-11-19,849,126053
2016-11-19,855,122349
2016-11-19,1359,125620
2016-11-19,2101,121297
2016-11-19,2404,144380
2016-11-19,2405,125303
2016-11-19,2438,157366
2016-11-19,2487,131945
2016-11-19,2816,104830
2016-11-19,2929,109819
2016-11-19,3060,119283
2016-11-19,3357,118713
2016-11-19,3380,145080
2016-11-19,3386,142616
2016-11-19,3516,119877
2016-11-19,3519,131052
2016-11-19,4415,159980
2016-11-20,414,103677
2016-11-20,415,109547
2016-11-20,416,114352
2016-11-20,849,95400
2016-11-20,855,103815
2016-11-20,1359,107705
2016-11-20,2101,110220
2016-11-20,2404,136661
2016-11-20,2405,120482
2016-11-20,2438,140071
2016-11-20,2487,120217
2016-11-20,2816,87617
2016-11-20,2929,110353
2016-11-20,3060,106847
2016-11-20,3357,117711
2016-11-20,3380,127382
2016-11-20,3386,125773
2016-11-20,3516,99086
2016-11-20,3519,112664
2016-11-20,4415,147506
2016-11-21,414,111383
2016-11-21,415,118158
2016-11-21,416,129852
2016-11-21,849,136851
2016-11-21,855,141928
2016-11-21,1359,123583
2016-11-21,2101,112182
2016-11-21,2404,138164
2016-11-21,2405,120899
2016-11-21,2438,144962
2016-11-21,2487,125101
2016-11-21,2816,105595
2016-11-21,2929,105438
2016-11-21,3060,113340
2016-11-21,3357,130010
2016-11-21,3380,132002
2016-11-21,3386,129947
2016-11-21,3516,119398
2016-11-21,3519,128968
2016-11-21,4415,155261
2016-11-22,414,119438
2016-11-22,415,123728
2016-11-22,416,132683
2016-11-22,849,119136
2016-11-22,855,145182
2016-11-22,1359,126676
2016-11-22,2101,118253
2016-11-22,2404,136618
2016-11-22,2405,118823
2016-11-22,2438,178268
2016-11-22,2487,130490
2016-11-22,2816,107400
2016-11-22,2929,115650
2016-11-22,3060,121162
2016-11-22,3357,124748
2016-11-22,3380,132587
2016-11-22,3386,130182
2016-11-22,3516,124403
2016-11-22,3519,131021
2016-11-22,4415,165289
2016-11-23,414,122851
2016-11-23,415,126862
2016-11-23,416,134930
2016-11-23,849,138830
2016-11-23,855,147356
2016-11-23,1359,130616
2016-11-23,2101,119615
2016-11-23,2404,142871
2016-11-23,2405,125230
2016-11-23,2438,181260
2016-11-23,2487,133884
2016-11-23,2816,110362
2016-11-23,2929,125012
2016-11-23,3060,121755
2016-11-23,3357,133117
2016-11-23,3380,140475
2016-11-23,3386,137307
2016-11-23,3516,129215
2016-11-23,3519,137535
2016-11-23,4415,166228
2016-11-24,414,123224
2016-11-24,415,129869
2016-11-24,416,137858
2016-11-24,849,139274
2016-11-24,855,148856
2016-11-24,1359,133484
2016-11-24,2101,125842
2016-11-24,2404,145499
2016-11-24,2405,125937
2016-11-24,2438,181891
2016-11-24,2487,134657
2016-11-24,2816,112385
2016-11-24,2929,122468
2016-11-24,3060,123451
2016-11-24,3357,131375
2016-11-24,3380,142050
2016-11-24,3386,137228
2016-11-24,3516,130192
2016-11-24,3519,139147
2016-11-24,4415,172171
2016-11-25,414,120589
2016-11-25,415,132481
2016-11-25,416,140545
2016-11-25,849,142862
2016-11-25,855,151228
2016-11-25,1359,135855
2016-11-25,2101,127933
2016-11-25,2404,146855
2016-11-25,2405,127789
2016-11-25,2438,185659
2016-11-25,2487,133055
2016-11-25,2816,116620
2016-11-25,2929,119444
2016-11-25,3060,123390
2016-11-25,3357,137166
2016-11-25,3380,146761
2016-11-25,3386,144244
2016-11-25,3516,132642
2016-11-25,3519,140774
2016-11-25,4415,174566
2016-11-26,414,114196
2016-11-26,415,125868
2016-11-26,416,131253
2016-11-26,849,119894
2016-11-26,855,130157
2016-11-26,1359,127488
2016-11-26,2101,119370
2016-11-26,2404,143714
2016-11-26,2405,125133
2016-11-26,2438,176419
2016-11-26,2487,126239
2016-11-26,2816,104442
2016-11-26,2929,109229
2016-11-26,3060,118712
2016-11-26,3357,115277
2016-11-26,3380,145639
2016-11-26,3386,142363
2016-11-26,3516,116376
2016-11-26,3519,127376
2016-11-26,4415,160947
2016-11-27,414,107174
2016-11-27,415,115416
2016-11-27,416,121358
2016-11-27,849,96932
2016-11-27,855,106348
2016-11-27,1359,107347
2016-11-27,2101,107559
2016-11-27,2404,140756
2016-11-27,2405,121320
2016-11-27,2438,171302
2016-11-27,2487,116169
2016-11-27,2816,84345
2016-11-27,2929,116146
2016-11-27,3060,106386
2016-11-27,3357,100183
2016-11-27,3380,129373
2016-11-27,3386,128703
2016-11-27,3516,99871
2016-11-27,3519,109863
2016-11-27,4415,149766
2016-11-28,414,114846
2016-11-28,415,124008
2016-11-28,416,131336
2016-11-28,849,131663
2016-11-28,855,140972
2016-11-28,1359,123560
2016-11-28,2101,114778
2016-11-28,2404,137090
2016-11-28,2405,119144
2016-11-28,2438,158509
2016-11-28,2487,125087
2016-11-28,2816,109427
2016-11-28,2929,120726
2016-11-28,3060,114026
2016-11-28,3357,126415
2016-11-28,3380,133124
2016-11-28,3386,132072
2016-11-28,3516,122956
2016-11-28,3519,129864
2016-11-28,4415,162604
2016-11-29,414,112291
2016-11-29,415,125420
2016-11-29,416,132783
2016-11-29,849,143770
2016-11-29,855,146071
2016-11-29,1359,128913
2016-11-29,2101,118876
2016-11-29,2404,141749
2016-11-29,2405,124432
2016-11-29,2438,156942
2016-11-29,2487,132321
2016-11-29,2816,110533
2016-11-29,2929,119359
2016-11-29,3060,117375
2016-11-29,3357,129244
2016-11-29,3380,138048
2016-11-29,3386,134116
2016-11-29,3516,126392
2016-11-29,3519,132873
2016-11-29,4415,163825
2016-11-30,414,102289
2016-11-30,415,122672
2016-11-30,416,130216
2016-11-30,849,137276
2016-11-30,855,146850
2016-11-30,1359,129355
2016-11-30,2101,121638
2016-11-30,2404,145171
2016-11-30,2405,127405
2016-11-30,2438,182666
2016-11-30,2487,136065
2016-11-30,2816,113228
2016-11-30,2929,116837
2016-11-30,3060,119117
2016-11-30,3357,130152
2016-11-30,3380,142099
2016-11-30,3386,134881
2016-11-30,3516,125498
2016-11-30,3519,130512
2016-11-30,4415,169201
2016-12-01,414,113736
2016-12-01,415,127245
2016-12-01,416,135587
2016-12-01,849,141445
2016-12-01,855,148697
2016-12-01,1359,129318
2016-12-01,2101,123106
2016-12-01,2404,144991
2016-12-01,2405,126632
2016-12-01,2438,159304
2016-12-01,2487,136590
2016-12-01,2816,113891
2016-12-01,2929,120804
2016-12-01,3060,118557
2016-12-01,3357,131402
2016-12-01,3380,142804
2016-12-01,3386,138976
2016-12-01,3516,127931
2016-12-01,3519,137402
2016-12-01,4415,168194
2016-12-02,414,114369
2016-12-02,415,127431
2016-12-02,416,135129
2016-12-02,849,147264
2016-12-02,855,150649
2016-12-02,1359,136137
2016-12-02,2101,128356
2016-12-02,2404,149325
2016-12-02,2405,129863
2016-12-02,2438,163354
2016-12-02,2487,140124
2016-12-02,2816,119516
2016-12-02,2929,122545
2016-12-02,3060,123423
2016-12-02,3357,137800
2016-12-02,3380,150476
2016-12-02,3386,146529
2016-12-02,3516,128751
2016-12-02,3519,142579
2016-12-02,4415,170684
2016-12-03,414,117733
2016-12-03,415,119360
2016-12-03,416,127005
2016-12-03,849,129903
2016-12-03,855,129054
2016-12-03,1359,123143
2016-12-03,2101,120130
2016-12-03,2404,141228
2016-12-03,2405,121808
2016-12-03,2438,156235
2016-12-03,2487,133235
2016-12-03,2816,103743
2016-12-03,2929,107370
2016-12-03,3060,117975
2016-12-03,3357,117535
2016-12-03,3380,148930
2016-12-03,3386,144043
2016-12-03,3516,117564
2016-12-03,3519,129232
2016-12-03,4415,158363
2016-12-04,414,100834
2016-12-04,415,104724
2016-12-04,416,112175
2016-12-04,849,99514
2016-12-04,855,106721
2016-12-04,1359,107671
2016-12-04,2101,106346
2016-12-04,2404,136939
2016-12-04,2405,118423
2016-12-04,2438,143182
2016-12-04,2487,121509
2016-12-04,2816,85519
2016-12-04,2929,101452
2016-12-04,3060,104680
2016-12-04,3357,100976
2016-12-04,3380,126961
2016-12-04,3386,123187
2016-12-04,3516,97025
2016-12-04,3519,109164
2016-12-04,4415,143336
2016-12-05,414,115189
2016-12-05,415,121224
2016-12-05,416,130553
2016-12-05,849,137309
2016-12-05,855,142545
2016-12-05,1359,128036
2016-12-05,2101,112809
2016-12-05,2404,140338
2016-12-05,2405,122146
2016-12-05,2438,163355
2016-12-05,2487,130273
2016-12-05,2816,109048
2016-12-05,2929,107766
2016-12-05,3060,114688
2016-12-05,3357,127168
2016-12-05,3380,133785
2016-12-05,3386,132308
2016-12-05,3516,122456
2016-12-05,3519,132412
2016-12-05,4415,157287
2016-12-06,414,118001
2016-12-06,415,126676
2016-12-06,416,133746
2016-12-06,849,142742
2016-12-06,855,146313
2016-12-06,1359,126686
2016-12-06,2101,119601
2016-12-06,2404,142398
2016-12-06,2405,125414
2016-12-06,2438,162443
2016-12-06,2487,134429
2016-12-06,2816,111697
2016-12-06,2929,112237
2016-12-06,3060,117474
2016-12-06,3357,128066
2016-12-06,3380,141564
2016-12-06,3386,137588
2016-12-06,3516,125737
2016-12-06,3519,134873
2016-12-06,4415,163759
2016-12-07,414,115101
2016-12-07,415,123443
2016-12-07,416,131389
2016-12-07,849,136547
2016-12-07,855,151023
2016-12-07,1359,132733
2016-12-07,2101,123390
2016-12-07,2404,145539
2016-12-07,2405,127682
2016-12-07,2438,154432
2016-12-07,2487,134438
2016-12-07,2816,114441
2016-12-07,2929,115476
2016-12-07,3060,120028
2016-12-07,3357,136569
2016-12-07,3380,142080
2016-12-07,3386,137242
2016-12-07,3516,128627
2016-12-07,3519,139260
2016-12-07,4415,165704
2016-12-08,414,120474
2016-12-08,415,125628
2016-12-08,416,132239
2016-12-08,849,143661
2016-12-08,855,149662
2016-12-08,1359,128236
2016-12-08,2101,126608
2016-12-08,2404,144850
2016-12-08,2405,128029
2016-12-08,2438,182146
2016-12-08,2487,133246
2016-12-08,2816,114979
2016-12-08,2929,110800
2016-12-08,3060,122013
2016-12-08,3357,138851
2016-12-08,3380,139869
2016-12-08,3386,138581
2016-12-08,3516,129049
2016-12-08,3519,139975
2016-12-08,4415,170097
2016-12-09,414,121986
2016-12-09,415,127898
2016-12-09,416,134834
2016-12-09,849,144565
2016-12-09,855,151821
2016-12-09,1359,131552
2016-12-09,2101,129635
2016-12-09,2404,145477
2016-12-09,2405,127356
2016-12-09,2438,183985
2016-12-09,2487,132157
2016-12-09,2816,118592
2016-12-09,2929,116356
2016-12-09,3060,124125
2016-12-09,3357,152141
2016-12-09,3380,147980
2016-12-09,3386,146602
2016-12-09,3516,134638
2016-12-09,3519,144964
2016-12-09,4415,172330
2016-12-10,414,116367
2016-12-10,415,121991
2016-12-10,416,128414
2016-12-10,849,110018
2016-12-10,855,125117
2016-12-10,1359,123408
2016-12-10,2101,120001
2016-12-10,2404,147445
2016-12-10,2405,128914
2016-12-10,2438,167298
2016-12-10,2487,131272
2016-12-10,2816,104205
2016-12-10,2929,111263
2016-12-10,3060,120117
2016-12-10,3357,126113
2016-12-10,3380,147994
2016-12-10,3386,144199
2016-12-10,3516,118451
2016-12-10,3519,132220
2016-12-10,4415,159440
2016-12-11,414,107716
2016-12-11,415,112197
2016-12-11,416,116808
2016-12-11,849,100703
2016-12-11,855,109357
2016-12-11,1359,106898
2016-12-11,2101,109574
2016-12-11,2404,138841
2016-12-11,2405,119058
2016-12-11,2438,152096
2016-12-11,2487,119289
2016-12-11,2816,85151
2016-12-11,2929,104463
2016-12-11,3060,109378
2016-12-11,3357,101124
2016-12-11,3380,130942
2016-12-11,3386,127973
2016-12-11,3516,104862
2016-12-11,3519,118807
2016-12-11,4415,153947
2016-12-12,414,115014
2016-12-12,415,124377
2016-12-12,416,131071
2016-12-12,849,132994
2016-12-12,855,148592
2016-12-12,1359,127674
2016-12-12,2101,117188
2016-12-12,2404,142255
2016-12-12,2405,122030
2016-12-12,2438,144834
2016-12-12,2487,128619
2016-12-12,2816,111036
2016-12-12,2929,107308
2016-12-12,3060,111080
2016-12-12,3357,132699
2016-12-12,3380,138520
2016-12-12,3386,135919
2016-12-12,3516,123368
2016-12-12,3519,135063
2016-12-12,4415,159818
2016-12-13,414,111831
2016-12-13,415,125499
2016-12-13,416,132794
2016-12-13,849,131577
2016-12-13,855,150703
2016-12-13,1359,131420
2016-12-13,2101,121560
2016-12-13,2404,144346
2016-12-13,2405,123534
2016-12-13,2438,142962
2016-12-13,2487,132973
2016-12-13,2816,112518
2016-12-13,2929,110913
2016-12-13,3060,119074
2016-12-13,3357,130404
2016-12-13,3380,139818
2016-12-13,3386,136704
2016-12-13,3516,126293
2016-12-13,3519,137740
2016-12-13,4415,161540
2016-12-14,414,106880
2016-12-14,415,118721
2016-12-14,416,126346
2016-12-14,849,136495
2016-12-14,855,143519
2016-12-14,1359,125016
2016-12-14,2101,125011
2016-12-14,2404,146445
2016-12-14,2405,125334
2016-12-14,2438,172967
2016-12-14,2487,131089
2016-12-14,2816,110203
2016-12-14,2929,115672
2016-12-14,3060,119468
2016-12-14,3357,145373
2016-12-14,3380,139169
2016-12-14,3386,138019
2016-12-14,3516,130727
2016-12-14,3519,138546
2016-12-14,4415,167863
2016-12-15,414,112304
2016-12-15,415,128799
2016-12-15,416,123441
2016-12-15,849,149892
2016-12-15,855,154128
2016-12-15,1359,134493
2016-12-15,2101,126233
2016-12-15,2404,150212
2016-12-15,2405,127183
2016-12-15,2438,166625
2016-12-15,2487,140127
2016-12-15,2816,116801
2016-12-15,2929,126170
2016-12-15,3060,123567
2016-12-15,3357,161744
2016-12-15,3380,148570
2016-12-15,3386,143371
2016-12-15,3516,130977
2016-12-15,3519,133121
2016-12-15,4415,169144
2016-12-16,414,113682
2016-12-16,415,128370
2016-12-16,416,133665
2016-12-16,849,135085
2016-12-16,855,153343
2016-12-16,1359,132257
2016-12-16,2101,128675
2016-12-16,2404,154767
2016-12-16,2405,131723
2016-12-16,2438,171725
