count_date,scats_site,total_volume
2014-06-04,2929,104494
2014-06-04,3060,113327
2014-06-04,3357,111841
2014-06-04,3380,130303
2014-06-04,3386,128040
2014-06-04,3516,113240
2014-06-04,3519,123021
2014-06-04,4415,159808
2014-06-05,414,115384
2014-06-05,415,113206
2014-06-05,416,129492
2014-06-05,849,93430
2014-06-05,855,128037
2014-06-05,1359,124729
2014-06-05,2101,117010
2014-06-05,2404,154752
2014-06-05,2405,122162
2014-06-05,2438,112957
2014-06-05,2487,128830
2014-06-05,2816,117461
2014-06-05,2929,109672
2014-06-05,3060,117166
2014-06-05,3357,117165
2014-06-05,3380,132158
2014-06-05,3386,130281
2014-06-05,3516,116345
2014-06-05,3519,128587
2014-06-05,4415,161852
2014-06-06,414,117745
2014-06-06,415,116514
2014-06-06,416,132333
2014-06-06,849,91899
2014-06-06,855,127412
2014-06-06,1359,126437
2014-06-06,2101,120279
2014-06-06,2404,151632
2014-06-06,2405,123770
2014-06-06,2438,116448
2014-06-06,2487,132662
2014-06-06,2816,117521
2014-06-06,2929,114494
2014-06-06,3060,119893
2014-06-06,3357,120107
2014-06-06,3380,133704
2014-06-06,3386,134419
2014-06-06,3516,117588
2014-06-06,3519,129778
2014-06-06,4415,165519
2014-06-07,414,101079
2014-06-07,415,95355
2014-06-07,416,108329
2014-06-07,849,73744
2014-06-07,855,93421
2014-06-07,1359,101028
2014-06-07,2101,103272
2014-06-07,2404,141957
2014-06-07,2405,114118
2014-06-07,2438,101241
2014-06-07,2487,120117
2014-06-07,2816,85716
2014-06-07,2929,103754
2014-06-07,3060,108570
2014-06-07,3357,86208
2014-06-07,3380,114485
2014-06-07,3386,117012
2014-06-07,3516,95649
2014-06-07,3519,109144
2014-06-07,4415,140837
2014-06-08,414,94932
2014-06-08,415,91371
2014-06-08,416,103256
2014-06-08,849,71974
2014-06-08,855,82715
2014-06-08,1359,86252
2014-06-08,2101,95379
2014-06-08,2404,137395
2014-06-08,2405,109393
2014-06-08,2438,93510
2014-06-08,2487,110926
2014-06-08,2816,73670
2014-06-08,2929,102563
2014-06-08,3060,97865
2014-06-08,3357,74456
2014-06-08,3380,99147
2014-06-08,3386,109976
2014-06-08,3516,80382
2014-06-08,3519,91660
2014-06-08,4415,132032
2014-06-09,414,86703
2014-06-09,415,82056
2014-06-09,416,93011
2014-06-09,849,59772
2014-06-09,855,78089
2014-06-09,1359,82355
2014-06-09,2101,82613
2014-06-09,2404,122766
2014-06-09,2405,99535
2014-06-09,2438,83960
2014-06-09,2487,100731
2014-06-09,2816,70708
2014-06-09,2929,84342
2014-06-09,3060,87796
2014-06-09,3357,72721
2014-06-09,3380,91177
2014-06-09,3386,91538
2014-06-09,3516,78414
2014-06-09,3519,87903
2014-06-09,4415,121616
2014-06-10,414,110170
2014-06-10,415,111893
2014-06-10,416,124122
2014-06-10,849,98777
2014-06-10,855,123068
2014-06-10,1359,120791
2014-06-10,2101,108934
2014-06-10,2404,142184
2014-06-10,2405,115575
2014-06-10,2438,105860
2014-06-10,2487,121910
2014-06-10,2816,112767
2014-06-10,2929,102223
2014-06-10,3060,111428
2014-06-10,3357,111823
2014-06-10,3380,125686
2014-06-10,3386,122616
2014-06-10,3516,109566
2014-06-10,3519,120972
2014-06-10,4415,154585
2014-06-11,414,114711
2014-06-11,415,116408
2014-06-11,416,127911
2014-06-11,849,115698
2014-06-11,855,126471
2014-06-11,1359,122861
2014-06-11,2101,113601
2014-06-11,2404,144111
2014-06-11,2405,120573
2014-06-11,2438,110071
2014-06-11,2487,126368
2014-06-11,2816,115609
2014-06-11,2929,106429
2014-06-11,3060,115232
2014-06-11,3357,114680
2014-06-11,3380,131733
2014-06-11,3386,129686
2014-06-11,3516,111474
2014-06-11,3519,123716
2014-06-11,4415,158539
2014-06-12,414,115398
2014-06-12,415,116981
2014-06-12,416,128374
2014-06-12,849,112498
2014-06-12,855,127757
2014-06-12,1359,126356
2014-06-12,2101,112721
2014-06-12,2404,153238
2014-06-12,2405,123033
2014-06-12,2438,112449
2014-06-12,2487,127761
2014-06-12,2816,116485
2014-06-12,2929,110758
2014-06-12,3060,119336
2014-06-12,3357,116666
2014-06-12,3380,136150
2014-06-12,3386,132155
2014-06-12,3516,115981
2014-06-12,3519,128414
2014-06-12,4415,155939
2014-06-13,414,118767
2014-06-13,415,119379
2014-06-13,416,131068
2014-06-13,849,101155
2014-06-13,855,131785
2014-06-13,1359,128187
2014-06-13,2101,120288
2014-06-13,2404,154529
2014-06-13,2405,126024
2014-06-13,2438,116443
2014-06-13,2487,134606
2014-06-13,2816,119897
2014-06-13,2929,115120
2014-06-13,3060,122864
2014-06-13,3357,120142
2014-06-13,3380,139419
2014-06-13,3386,135362
2014-06-13,3516,117858
2014-06-13,3519,129247
2014-06-13,4415,168000
2014-06-14,414,108444
2014-06-14,415,108735
2014-06-14,416,119523
2014-06-14,849,76081
2014-06-14,855,104582
2014-06-14,1359,107771
2014-06-14,2101,110960
2014-06-14,2404,146756
2014-06-14,2405,116781
2014-06-14,2438,107746
2014-06-14,2487,124510
2014-06-14,2816,101436
2014-06-14,2929,106716
2014-06-14,3060,114436
2014-06-14,3357,95119
2014-06-14,3380,127528
2014-06-14,3386,122321
2014-06-14,3516,102235
2014-06-14,3519,116668
2014-06-14,4415,145458
2014-06-15,414,95925
2014-06-15,415,95364
2014-06-15,416,104645
2014-06-15,849,62346
2014-06-15,855,87654
2014-06-15,1359,93899
2014-06-15,2101,96317
2014-06-15,2404,133251
2014-06-15,2405,108055
2014-06-15,2438,92744
2014-06-15,2487,110719
2014-06-15,2816,83954
2014-06-15,2929,95574
2014-06-15,3060,101046
2014-06-15,3357,80786
2014-06-15,3380,110577
2014-06-15,3386,103894
2014-06-15,3516,86716
2014-06-15,3519,98935
2014-06-15,4415,131471
2014-06-16,414,108801
2014-06-16,415,111424
2014-06-16,416,123605
2014-06-16,849,87962
2014-06-16,855,120124
2014-06-16,1359,116287
2014-06-16,2101,107677
2014-06-16,2404,143337
2014-06-16,2405,115708
2014-06-16,2438,105461
2014-06-16,2487,121374
2014-06-16,2816,109318
2014-06-16,2929,101068
2014-06-16,3060,113326
2014-06-16,3357,108912
2014-06-16,3380,123847
2014-06-16,3386,121641
2014-06-16,3516,107287
2014-06-16,3519,115884
2014-06-16,4415,143930
2014-06-17,414,111715
2014-06-17,415,114348
2014-06-17,416,127390
2014-06-17,849,84635
2014-06-17,855,125641
2014-06-17,1359,121940
2014-06-17,2101,111773
2014-06-17,2404,148138
2014-06-17,2405,118197
2014-06-17,2438,108516
2014-06-17,2487,124429
2014-06-17,2816,112961
2014-06-17,2929,104439
2014-06-17,3060,116683
2014-06-17,3357,113224
2014-06-17,3380,128169
2014-06-17,3386,125927
2014-06-17,3516,110980
2014-06-17,3519,121266
2014-06-17,4415,156325
2014-06-18,414,100173
2014-06-18,415,102633
2014-06-18,416,113392
2014-06-18,849,83689
2014-06-18,855,114622
2014-06-18,1359,114421
2014-06-18,2101,98647
2014-06-18,2404,133018
2014-06-18,2405,105016
2014-06-18,2438,96073
2014-06-18,2487,107548
2014-06-18,2816,105727
2014-06-18,2929,95607
2014-06-18,3060,103386
2014-06-18,3357,106962
2014-06-18,3380,114830
2014-06-18,3386,116188
2014-06-18,3516,100747
2014-06-18,3519,110124
2014-06-18,4415,134501
2014-06-19,414,114535
2014-06-19,415,116559
2014-06-19,416,128676
2014-06-19,849,106116
2014-06-19,855,127137
2014-06-19,1359,125766
2014-06-19,2101,114925
2014-06-19,2404,148021
2014-06-19,2405,121488
2014-06-19,2438,111937
2014-06-19,2487,127922
2014-06-19,2816,116245
2014-06-19,2929,111230
2014-06-19,3060,117811
2014-06-19,3357,114954
2014-06-19,3380,133515
2014-06-19,3386,129908
2014-06-19,3516,115539
2014-06-19,3519,127522
2014-06-19,4415,160601
2014-06-20,414,118357
2014-06-20,415,119835
2014-06-20,416,131800
2014-06-20,849,113923
2014-06-20,855,129126
2014-06-20,1359,127334
2014-06-20,2101,119999
2014-06-20,2404,154992
2014-06-20,2405,125669
2014-06-20,2438,116638
2014-06-20,2487,133030
2014-06-20,2816,119115
2014-06-20,2929,116349
2014-06-20,3060,122416
2014-06-20,3357,119925
2014-06-20,3380,138326
2014-06-20,3386,137101
2014-06-20,3516,118504
2014-06-20,3519,131036
2014-06-20,4415,166251
2014-06-21,414,109756
2014-06-21,415,110918
2014-06-21,416,122933
2014-06-21,849,83372
2014-06-21,855,106095
2014-06-21,1359,110231
2014-06-21,2101,110908
2014-06-21,2404,143595
2014-06-21,2405,117549
2014-06-21,2438,108642
2014-06-21,2487,126805
2014-06-21,2816,101681
2014-06-21,2929,106671
2014-06-21,3060,115211
2014-06-21,3357,95513
2014-06-21,3380,128510
2014-06-21,3386,121494
2014-06-21,3516,105531
2014-06-21,3519,120594
2014-06-21,4415,148564
2014-06-22,414,97399
2014-06-22,415,96206
2014-06-22,416,105208
2014-06-22,849,76224
2014-06-22,855,87351
2014-06-22,1359,92449
2014-06-22,2101,97151
2014-06-22,2404,130398
2014-06-22,2405,109012
2014-06-22,2438,93638
2014-06-22,2487,111804
2014-06-22,2816,83225
2014-06-22,2929,96144
2014-06-22,3060,101212
2014-06-22,3357,81615
2014-06-22,3380,111773
2014-06-22,3386,107368
2014-06-22,3516,90024
2014-06-22,3519,102489
2014-06-22,4415,133650
2014-06-23,414,108176
2014-06-23,415,109123
2014-06-23,416,122046
2014-06-23,849,125937
2014-06-23,855,118218
2014-06-23,1359,114815
2014-06-23,2101,104726
2014-06-23,2404,142581
2014-06-23,2405,114352
2014-06-23,2438,103009
2014-06-23,2487,119980
2014-06-23,2816,108242
2014-06-23,2929,101089
2014-06-23,3060,112460
2014-06-23,3357,107842
2014-06-23,3380,120713
2014-06-23,3386,116814
2014-06-23,3516,107555
2014-06-23,3519,116946
2014-06-23,4415,150477
2014-06-24,414,108399
2014-06-24,415,112280
2014-06-24,416,120882
2014-06-24,849,123051
2014-06-24,855,123974
2014-06-24,1359,115381
2014-06-24,2101,110704
2014-06-24,2404,142094
2014-06-24,2405,115429
2014-06-24,2438,106458
2014-06-24,2487,121419
2014-06-24,2816,109522
2014-06-24,2929,114880
2014-06-24,3060,114804
2014-06-24,3357,96013
2014-06-24,3380,125520
2014-06-24,3386,122403
2014-06-24,3516,108835
2014-06-24,3519,119901
2014-06-24,4415,156387
2014-06-25,414,114461
2014-06-25,415,115882
2014-06-25,416,128139
2014-06-25,849,117709
2014-06-25,855,128010
2014-06-25,1359,123026
2014-06-25,2101,115929
2014-06-25,2404,145485
2014-06-25,2405,116046
2014-06-25,2438,109885
2014-06-25,2487,125947
2014-06-25,2816,114371
2014-06-25,2929,110412
2014-06-25,3060,117895
2014-06-25,3357,113720
2014-06-25,3380,133103
2014-06-25,3386,126802
2014-06-25,3516,113817
2014-06-25,3519,125902
2014-06-25,4415,161926
2014-06-26,414,115794
2014-06-26,415,117482
2014-06-26,416,129989
2014-06-26,849,128901
2014-06-26,855,127127
2014-06-26,1359,125870
2014-06-26,2101,117342
2014-06-26,2404,152769
2014-06-26,2405,121158
2014-06-26,2438,112063
2014-06-26,2487,128401
2014-06-26,2816,116404
2014-06-26,2929,113297
2014-06-26,3060,119415
2014-06-26,3357,115929
2014-06-26,3380,136391
2014-06-26,3386,133050
2014-06-26,3516,117891
2014-06-26,3519,130593
2014-06-26,4415,162843
2014-06-27,414,119230
2014-06-27,415,118924
2014-06-27,416,132236
2014-06-27,849,141968
2014-06-27,855,127293
2014-06-27,1359,126866
2014-06-27,2101,120932
2014-06-27,2404,157435
2014-06-27,2405,122464
2014-06-27,2438,115647
2014-06-27,2487,132750
2014-06-27,2816,119888
2014-06-27,2929,117458
2014-06-27,3060,123453
2014-06-27,3357,119469
2014-06-27,3380,140303
2014-06-27,3386,137355
2014-06-27,3516,118612
2014-06-27,3519,130903
2014-06-27,4415,167117
2014-06-28,414,108964
2014-06-28,415,107927
2014-06-28,416,119355
2014-06-28,849,121360
2014-06-28,855,101838
2014-06-28,1359,106591
2014-06-28,2101,111077
2014-06-28,2404,147181
2014-06-28,2405,115279
2014-06-28,2438,106313
2014-06-28,2487,125768
2014-06-28,2816,100042
2014-06-28,2929,105385
2014-06-28,3060,116473
2014-06-28,3357,94959
2014-06-28,3380,125950
2014-06-28,3386,123680
2014-06-28,3516,103038
2014-06-28,3519,116719
2014-06-28,4415,149540
2014-06-29,414,95266
2014-06-29,415,96035
2014-06-29,416,103763
2014-06-29,849,71808
2014-06-29,855,86057
2014-06-29,1359,85397
2014-06-29,2101,94796
2014-06-29,2404,129388
2014-06-29,2405,102024
2014-06-29,2438,91668
2014-06-29,2487,110721
2014-06-29,2816,79868
2014-06-29,2929,96940
2014-06-29,3060,100163
2014-06-29,3357,78962
2014-06-29,3380,107940
2014-06-29,3386,106019
2014-06-29,3516,85413
2014-06-29,3519,95687
2014-06-29,4415,130834
2014-06-30,414,110544
2014-06-30,415,110298
2014-06-30,416,121561
2014-06-30,849,86395
2014-06-30,855,117970
2014-06-30,1359,117133
2014-06-30,2101,108061
2014-06-30,2404,146437
2014-06-30,2405,113371
2014-06-30,2438,104152
2014-06-30,2487,121366
2014-06-30,2816,103822
2014-06-30,2929,105396
2014-06-30,3060,111965
2014-06-30,3357,106991
2014-06-30,3380,124692
2014-06-30,3386,121380
2014-06-30,3516,104643
2014-06-30,3519,114814
2014-06-30,4415,155388
2014-07-01,414,111093
2014-07-01,415,111427
2014-07-01,416,123399
2014-07-01,849,80050
2014-07-01,855,121335
2014-07-01,1359,119035
2014-07-01,2101,111340
2014-07-01,2404,151749
2014-07-01,2405,116710
2014-07-01,2438,105872
2014-07-01,2487,122707
2014-07-01,2816,107244
2014-07-01,2929,105614
2014-07-01,3060,113944
2014-07-01,3357,110763
2014-07-01,3380,128483
2014-07-01,3386,124513
2014-07-01,3516,106922
2014-07-01,3519,118221
2014-07-01,4415,158305
2014-07-02,414,112940
2014-07-02,415,113468
2014-07-02,416,123669
2014-07-02,849,94894
2014-07-02,855,121979
2014-07-02,1359,121307
2014-07-02,2101,114829
2014-07-02,2404,150914
2014-07-02,2405,120188
2014-07-02,2438,107774
2014-07-02,2487,125498
2014-07-02,2816,107751
2014-07-02,2929,109026
2014-07-02,3060,117152
2014-07-02,3357,109032
2014-07-02,3380,132713
2014-07-02,3386,129689
2014-07-02,3516,108731
2014-07-02,3519,120046
2014-07-02,4415,159711
2014-07-03,414,114207
2014-07-03,415,115203
2014-07-03,416,125643
2014-07-03,849,125028
2014-07-03,855,122883
2014-07-03,1359,124880
2014-07-03,2101,114964
2014-07-03,2404,150396
2014-07-03,2405,123345
2014-07-03,2438,110524
2014-07-03,2487,128380
2014-07-03,2816,110318
2014-07-03,2929,113034
2014-07-03,3060,117689
2014-07-03,3357,111518
2014-07-03,3380,133845
2014-07-03,3386,128653
2014-07-03,3516,113495
2014-07-03,3519,124805
2014-07-03,4415,157288
2014-07-04,414,115808
2014-07-04,415,115922
2014-07-04,416,127390
2014-07-04,849,120344
2014-07-04,855,124192
2014-07-04,1359,121973
2014-07-04,2101,120094
2014-07-04,2404,153786
2014-07-04,2405,123837
2014-07-04,2438,112419
2014-07-04,2487,130186
2014-07-04,2816,110636
2014-07-04,2929,113769
2014-07-04,3060,121119
2014-07-04,3357,113723
2014-07-04,3380,136441
2014-07-04,3386,129733
2014-07-04,3516,111881
2014-07-04,3519,124520
2014-07-04,4415,162363
2014-07-05,414,104543
2014-07-05,415,104638
2014-07-05,416,114020
2014-07-05,849,76450
2014-07-05,855,99081
2014-07-05,1359,101522
2014-07-05,2101,107618
2014-07-05,2404,146405
2014-07-05,2405,115678
2014-07-05,2438,104152
2014-07-05,2487,122368
2014-07-05,2816,90508
2014-07-05,2929,103239
2014-07-05,3060,111974
2014-07-05,3357,90439
2014-07-05,3380,122234
2014-07-05,3386,119060
2014-07-05,3516,97242
2014-07-05,3519,110469
2014-07-05,4415,143587
2014-07-06,414,94957
2014-07-06,415,94147
2014-07-06,416,102669
2014-07-06,849,64876
2014-07-06,855,83456
2014-07-06,1359,84919
2014-07-06,2101,96700
2014-07-06,2404,134766
2014-07-06,2405,105976
2014-07-06,2438,89469
2014-07-06,2487,108101
2014-07-06,2816,75846
2014-07-06,2929,93952
2014-07-06,3060,98380
2014-07-06,3357,77028
2014-07-06,3380,107643
2014-07-06,3386,106343
2014-07-06,3516,83515
2014-07-06,3519,95034
2014-07-06,4415,130785
2014-07-07,414,108201
2014-07-07,415,108271
2014-07-07,416,119639
2014-07-07,849,103514
2014-07-07,855,114477
2014-07-07,1359,115427
2014-07-07,2101,106160
2014-07-07,2404,141299
2014-07-07,2405,113952
2014-07-07,2438,101191
2014-07-07,2487,119292
2014-07-07,2816,103089
2014-07-07,2929,100238
2014-07-07,3060,111905
2014-07-07,3357,105503
2014-07-07,3380,120809
2014-07-07,3386,115698
2014-07-07,3516,103612
2014-07-07,3519,114166
2014-07-07,4415,151572
2014-07-08,414,110243
2014-07-08,415,110399
2014-07-08,416,123015
2014-07-08,849,128062
2014-07-08,855,120714
2014-07-08,1359,120880
2014-07-08,2101,111849
2014-07-08,2404,146396
2014-07-08,2405,119203
2014-07-08,2438,105152
2014-07-08,2487,122980
2014-07-08,2816,106985
2014-07-08,2929,105423
2014-07-08,3060,113268
2014-07-08,3357,109408
2014-07-08,3380,129050
2014-07-08,3386,125770
2014-07-08,3516,106478
2014-07-08,3519,118085
2014-07-08,4415,156835
2014-07-09,414,111421
2014-07-09,415,113010
2014-07-09,416,123786
2014-07-09,849,98305
2014-07-09,855,124350
2014-07-09,1359,117041
2014-07-09,2101,114980
2014-07-09,2404,149806
2014-07-09,2405,117937
2014-07-09,2438,106285
2014-07-09,2487,124257
2014-07-09,2816,107810
2014-07-09,2929,107339
2014-07-09,3060,115858
2014-07-09,3357,107812
2014-07-09,3380,129339
2014-07-09,3386,126615
2014-07-09,3516,108174
2014-07-09,3519,118718
2014-07-09,4415,160565
2014-07-10,414,113760
2014-07-10,415,114449
2014-07-10,416,125760
2014-07-10,849,85837
2014-07-10,855,122602
2014-07-10,1359,120385
2014-07-10,2101,115151
2014-07-10,2404,148772
2014-07-10,2405,118306
2014-07-10,2438,108833
2014-07-10,2487,126071
2014-07-10,2816,110784
2014-07-10,2929,110765
2014-07-10,3060,116993
2014-07-10,3357,112951
2014-07-10,3380,131716
2014-07-10,3386,127977
2014-07-10,3516,111055
2014-07-10,3519,122600
2014-07-10,4415,160563
2014-07-11,414,116924
2014-07-11,415,116355
2014-07-11,416,128360
2014-07-11,849,107676
2014-07-11,855,124502
2014-07-11,1359,124548
2014-07-11,2101,118934
2014-07-11,2404,150993
2014-07-11,2405,120807
2014-07-11,2438,111680
2014-07-11,2487,130513
2014-07-11,2816,113670
2014-07-11,2929,113742
2014-07-11,3060,120259
2014-07-11,3357,116493
2014-07-11,3380,135756
2014-07-11,3386,133264
2014-07-11,3516,111870
2014-07-11,3519,124284
2014-07-11,4415,162969
2014-07-12,414,114447
2014-07-12,415,111838
2014-07-12,416,122148
2014-07-12,849,74675
2014-07-12,855,102843
2014-07-12,1359,103028
2014-07-12,2101,109691
2014-07-12,2404,141542
2014-07-12,2405,111790
2014-07-12,2438,102468
2014-07-12,2487,122194
2014-07-12,2816,91932
2014-07-12,2929,104414
2014-07-12,3060,113989
2014-07-12,3357,90804
2014-07-12,3380,121718
2014-07-12,3386,117792
2014-07-12,3516,97533
2014-07-12,3519,110995
2014-07-12,4415,147071
2014-07-13,414,103910
2014-07-13,415,98710
2014-07-13,416,108029
2014-07-13,849,62446
2014-07-13,855,86632
2014-07-13,1359,89570
2014-07-13,2101,95350
2014-07-13,2404,130900
2014-07-13,2405,107004
2014-07-13,2438,91145
2014-07-13,2487,110394
2014-07-13,2816,81782
2014-07-13,2929,94321
2014-07-13,3060,99192
2014-07-13,3357,80626
2014-07-13,3380,108575
2014-07-13,3386,102884
2014-07-13,3516,85277
2014-07-13,3519,97205
2014-07-13,4415,131688
2014-07-14,414,109097
2014-07-14,415,110323
2014-07-14,416,122735
2014-07-14,849,85214
2014-07-14,855,119550
2014-07-14,1359,117211
2014-07-14,2101,106350
2014-07-14,2404,144974
2014-07-14,2405,116378
2014-07-14,2438,103555
2014-07-14,2487,121329
2014-07-14,2816,107559
2014-07-14,2929,101034
2014-07-14,3060,111278
2014-07-14,3357,108994
2014-07-14,3380,124046
2014-07-14,3386,120927
2014-07-14,3516,105916
2014-07-14,3519,117135
2014-07-14,4415,153069
2014-07-15,414,111503
2014-07-15,415,111301
2014-07-15,416,124894
2014-07-15,849,94484
2014-07-15,855,124863
2014-07-15,1359,121106
2014-07-15,2101,109710
2014-07-15,2404,147880
2014-07-15,2405,116907
2014-07-15,2438,106631
2014-07-15,2487,122741
2014-07-15,2816,111954
2014-07-15,2929,104615
2014-07-15,3060,113634
2014-07-15,3357,112399
2014-07-15,3380,127912
2014-07-15,3386,125268
2014-07-15,3516,109521
2014-07-15,3519,121408
2014-07-15,4415,153528
2014-07-16,414,113927
2014-07-16,415,115487
2014-07-16,416,128646
2014-07-16,849,106681
2014-07-16,855,126719
2014-07-16,1359,122462
2014-07-16,2101,115501
2014-07-16,2404,150657
2014-07-16,2405,117861
2014-07-16,2438,108746
2014-07-16,2487,125337
2014-07-16,2816,114199
2014-07-16,2929,109820
2014-07-16,3060,117318
2014-07-16,3357,114360
2014-07-16,3380,132344
2014-07-16,3386,127842
2014-07-16,3516,111378
2014-07-16,3519,123486
2014-07-16,4415,160988
2014-07-17,414,115755
2014-07-17,415,117939
2014-07-17,416,131048
2014-07-17,849,113795
2014-07-17,855,130620
2014-07-17,1359,124362
2014-07-17,2101,116649
2014-07-17,2404,153976
2014-07-17,2405,121199
2014-07-17,2438,112809
2014-07-17,2487,129612
2014-07-17,2816,115535
2014-07-17,2929,109776
2014-07-17,3060,119020
2014-07-17,3357,116186
2014-07-17,3380,131532
2014-07-17,3386,128564
2014-07-17,3516,115823
2014-07-17,3519,127281
2014-07-17,4415,162116
2014-07-18,414,118451
2014-07-18,415,119026
2014-07-18,416,131201
2014-07-18,849,102380
2014-07-18,855,128494
2014-07-18,1359,126182
2014-07-18,2101,121793
2014-07-18,2404,151152
2014-07-18,2405,121756
2014-07-18,2438,113633
2014-07-18,2487,130351
2014-07-18,2816,118046
2014-07-18,2929,116662
2014-07-18,3060,121616
2014-07-18,3357,119148
2014-07-18,3380,137336
2014-07-18,3386,130662
2014-07-18,3516,118166
2014-07-18,3519,130258
2014-07-18,4415,168877
2014-07-19,414,109874
2014-07-19,415,109843
2014-07-19,416,121035
2014-07-19,849,67749
2014-07-19,855,105931
2014-07-19,1359,105900
2014-07-19,2101,112174
2014-07-19,2404,147751
2014-07-19,2405,118918
2014-07-19,2438,107216
2014-07-19,2487,124998
2014-07-19,2816,102330
2014-07-19,2929,105779
2014-07-19,3060,115093
2014-07-19,3357,97311
2014-07-19,3380,127174
2014-07-19,3386,124816
2014-07-19,3516,104939
2014-07-19,3519,118613
2014-07-19,4415,155160
2014-07-20,414,96914
2014-07-20,415,96116
2014-07-20,416,104921
2014-07-20,849,60009
2014-07-20,855,87393
2014-07-20,1359,92247
2014-07-20,2101,97751
2014-07-20,2404,132978
2014-07-20,2405,108575
2014-07-20,2438,92484
2014-07-20,2487,110256
2014-07-20,2816,85623
2014-07-20,2929,96035
2014-07-20,3060,100288
2014-07-20,3357,83711
2014-07-20,3380,109869
2014-07-20,3386,106957
2014-07-20,3516,87696
2014-07-20,3519,101470
2014-07-20,4415,135717
2014-07-21,414,109427
2014-07-21,415,110794
2014-07-21,416,123237
2014-07-21,849,90797
2014-07-21,855,120922
2014-07-21,1359,118944
2014-07-21,2101,105269
2014-07-21,2404,142887
2014-07-21,2405,114939
2014-07-21,2438,103386
2014-07-21,2487,120352
2014-07-21,2816,108878
2014-07-21,2929,101760
2014-07-21,3060,110911
2014-07-21,3357,109907
2014-07-21,3380,121357
2014-07-21,3386,119481
2014-07-21,3516,107980
2014-07-21,3519,119412
2014-07-21,4415,151989
2014-07-22,414,111636
2014-07-22,415,113424
2014-07-22,416,124405
2014-07-22,849,88462
2014-07-22,855,123217
2014-07-22,1359,121501
2014-07-22,2101,110979
2014-07-22,2404,145869
2014-07-22,2405,119081
2014-07-22,2438,107749
2014-07-22,2487,124081
2014-07-22,2816,113160
2014-07-22,2929,107098
2014-07-22,3060,114985
2014-07-22,3357,113000
2014-07-22,3380,129647
2014-07-22,3386,126993
2014-07-22,3516,110538
2014-07-22,3519,122577
2014-07-22,4415,158394
2014-07-23,414,113823
2014-07-23,415,116162
2014-07-23,416,127700
2014-07-23,849,99248
2014-07-23,855,127363
2014-07-23,1359,124117
2014-07-23,2101,115263
2014-07-23,2404,150176
2014-07-23,2405,121113
2014-07-23,2438,110270
2014-07-23,2487,126967
2014-07-23,2816,116458
2014-07-23,2929,109711
2014-07-23,3060,115844
2014-07-23,3357,116939
2014-07-23,3380,131752
2014-07-23,3386,127958
2014-07-23,3516,113451
2014-07-23,3519,125944
2014-07-23,4415,161725
2014-07-24,414,114938
2014-07-24,415,117452
2014-07-24,416,129084
2014-07-24,849,97106
2014-07-24,855,127547
2014-07-24,1359,124722
2014-07-24,2101,115837
2014-07-24,2404,152788
2014-07-24,2405,123127
2014-07-24,2438,112776
2014-07-24,2487,128402
2014-07-24,2816,116858
2014-07-24,2929,112346
2014-07-24,3060,118328
2014-07-24,3357,117567
2014-07-24,3380,131103
2014-07-24,3386,130889
2014-07-24,3516,116549
2014-07-24,3519,129866
2014-07-24,4415,161849
2014-07-25,414,119329
2014-07-25,415,121265
2014-07-25,416,132877
2014-07-25,849,101395
2014-07-25,855,129375
2014-07-25,1359,127015
2014-07-25,2101,122576
2014-07-25,2404,159165
2014-07-25,2405,125735
2014-07-25,2438,114724
2014-07-25,2487,131011
2014-07-25,2816,120773
2014-07-25,2929,117033
2014-07-25,3060,122315
2014-07-25,3357,120784
2014-07-25,3380,137367
2014-07-25,3386,137516
2014-07-25,3516,117364
2014-07-25,3519,130640
2014-07-25,4415,166268
2014-07-26,414,108656
2014-07-26,415,108810
2014-07-26,416,120893
2014-07-26,849,61115
2014-07-26,855,106316
2014-07-26,1359,105800
2014-07-26,2101,112575
2014-07-26,2404,152920
2014-07-26,2405,117289
2014-07-26,2438,106725
2014-07-26,2487,125259
2014-07-26,2816,104140
2014-07-26,2929,105403
2014-07-26,3060,114050
2014-07-26,3357,97451
2014-07-26,3380,126948
2014-07-26,3386,121100
2014-07-26,3516,100929
2014-07-26,3519,114954
2014-07-26,4415,146359
2014-07-27,414,99458
2014-07-27,415,98251
2014-07-27,416,108030
2014-07-27,849,72302
2014-07-27,855,89777
2014-07-27,1359,36086
2014-07-27,2101,100957
2014-07-27,2404,137636
2014-07-27,2405,111328
2014-07-27,2438,95773
2014-07-27,2487,114199
2014-07-27,2816,86649
2014-07-27,2929,98407
2014-07-27,3060,103470
2014-07-27,3357,83950
2014-07-27,3380,114127
2014-07-27,3386,108698
2014-07-27,3516,89050
2014-07-27,3519,101468
2014-07-27,4415,135688
2014-07-28,414,111623
2014-07-28,415,112928
2014-07-28,416,124113
2014-07-28,849,111328
2014-07-28,855,121200
2014-07-28,1359,121753
2014-07-28,2101,108159
2014-07-28,2404,142487
2014-07-28,2405,116059
2014-07-28,2438,106143
2014-07-28,2487,123221
2014-07-28,2816,111366
2014-07-28,2929,101174
2014-07-28,3060,113395
2014-07-28,3357,110833
2014-07-28,3380,126167
2014-07-28,3386,123114
2014-07-28,3516,109059
2014-07-28,3519,119463
2014-07-28,4415,154701
2014-07-29,414,113408
2014-07-29,415,113303
2014-07-29,416,125742
2014-07-29,849,119000
2014-07-29,855,126815
2014-07-29,1359,122541
2014-07-29,2101,112125
2014-07-29,2404,150761
2014-07-29,2405,119607
