count_date,total_volume
2014-12-19,131398953
2014-12-20,110157912
2014-12-21,95463644
2014-12-22,120694137
2014-12-23,122017471
2014-12-24,112503656
2014-12-25,72594446
2014-12-26,81177316
2014-12-27,86260079
2014-12-28,80231334
2014-12-29,88793226
2014-12-30,92585983
2014-12-31,92474097
2015-01-01,69823222
2015-01-02,88004964
2015-01-03,75563421
2015-01-04,78638573
2015-01-05,98490445
2015-01-06,101373717
2015-01-07,100277247
2015-01-08,99436217
2015-01-09,107648032
2015-01-10,92409031
2015-01-11,84115976
2015-01-12,107277853
2015-01-13,107860360
2015-01-14,111521195
2015-01-15,114595713
2015-01-16,117871723
2015-01-17,101921134
2015-01-18,88040671
2015-01-19,106057606
2015-01-20,114688599
2015-01-21,117425617
2015-01-22,119391848
2015-01-23,121762910
2015-01-24,99194553
2015-01-25,86488101
2015-01-26,79156318
2015-01-27,114718826
2015-01-28,118921529
2015-01-29,121608947
2015-01-30,126190932
2015-01-31,105927459
2015-02-01,87728129
2015-02-02,116438839
2015-02-03,119872353
2015-02-04,121959521
2015-02-05,124543825
2015-02-06,128037445
2015-02-07,107393840
2015-02-08,91238190
2015-02-09,116227294
2015-02-10,121349735
2015-02-11,122398913
2015-02-12,125670108
2015-02-13,126850457
2015-02-14,107566809
2015-02-15,92991459
2015-02-16,99466833
2015-02-17,121151683
2015-02-18,123332754
2015-02-19,122911769
2015-02-20,129178641
2015-02-21,108833078
2015-02-22,92848440
2015-02-23,115313113
2015-02-24,120812652
2015-02-25,123352663
2015-02-26,125280846
2015-02-27,129835039
2015-02-28,109456403
2015-03-01,93988540
2015-03-02,108862708
2015-03-03,130209579
2015-03-04,124410143
2015-03-05,126448723
2015-03-07,102480328
2015-03-08,88379032
2015-03-09,83706800
2015-03-10,120767898
2015-03-11,124295742
2015-03-12,126273436
2015-03-13,129762991
2015-03-14,110565311
2015-03-15,93141089
2015-03-16,118708420
2015-03-17,121569157
2015-03-18,124437526
2015-03-19,125149095
2015-03-20,129932676
2015-03-21,111901689
2015-03-22,97403802
2015-03-23,116618325
2015-03-24,110448850
2015-03-25,124373239
2015-03-26,124980874
2015-03-27,128400739
2015-03-28,109472073
2015-03-29,93217067
2015-03-30,115965941
2015-03-31,120553790
2015-04-01,122526668
2015-04-02,128081927
2015-04-03,74311088
2015-04-04,89451996
2015-04-05,79181959
2015-04-06,78565372
2015-04-07,109741411
2015-04-08,115748513
2015-04-09,119661982
2015-04-10,123243082
2015-04-11,106660616
2015-04-12,91504416
2015-04-13,115878014
2015-04-14,120099045
2015-04-15,122036174
2015-04-16,124450589
2015-04-17,126336901
2015-04-18,109508654
2015-04-19,88877854
2015-04-20,115573339
2015-04-21,119547066
2015-04-22,121285012
2015-04-23,124210513
2015-04-24,127903362
2015-04-25,93211141
2015-04-26,89736361
2015-04-27,113913517
2015-04-28,119147678
2015-04-29,121716465
2015-04-30,124153532
2015-05-01,127293169
2015-05-02,108652096
2015-05-03,92150480
2015-05-04,115233166
2015-05-05,117507965
2015-05-06,120477179
2015-05-07,122743067
2015-05-08,127473408
2015-05-09,110596106
2015-05-10,92288747
2015-05-11,113657228
2015-05-12,118073090
2015-05-13,118091435
2015-05-14,121918951
2015-05-15,125695443
2015-05-16,108518063
2015-05-17,92631956
2015-05-18,114811170
2015-05-19,117656623
2015-05-20,120338287
2015-05-21,122111498
2015-05-22,122590289
2015-05-23,108637826
2015-05-24,90799931
2015-05-25,113627545
2015-05-26,117849544
2015-05-27,120313801
2015-05-28,122404868
2015-05-29,121588883
2015-05-30,108731540
2015-05-31,88753828
2015-06-01,113139245
2015-06-02,116312891
2015-06-03,111742686
2015-06-04,120227254
2015-06-05,113188723
2015-06-06,99282755
2015-06-07,85619149
2015-06-08,78002367
2015-06-09,115265002
2015-06-10,118658976
2015-06-11,121784799
2015-06-12,125416951
2015-06-13,107657506
2015-06-14,90422960
2015-06-15,113714974
2015-06-16,116921872
2015-06-17,119532434
2015-06-18,121919938
2015-06-19,125543581
2015-06-20,107499324
2015-06-21,90776973
2015-06-22,105042876
2015-06-23,115565359
2015-06-24,119047074
2015-06-25,121499400
2015-06-26,124406700
2015-06-27,104551043
2015-06-28,88652006
2015-06-29,108805724
2015-06-30,113959943
2015-07-01,114913171
2015-07-02,115942980
2015-07-03,119209773
2015-07-04,97668493
2015-07-05,85739304
2015-07-06,106434990
2015-07-07,112164104
2015-07-08,115151462
2015-07-09,116577347
2015-07-10,119856230
2015-07-11,99114775
2015-07-12,80121052
2015-07-13,110512816
2015-07-14,115490307
2015-07-15,118602775
2015-07-16,121464265
2015-07-17,124113331
