scats_site,time_bin,avg_15m_volume
3385,03:00,10.301433444859935
3385,03:15,10.284770058387457
3385,03:30,10.058977891491176
3385,03:45,9.658971961083493
3385,04:00,9.943759023493897
3385,04:15,10.432985126026994
3385,04:30,11.304732999753917
3385,04:45,12.144048496764151
3385,05:00,13.912720656930718
3385,05:15,18.94724075197089
3385,05:30,25.37343949670697
3385,05:45,32.72573272825571
3385,06:00,39.107699868938404
3385,06:15,47.58973056247542
3385,06:30,54.9859981636936
3385,06:45,53.17898826306472
3385,07:00,52.42137983071977
3385,07:15,55.50060663693599
3385,07:30,57.61810404169535
3385,07:45,57.67291912826572
3385,08:00,55.50126262626262
3385,08:15,55.877174572463886
3385,08:30,57.514124571672156
3385,08:45,58.6267926881297
3385,09:00,58.21025169822466
3385,09:15,59.23203214695752
3385,09:30,57.10130381303813
3385,09:45,57.77682030070252
3385,10:00,56.482521499376354
3385,10:15,57.417408149193946
3385,10:30,58.599350191168504
3385,10:45,58.88235680396631
3385,11:00,58.61466625088217
3385,11:15,59.440119514717715
3385,11:30,60.113417821391586
3385,11:45,60.47211950894838
3385,12:00,60.35978314440611
3385,12:15,60.714574200857015
3385,12:30,60.607828971133955
3385,12:45,60.06130261903979
3385,13:00,58.32794221688412
3385,13:15,58.14188357007964
3385,13:30,59.58345106285113
3385,13:45,59.95564132041386
3385,14:00,59.98437115229918
3385,14:15,60.55204363254041
3385,14:30,61.27484650490856
3385,14:45,60.89707644577226
3385,15:00,61.6707923636304
3385,15:15,62.534651838953955
3385,15:30,63.966796330034306
3385,15:45,63.5025448216983
3385,16:00,62.722224959353596
3385,16:15,63.58595367175949
3385,16:30,63.743416621490645
3385,16:45,63.68920163093516
3385,17:00,64.83365929821679
3385,17:15,65.23894707420135
3385,17:30,64.56666940586737
3385,17:45,63.738496680470654
3385,18:00,63.159854782008736
3385,18:15,62.35644994501256
3385,18:30,61.114909890687066
3385,18:45,58.554324271079594
3385,19:00,55.25941250841502
3385,19:15,53.79021851553907
3385,19:30,50.42822679904817
3385,19:45,48.09178046218487
3385,20:00,45.75061546036435
3385,20:15,45.22267292912041
3385,20:30,44.26386562900207
3385,20:45,43.117340736603474
3385,21:00,43.721155586265894
3385,21:15,44.51768578717801
3385,21:30,43.103643484843495
3385,21:45,42.45855480770813
3385,22:00,41.66323606902911
3385,22:15,40.57003059109898
3385,22:30,37.74245413296508
3385,22:45,35.366674341347895
3385,23:00,33.314680256452405
3385,23:15,31.61937989599105
3385,23:30,28.740152822282475
3385,23:45,26.036741135276422
3386,00:00,27.558306709265175
3386,00:15,24.79977422716221
3386,00:30,21.894537625447096
3386,00:45,19.41408421345192
3386,01:00,17.676768027801913
3386,01:15,16.409556195565425
3386,01:30,14.885652324774462
3386,01:45,13.480765221017515
3386,02:00,12.57543426045184
3386,02:15,11.7411680762939
3386,02:30,11.016160737583718
3386,02:45,10.480883705593447
3386,03:00,10.221247225305216
3386,03:15,10.524408219890748
3386,03:30,9.81175756524755
3386,03:45,9.373249336179517
3386,04:00,9.402133009624556
3386,04:15,10.307326801352641
3386,04:30,11.535485661745572
3386,04:45,12.943640716069941
3386,05:00,14.983208437413266
3386,05:15,21.8836902800659
3386,05:30,31.289892003397647
3386,05:45,40.82522925442474
3386,06:00,50.515402083658365
3386,06:15,62.577646752796326
3386,06:30,70.14838082676755
3386,06:45,67.10067137380081
3386,07:00,66.29280224832156
3386,07:15,70.58494754183647
3386,07:30,73.6344757050982
3386,07:45,73.63504282395367
3386,08:00,70.72337806442664
3386,08:15,71.75379254147957
3386,08:30,74.66252882331524
3386,08:45,75.59149703505912
3386,09:00,74.6735617435933
3386,09:15,77.35543380262155
3386,09:30,75.67954297206859
3386,09:45,76.00256645915341
3386,10:00,74.06295987782869
3386,10:15,75.54986550976139
3386,10:30,77.03513091728801
3386,10:45,77.38101184591636
3386,11:00,76.57644345005811
3386,11:15,77.40760671446178
3386,11:30,78.44112136562349
3386,11:45,78.89707949398719
3386,12:00,78.8925225537821
3386,12:15,79.60301821335646
3386,12:30,79.83557745696835
3386,12:45,79.4547410801055
3386,13:00,78.32494013119079
3386,13:15,79.23871661836922
3386,13:30,79.94683676126009
3386,13:45,79.44889922104058
3386,14:00,79.0757783366577
3386,14:15,80.26636122247098
3386,14:30,81.58244274809161
3386,14:45,81.35818875780708
3386,15:00,81.85820105820106
3386,15:15,83.13837667181294
3386,15:30,84.40749024707412
3386,15:45,83.33210178487798
3386,16:00,83.82800624674648
3386,16:15,85.95528448230986
3386,16:30,86.36872332303848
3386,16:45,86.47585500858912
3386,17:00,87.5215233798907
3386,17:15,87.91875661697068
3386,17:30,86.359012157264
3386,17:45,84.97214610288252
3386,18:00,83.57516475893166
3386,18:15,82.91975105316992
3386,18:30,81.11850978624551
3386,18:45,77.48899098474341
3386,19:00,71.85988067570848
3386,19:15,69.63869759050775
3386,19:30,64.34463688216223
3386,19:45,61.1713002306665
3386,20:00,57.865727813524344
3386,20:15,57.43059052315385
3386,20:30,55.55446609860646
3386,20:45,54.476811644549436
3386,21:00,54.672948539638384
3386,21:15,56.027701457239246
3386,21:30,54.28576148575801
3386,21:45,53.30879897014822
3386,22:00,52.22520891364903
3386,22:15,50.918307703013014
3386,22:30,47.363735919899874
3386,22:45,43.828365735749315
3386,23:00,40.69508760951189
3386,23:15,37.79819497095955
3386,23:30,33.809872854860004
3386,23:45,29.980434404865335
3393,00:00,20.750963844449167
3393,00:15,18.849117856763606
3393,00:30,16.95297239915074
3393,00:45,15.12126125034092
3393,01:00,13.84405422618506
3393,01:15,12.982900416508897
3393,01:30,11.98625679214155
3393,01:45,11.076208375646058
3393,02:00,10.463531626163117
3393,02:15,9.919514566056076
3393,02:30,9.39861901509978
3393,02:45,9.086421248693915
3393,03:00,8.719425985074402
3393,03:15,8.840402511916471
3393,03:30,8.417909771026977
3393,03:45,8.15698008281198
3393,04:00,8.145170793612424
3393,04:15,8.728995406189554
3393,04:30,9.143205132084606
3393,04:45,9.948827356634892
3393,05:00,11.030686630369026
3393,05:15,15.11378674804363
3393,05:30,20.33732646494554
3393,05:45,25.458884338114167
3393,06:00,30.804404966917428
3393,06:15,39.58676175079698
3393,06:30,46.11594400096759
3393,06:45,45.75557303166873
3393,07:00,45.41560776611015
3393,07:15,49.131683078596026
3393,07:30,51.42580001813072
3393,07:45,52.50223705164177
3393,08:00,51.71936369288628
3393,08:15,52.79895727557933
