total_volume,am_peak,pm_peak,overnight,before_9am,after_6pm,am_peak_pct,pm_peak_pct,overnight_pct,before_9am_pct,after_6pm_pct
295222264839,50015714775,60928956409,15789026278,59597012792,61713866099,16.94,20.64,5.35,20.19,20.9
