database_name,source_file_id,detector_day_rows,min_count_date,max_count_date,distinct_scats_sites,total_volume_24hour_sum
scats,60,138584,2014-03-01,2014-03-02,3476,194501289.0
scats,2137,102474,2019-12-08,2019-12-09,4171,141401724.0
scats,2711,102080,2021-07-09,2021-07-09,4323,136585564.0
scats,2713,102080,2021-07-11,2021-07-11,4323,102126737.0
scats,2712,102080,2021-07-10,2021-07-10,4323,119273827.0
scats,2706,102039,2021-07-04,2021-07-04,4321,96458464.0
scats,2707,102039,2021-07-05,2021-07-05,4321,119802224.0
scats,2705,102039,2021-07-03,2021-07-03,4321,115942329.0
scats,2704,102039,2021-07-02,2021-07-02,4321,132839039.0
scats,2709,102024,2021-07-07,2021-07-07,4321,128632676.0
scats,2708,102024,2021-07-06,2021-07-06,4321,125517637.0
scats,2703,102015,2021-07-01,2021-07-01,4320,130436664.0
scats,2700,101991,2021-06-28,2021-06-28,4319,120097357.0
scats,2698,101967,2021-06-26,2021-06-26,4318,119223655.0
scats,2697,101967,2021-06-25,2021-06-25,4318,136197344.0
scats,2695,101943,2021-06-23,2021-06-23,4317,128429513.0
scats,2694,101895,2021-06-22,2021-06-22,4315,126309541.0
scats,2683,101888,2021-06-11,2021-06-11,4314,124684459.0
scats,2682,101888,2021-06-10,2021-06-10,4314,87756245.0
scats,2688,101887,2021-06-16,2021-06-16,4315,119671316.0
scats,2689,101887,2021-06-17,2021-06-17,4315,124574995.0
scats,2685,101875,2021-06-13,2021-06-13,4314,86680749.0
scats,2684,101875,2021-06-12,2021-06-12,4314,101839180.0
scats,2686,101875,2021-06-14,2021-06-14,4314,80972423.0
scats,2674,101872,2021-06-02,2021-06-02,4313,84770774.0
scats,2691,101871,2021-06-19,2021-06-19,4314,116878685.0
scats,2692,101871,2021-06-20,2021-06-20,4314,97874761.0
scats,2690,101871,2021-06-18,2021-06-18,4314,134377781.0
scats,2678,101864,2021-06-06,2021-06-06,4313,56718479.0
scats,2680,101864,2021-06-08,2021-06-08,4313,90710884.0
scats,2679,101864,2021-06-07,2021-06-07,4313,90812959.0
scats,2681,101864,2021-06-09,2021-06-09,4313,87631631.0
scats,2676,101864,2021-06-04,2021-06-04,4313,98066116.0
scats,2677,101864,2021-06-05,2021-06-05,4313,68270841.0
scats,2675,101864,2021-06-03,2021-06-03,4313,88252701.0
scats,2670,101863,2021-05-29,2021-05-29,4312,53937187.0
scats,2669,101863,2021-05-28,2021-05-28,4312,80917753.0
scats,2668,101863,2021-05-27,2021-05-27,4312,137189461.0
scats,2671,101863,2021-05-30,2021-05-30,4312,45892859.0
scats,2664,101839,2021-05-23,2021-05-23,4311,107165032.0
scats,2666,101839,2021-05-25,2021-05-25,4311,127661126.0
scats,2663,101839,2021-05-22,2021-05-22,4311,126295192.0
scats,2665,101839,2021-05-24,2021-05-24,4311,125473720.0
scats,2662,101839,2021-05-21,2021-05-21,4311,141910892.0
scats,2644,101819,2021-05-03,2021-05-03,4309,125634149.0
scats,2643,101819,2021-05-02,2021-05-02,4309,104913070.0
scats,2645,101819,2021-05-04,2021-05-04,4309,129806426.0
scats,2646,101819,2021-05-05,2021-05-05,4309,134628082.0
scats,2642,101819,2021-05-01,2021-05-01,4309,125492739.0
scats,2654,101817,2021-05-13,2021-05-13,4309,135446113.0
scats,2650,101817,2021-05-09,2021-05-09,4309,109841131.0
scats,2652,101817,2021-05-11,2021-05-11,4309,131260843.0
scats,2647,101817,2021-05-06,2021-05-06,4309,137860578.0
scats,2649,101817,2021-05-08,2021-05-08,4309,128193622.0
scats,2648,101817,2021-05-07,2021-05-07,4309,143328480.0
scats,2651,101817,2021-05-10,2021-05-10,4309,121968130.0
scats,2653,101817,2021-05-12,2021-05-12,4309,135258762.0
scats,2661,101815,2021-05-20,2021-05-20,4310,136901409.0
scats,2657,101797,2021-05-16,2021-05-16,4309,102552951.0
scats,2660,101797,2021-05-19,2021-05-19,4309,134349574.0
scats,2658,101797,2021-05-17,2021-05-17,4309,126159923.0
scats,2655,101797,2021-05-14,2021-05-14,4309,140421233.0
scats,2659,101797,2021-05-18,2021-05-18,4309,130487248.0
scats,2656,101797,2021-05-15,2021-05-15,4309,121282168.0
scats,2640,101795,2021-04-29,2021-04-29,4308,137859932.0
scats,2639,101795,2021-04-28,2021-04-28,4308,134715149.0
scats,2614,101783,2021-04-03,2021-04-03,4303,103727560.0
scats,2612,101783,2021-04-01,2021-04-01,4303,145236636.0
scats,2613,101783,2021-04-02,2021-04-02,4303,88657577.0
scats,2618,101783,2021-04-07,2021-04-07,4303,126688295.0
scats,2617,101783,2021-04-06,2021-04-06,4303,120670947.0
scats,2616,101783,2021-04-05,2021-04-05,4303,89711081.0
scats,2615,101783,2021-04-04,2021-04-04,4303,92039341.0
scats,2505,101769,2020-12-15,2020-12-15,4295,133459472.0
scats,2506,101769,2020-12-16,2020-12-16,4295,137015807.0
scats,2628,101762,2021-04-17,2021-04-17,4306,122005216.0
scats,2629,101762,2021-04-18,2021-04-18,4306,102951736.0
scats,2637,101762,2021-04-26,2021-04-26,4306,124847181.0
scats,2626,101762,2021-04-15,2021-04-15,4306,133079304.0
scats,2638,101762,2021-04-27,2021-04-27,4306,131896743.0
scats,2633,101762,2021-04-22,2021-04-22,4306,136791462.0
scats,2634,101762,2021-04-23,2021-04-23,4306,141607388.0
scats,2627,101762,2021-04-16,2021-04-16,4306,137122830.0
scats,2631,101762,2021-04-20,2021-04-20,4306,127982935.0
scats,2504,101758,2020-12-14,2020-12-14,4294,128751796.0
scats,2501,101758,2020-12-11,2020-12-11,4294,144041334.0
scats,2503,101758,2020-12-13,2020-12-13,4294,106993873.0
scats,2502,101758,2020-12-12,2020-12-12,4294,125460784.0
scats,2507,101757,2020-12-17,2020-12-17,4295,139604562.0
scats,2508,101757,2020-12-18,2020-12-18,4295,144673525.0
scats,2509,101755,2020-12-19,2020-12-19,4295,125651879.0
scats,2511,101755,2020-12-21,2020-12-21,4295,130733805.0
scats,2510,101755,2020-12-20,2020-12-20,4295,108215647.0
scats,2518,101741,2020-12-28,2020-12-28,4295,90939419.0
scats,2512,101741,2020-12-22,2020-12-22,4295,131272713.0
scats,2517,101741,2020-12-27,2020-12-27,4295,87502395.0
scats,2513,101741,2020-12-23,2020-12-23,4295,138387808.0
scats,2519,101741,2020-12-29,2020-12-29,4295,106334251.0
scats,2514,101741,2020-12-24,2020-12-24,4295,125231318.0
scats,2520,101741,2020-12-30,2020-12-30,4295,108259788.0
scats,2515,101741,2020-12-25,2020-12-25,4295,81536515.0
scats,2516,101741,2020-12-26,2020-12-26,4295,92711560.0
scats,2624,101738,2021-04-13,2021-04-13,4305,126564520.0
scats,2623,101714,2021-04-12,2021-04-12,4304,122369143.0
scats,2622,101706,2021-04-11,2021-04-11,4304,95898466.0
scats,2620,101706,2021-04-09,2021-04-09,4304,134561188.0
scats,2621,101706,2021-04-10,2021-04-10,4304,116960906.0
scats,2619,101682,2021-04-08,2021-04-08,4303,130720394.0
scats,2710,101528,2021-07-08,2021-07-08,4300,134178342.0
scats,2702,101463,2021-06-30,2021-06-30,4297,131636861.0
scats,2701,101439,2021-06-29,2021-06-29,4296,129084174.0
scats,2696,101415,2021-06-24,2021-06-24,4295,134975587.0
scats,2699,101415,2021-06-27,2021-06-27,4295,101448923.0
scats,2687,101323,2021-06-15,2021-06-15,4291,120660237.0
scats,2672,101311,2021-05-31,2021-05-31,4289,82805570.0
scats,2673,101296,2021-06-01,2021-06-01,4289,84666617.0
scats,2693,101295,2021-06-21,2021-06-21,4290,125350306.0
scats,2667,101287,2021-05-26,2021-05-26,4288,131315639.0
scats,2641,101243,2021-04-30,2021-04-30,4285,145687304.0
scats,2611,101207,2021-03-31,2021-03-31,4279,141889269.0
scats,2610,101203,2021-03-30,2021-03-30,4279,136867367.0
scats,2632,101186,2021-04-21,2021-04-21,4282,137443755.0
scats,2636,101186,2021-04-25,2021-04-25,4282,100482517.0
scats,2630,101186,2021-04-19,2021-04-19,4282,128487340.0
scats,2635,101186,2021-04-24,2021-04-24,4282,124126053.0
scats,2607,101179,2021-03-27,2021-03-27,4278,125268585.0
scats,2606,101179,2021-03-26,2021-03-26,4278,145682907.0
scats,2609,101179,2021-03-29,2021-03-29,4278,130201561.0
scats,2605,101179,2021-03-25,2021-03-25,4278,140041019.0
scats,2604,101179,2021-03-24,2021-03-24,4278,136137112.0
scats,2608,101179,2021-03-28,2021-03-28,4278,106359820.0
scats,2602,101171,2021-03-22,2021-03-22,4278,127464137.0
scats,2603,101171,2021-03-23,2021-03-23,4278,133235441.0
scats,2585,101162,2021-03-05,2021-03-05,4277,144544239.0
scats,2625,101162,2021-04-14,2021-04-14,4281,133147477.0
scats,2548,101161,2021-01-27,2021-01-27,4272,132171689.0
scats,2547,101161,2021-01-26,2021-01-26,4272,92325475.0
scats,2546,101161,2021-01-25,2021-01-25,4272,112238773.0
scats,2542,101161,2021-01-21,2021-01-21,4272,134125330.0
scats,2543,101161,2021-01-22,2021-01-22,4272,138260833.0
scats,2545,101161,2021-01-24,2021-01-24,4272,97587020.0
scats,2541,101161,2021-01-20,2021-01-20,4272,131448099.0
scats,2544,101161,2021-01-23,2021-01-23,4272,117469715.0
scats,2540,101161,2021-01-19,2021-01-19,4272,127373408.0
scats,2576,101160,2021-02-24,2021-02-24,4275,136976217.0
scats,2577,101160,2021-02-25,2021-02-25,4275,139454841.0
scats,2499,101158,2020-12-09,2020-12-09,4269,137452845.0
scats,2500,101158,2020-12-10,2020-12-10,4269,141002415.0
scats,2498,101158,2020-12-08,2020-12-08,4269,132818715.0
scats,2497,101158,2020-12-07,2020-12-07,4269,126327767.0
scats,2496,101156,2020-12-06,2020-12-06,4269,102100898.0
scats,2493,101156,2020-12-03,2020-12-03,4269,138507033.0
scats,2495,101156,2020-12-05,2020-12-05,4269,120573315.0
scats,2564,101156,2021-02-12,2021-02-12,4273,151500359.0
scats,2566,101156,2021-02-14,2021-02-14,4273,45418017.0
scats,2567,101156,2021-02-15,2021-02-15,4273,71395034.0
scats,2565,101156,2021-02-13,2021-02-13,4273,51173714.0
scats,2494,101156,2020-12-04,2020-12-04,4269,144827961.0
scats,2588,101147,2021-03-08,2021-03-08,4277,92619033.0
scats,2600,101147,2021-03-20,2021-03-20,4277,126534397.0
scats,2595,101147,2021-03-15,2021-03-15,4277,129525852.0
scats,2586,101147,2021-03-06,2021-03-06,4277,119092333.0
scats,2597,101147,2021-03-17,2021-03-17,4277,137847917.0
scats,2596,101147,2021-03-16,2021-03-16,4277,134772427.0
scats,2598,101147,2021-03-18,2021-03-18,4277,140207027.0
scats,2593,101147,2021-03-13,2021-03-13,4277,121325406.0
scats,2592,101147,2021-03-12,2021-03-12,4277,144958477.0
scats,2599,101147,2021-03-19,2021-03-19,4277,145205808.0
scats,2589,101147,2021-03-09,2021-03-09,4277,131237975.0
scats,2590,101147,2021-03-10,2021-03-10,4277,136724070.0
scats,2587,101147,2021-03-07,2021-03-07,4277,103141364.0
scats,2601,101147,2021-03-21,2021-03-21,4277,101630973.0
scats,2594,101147,2021-03-14,2021-03-14,4277,105988042.0
scats,2591,101147,2021-03-11,2021-03-11,4277,138917530.0
scats,2526,101141,2021-01-05,2021-01-05,4270,105703404.0
scats,2523,101141,2021-01-02,2021-01-02,4270,91499122.0
scats,2578,101141,2021-02-26,2021-02-26,4275,144967138.0
scats,2521,101141,2020-12-31,2020-12-31,4270,106412984.0
scats,2525,101141,2021-01-04,2021-01-04,4270,103013374.0
scats,2524,101141,2021-01-03,2021-01-03,4270,84451374.0
scats,2522,101141,2021-01-01,2021-01-01,4270,80526877.0
scats,2549,101138,2021-01-28,2021-01-28,4271,134586157.0
scats,2539,101137,2021-01-18,2021-01-18,4271,122487291.0
scats,2574,101136,2021-02-22,2021-02-22,4274,128918126.0
scats,2572,101136,2021-02-20,2021-02-20,4274,126567124.0
scats,2575,101136,2021-02-23,2021-02-23,4274,133926540.0
scats,2573,101136,2021-02-21,2021-02-21,4274,106264423.0
scats,2571,101136,2021-02-19,2021-02-19,4274,143966006.0
scats,2562,101132,2021-02-10,2021-02-10,4272,137909969.0
scats,2561,101132,2021-02-09,2021-02-09,4272,134362132.0
scats,2563,101132,2021-02-11,2021-02-11,4272,139137196.0
scats,2492,101132,2020-12-02,2020-12-02,4268,135275575.0
scats,2582,101130,2021-03-02,2021-03-02,4275,134335582.0
scats,2581,101130,2021-03-01,2021-03-01,4275,130678263.0
scats,2556,101130,2021-02-04,2021-02-04,4271,137806398.0
scats,2580,101130,2021-02-28,2021-02-28,4275,109525698.0
scats,2557,101130,2021-02-05,2021-02-05,4271,139337171.0
scats,2555,101130,2021-02-03,2021-02-03,4271,136908021.0
scats,2579,101130,2021-02-27,2021-02-27,4275,127816838.0
scats,2535,101127,2021-01-14,2021-01-14,4270,127598225.0
scats,2551,101126,2021-01-30,2021-01-30,4271,121612836.0
scats,2550,101126,2021-01-29,2021-01-29,4271,134515983.0
scats,2554,101126,2021-02-02,2021-02-02,4271,133175939.0
scats,2553,101126,2021-02-01,2021-02-01,4271,129376713.0
scats,2552,101126,2021-01-31,2021-01-31,4271,104374906.0
scats,2530,101119,2021-01-09,2021-01-09,4270,109339095.0
scats,2527,101119,2021-01-06,2021-01-06,4270,111243235.0
scats,2532,101119,2021-01-11,2021-01-11,4270,112948718.0
scats,2528,101119,2021-01-07,2021-01-07,4270,115461036.0
scats,2534,101119,2021-01-13,2021-01-13,4270,123800122.0
scats,2531,101119,2021-01-10,2021-01-10,4270,97614133.0
scats,2533,101119,2021-01-12,2021-01-12,4270,121041372.0
scats,2529,101119,2021-01-08,2021-01-08,4270,121026853.0
scats,2583,101114,2021-03-03,2021-03-03,4275,137178868.0
scats,2584,101114,2021-03-04,2021-03-04,4275,139938190.0
scats,2538,101113,2021-01-17,2021-01-17,4270,100430088.0
scats,2536,101113,2021-01-15,2021-01-15,4270,130520666.0
scats,2537,101113,2021-01-16,2021-01-16,4270,113160460.0
scats,2570,101112,2021-02-18,2021-02-18,4273,140211032.0
scats,2568,101112,2021-02-16,2021-02-16,4273,73879561.0
scats,2569,101112,2021-02-17,2021-02-17,4273,77478169.0
scats,2559,101108,2021-02-07,2021-02-07,4271,102678061.0
scats,2491,101108,2020-12-01,2020-12-01,4267,130509379.0
scats,2490,101108,2020-11-30,2020-11-30,4267,128797637.0
scats,2558,101108,2021-02-06,2021-02-06,4271,123822657.0
scats,2487,101084,2020-11-27,2020-11-27,4266,144532425.0
scats,2488,101084,2020-11-28,2020-11-28,4266,121627949.0
scats,2489,101084,2020-11-29,2020-11-29,4266,101051040.0
scats,2486,101084,2020-11-26,2020-11-26,4266,137189784.0
scats,2477,101065,2020-11-17,2020-11-17,4264,127600240.0
scats,2485,101060,2020-11-25,2020-11-25,4265,134328205.0
scats,2482,101060,2020-11-22,2020-11-22,4265,96610450.0
scats,2480,101060,2020-11-20,2020-11-20,4265,139865855.0
scats,2481,101060,2020-11-21,2020-11-21,4265,119037622.0
scats,2483,101060,2020-11-23,2020-11-23,4265,123718019.0
scats,2484,101060,2020-11-24,2020-11-24,4265,129387885.0
scats,2476,101058,2020-11-16,2020-11-16,4263,122084112.0
scats,2471,101056,2020-11-11,2020-11-11,4262,125563750.0
scats,2472,101056,2020-11-12,2020-11-12,4262,131271231.0
scats,2470,101056,2020-11-10,2020-11-10,4262,128172366.0
scats,2478,101036,2020-11-18,2020-11-18,4264,131413599.0
scats,2479,101036,2020-11-19,2020-11-19,4264,133806290.0
scats,2474,101034,2020-11-14,2020-11-14,4262,116971579.0
scats,2473,101034,2020-11-13,2020-11-13,4262,138113325.0
scats,2475,101034,2020-11-15,2020-11-15,4262,96565229.0
scats,2468,101032,2020-11-08,2020-11-08,4261,92432254.0
scats,2467,101032,2020-11-07,2020-11-07,4261,108723847.0
scats,2469,101032,2020-11-09,2020-11-09,4261,125233351.0
scats,2466,101032,2020-11-06,2020-11-06,4261,130123208.0
scats,2458,101008,2020-10-29,2020-10-29,4260,123146962.0
scats,2463,101008,2020-11-03,2020-11-03,4260,91593003.0
scats,2461,101008,2020-11-01,2020-11-01,4260,90052782.0
scats,2460,101008,2020-10-31,2020-10-31,4260,104807881.0
scats,2459,101008,2020-10-30,2020-10-30,4260,130059745.0
scats,2464,101008,2020-11-04,2020-11-04,4260,118088887.0
scats,2462,101008,2020-11-02,2020-11-02,4260,116782826.0
scats,2465,101008,2020-11-05,2020-11-05,4260,123275789.0
scats,2457,100995,2020-10-28,2020-10-28,4259,122859636.0
scats,2455,100971,2020-10-26,2020-10-26,4258,106287927.0
scats,2456,100971,2020-10-27,2020-10-27,4258,109835908.0
scats,2451,100947,2020-10-22,2020-10-22,4257,118683673.0
scats,2452,100947,2020-10-23,2020-10-23,4257,86767059.0
scats,2453,100947,2020-10-24,2020-10-24,4257,78391031.0
scats,2454,100947,2020-10-25,2020-10-25,4257,69339801.0
scats,2450,100947,2020-10-21,2020-10-21,4257,112096217.0
scats,2446,100923,2020-10-17,2020-10-17,4256,67250834.0
scats,2447,100923,2020-10-18,2020-10-18,4256,57589324.0
scats,2449,100923,2020-10-20,2020-10-20,4256,110897912.0
scats,2445,100923,2020-10-16,2020-10-16,4256,106305540.0
scats,2448,100923,2020-10-19,2020-10-19,4256,107881334.0
scats,2444,100899,2020-10-15,2020-10-15,4255,101044730.0
scats,2442,100844,2020-10-13,2020-10-13,4252,98921061.0
scats,2443,100832,2020-10-14,2020-10-14,4252,102033969.0
scats,2439,100820,2020-10-10,2020-10-10,4251,72547903.0
scats,2440,100820,2020-10-11,2020-10-11,4251,57814458.0
scats,2438,100820,2020-10-09,2020-10-09,4251,99151758.0
scats,2437,100820,2020-10-08,2020-10-08,4251,92809932.0
scats,2441,100820,2020-10-12,2020-10-12,4251,95684233.0
scats,2434,100796,2020-10-05,2020-10-05,4250,87211346.0
scats,2436,100796,2020-10-07,2020-10-07,4250,93487142.0
scats,2435,100796,2020-10-06,2020-10-06,4250,90940696.0
scats,2431,100786,2020-10-02,2020-10-02,4249,98280682.0
scats,2430,100786,2020-10-01,2020-10-01,4249,94495685.0
scats,2432,100772,2020-10-03,2020-10-03,4249,70571305.0
scats,2433,100772,2020-10-04,2020-10-04,4249,54186909.0
scats,2428,100763,2020-09-29,2020-09-29,4247,90437226.0
scats,2429,100746,2020-09-30,2020-09-30,4247,91088960.0
scats,2427,100739,2020-09-28,2020-09-28,4246,85272114.0
scats,2425,100691,2020-09-26,2020-09-26,4244,62879961.0
scats,2426,100691,2020-09-27,2020-09-27,4244,51708579.0
scats,2424,100683,2020-09-24,2020-09-24,4244,86703309.0
scats,2422,100683,2020-09-22,2020-09-22,4244,83689027.0
scats,2423,100683,2020-09-23,2020-09-23,4244,85389765.0
scats,2417,100659,2020-09-17,2020-09-17,4243,84734593.0
scats,2421,100659,2020-09-21,2020-09-21,4243,81651521.0
scats,2420,100659,2020-09-20,2020-09-20,4243,50926545.0
scats,2416,100659,2020-09-16,2020-09-16,4243,84819777.0
scats,2418,100659,2020-09-18,2020-09-18,4243,89615524.0
scats,2419,100659,2020-09-19,2020-09-19,4243,63956197.0
scats,2413,100635,2020-09-13,2020-09-13,4242,47446308.0
scats,2412,100635,2020-09-12,2020-09-12,4242,55839492.0
scats,2414,100635,2020-09-14,2020-09-14,4242,78740222.0
scats,2415,100635,2020-09-15,2020-09-15,4242,82645416.0
scats,2411,100635,2020-09-11,2020-09-11,4242,85600144.0
scats,2403,100611,2020-09-03,2020-09-03,4241,79934629.0
scats,2409,100611,2020-09-09,2020-09-09,4241,80600198.0
scats,2410,100611,2020-09-10,2020-09-10,4241,81953864.0
scats,2407,100611,2020-09-07,2020-09-07,4241,76351962.0
scats,2401,100611,2020-09-01,2020-09-01,4241,77530028.0
scats,2402,100611,2020-09-02,2020-09-02,4241,78844399.0
scats,2405,100611,2020-09-05,2020-09-05,4241,60030915.0
scats,2404,100611,2020-09-04,2020-09-04,4241,84375807.0
scats,2406,100611,2020-09-06,2020-09-06,4241,47577686.0
scats,2408,100611,2020-09-08,2020-09-08,4241,77435657.0
scats,2373,100602,2020-08-03,2020-08-03,4240,85085405.0
scats,2398,100587,2020-08-29,2020-08-29,4240,57498297.0
scats,2394,100587,2020-08-25,2020-08-25,4240,74927084.0
scats,2399,100587,2020-08-30,2020-08-30,4240,43273397.0
scats,2393,100587,2020-08-24,2020-08-24,4240,72743985.0
scats,2391,100587,2020-08-22,2020-08-22,4240,50414656.0
scats,2400,100587,2020-08-31,2020-08-31,4240,74022498.0
scats,2395,100587,2020-08-26,2020-08-26,4240,77098933.0
scats,2396,100587,2020-08-27,2020-08-27,4240,77042441.0
scats,2397,100587,2020-08-28,2020-08-28,4240,82739171.0
scats,2390,100587,2020-08-21,2020-08-21,4240,78851333.0
scats,2392,100587,2020-08-23,2020-08-23,4240,41090426.0
scats,2374,100578,2020-08-04,2020-08-04,4239,87162615.0
scats,2375,100573,2020-08-05,2020-08-05,4239,89103783.0
scats,2370,100568,2020-07-31,2020-07-31,4238,101885263.0
scats,2388,100563,2020-08-19,2020-08-19,4239,73344524.0
scats,2387,100563,2020-08-18,2020-08-18,4239,72982372.0
scats,2389,100563,2020-08-20,2020-08-20,4239,74876462.0
scats,2371,100554,2020-08-01,2020-08-01,4238,74466377.0
scats,2372,100554,2020-08-02,2020-08-02,4238,62906083.0
scats,2383,100549,2020-08-14,2020-08-14,4238,76633205.0
scats,2384,100549,2020-08-15,2020-08-15,4238,51850363.0
scats,2386,100539,2020-08-17,2020-08-17,4238,70333919.0
scats,2385,100539,2020-08-16,2020-08-16,4238,39706127.0
scats,2381,100525,2020-08-12,2020-08-12,4237,72215326.0
scats,2379,100525,2020-08-10,2020-08-10,4237,69066317.0
scats,2378,100525,2020-08-09,2020-08-09,4237,37292786.0
scats,2376,100525,2020-08-06,2020-08-06,4237,70848003.0
scats,2382,100525,2020-08-13,2020-08-13,4237,73393523.0
scats,2380,100525,2020-08-11,2020-08-11,4237,70689930.0
scats,2377,100525,2020-08-08,2020-08-08,4237,45858809.0
scats,2369,100520,2020-07-30,2020-07-30,4236,98390061.0
scats,2368,100496,2020-07-29,2020-07-29,4235,97314176.0
scats,2367,100472,2020-07-28,2020-07-28,4234,95153170.0
scats,2363,100424,2020-07-24,2020-07-24,4232,100799324.0
scats,2339,100419,2020-06-30,2020-06-30,4229,113320819.0
scats,2338,100419,2020-06-29,2020-06-29,4229,110231979.0
scats,2343,100419,2020-07-04,2020-07-04,4229,92388155.0
scats,2341,100419,2020-07-02,2020-07-02,4229,112604066.0
scats,2340,100419,2020-07-01,2020-07-01,4229,116169627.0
scats,2337,100419,2020-06-28,2020-06-28,4229,84596449.0
scats,2336,100419,2020-06-27,2020-06-27,4229,101942957.0
scats,2344,100419,2020-07-05,2020-07-05,4229,74882216.0
scats,2346,100419,2020-07-07,2020-07-07,4229,111210920.0
scats,2335,100419,2020-06-26,2020-06-26,4229,125639544.0
scats,2345,100419,2020-07-06,2020-07-06,4229,103518969.0
scats,2342,100419,2020-07-03,2020-07-03,4229,113999567.0
scats,2348,100414,2020-07-09,2020-07-09,4230,95023134.0
scats,2353,100414,2020-07-14,2020-07-14,4231,98863048.0
scats,2354,100414,2020-07-15,2020-07-15,4231,101835741.0
scats,2347,100402,2020-07-08,2020-07-08,4229,124019909.0
scats,2349,100400,2020-07-10,2020-07-10,4230,99034248.0
scats,2364,100400,2020-07-25,2020-07-25,4231,71508285.0
scats,2365,100400,2020-07-26,2020-07-26,4231,54734368.0
scats,2366,100400,2020-07-27,2020-07-27,4231,92257873.0
scats,2333,100395,2020-06-24,2020-06-24,4228,118396080.0
scats,2331,100395,2020-06-22,2020-06-22,4228,110486920.0
scats,2334,100395,2020-06-25,2020-06-25,4228,120956112.0
scats,2332,100395,2020-06-23,2020-06-23,4228,116177838.0
scats,2330,100395,2020-06-21,2020-06-21,4228,83333308.0
scats,2358,100390,2020-07-19,2020-07-19,4230,54585425.0
scats,2355,100390,2020-07-16,2020-07-16,4230,101985680.0
scats,2359,100390,2020-07-20,2020-07-20,4230,93060749.0
scats,2357,100390,2020-07-18,2020-07-18,4230,72513525.0
scats,2360,100390,2020-07-21,2020-07-21,4230,96297866.0
scats,2352,100390,2020-07-13,2020-07-13,4229,94890603.0
scats,2356,100390,2020-07-17,2020-07-17,4230,105240191.0
scats,2326,100387,2020-06-17,2020-06-17,4227,120242362.0
scats,2327,100387,2020-06-18,2020-06-18,4227,123293265.0
scats,2325,100387,2020-06-16,2020-06-16,4227,117099547.0
scats,2324,100387,2020-06-15,2020-06-15,4227,112783668.0
scats,2328,100387,2020-06-19,2020-06-19,4227,128692346.0
scats,2350,100376,2020-07-11,2020-07-11,4229,68873150.0
scats,2351,100376,2020-07-12,2020-07-12,4229,55025136.0
scats,2362,100376,2020-07-23,2020-07-23,4230,96149200.0
scats,2361,100376,2020-07-22,2020-07-22,4230,98292460.0
scats,2329,100371,2020-06-20,2020-06-20,4227,105874150.0
scats,2323,100363,2020-06-14,2020-06-14,4226,85408253.0
scats,2322,100363,2020-06-13,2020-06-13,4226,104799319.0
scats,2321,100363,2020-06-12,2020-06-12,4226,127667243.0
scats,2319,100363,2020-06-10,2020-06-10,4226,119253755.0
scats,2320,100363,2020-06-11,2020-06-11,4226,121635662.0
scats,2317,100315,2020-06-08,2020-06-08,4224,81353325.0
scats,2315,100315,2020-06-06,2020-06-06,4224,98528597.0
scats,2318,100315,2020-06-09,2020-06-09,4224,115098820.0
scats,2314,100315,2020-06-05,2020-06-05,4224,124961066.0
scats,2316,100315,2020-06-07,2020-06-07,4224,82665319.0
scats,2313,100273,2020-06-04,2020-06-04,4222,118811601.0
scats,2312,100222,2020-06-02,2020-06-02,4220,111553711.0
scats,2311,100198,2020-06-01,2020-06-01,4219,105463195.0
scats,2305,100185,2020-05-26,2020-05-26,4217,109863986.0
scats,2307,100180,2020-05-28,2020-05-28,4218,113667400.0
scats,2306,100173,2020-05-27,2020-05-27,4217,111356289.0
scats,2309,100158,2020-05-30,2020-05-30,4218,101021411.0
scats,2310,100158,2020-05-31,2020-05-31,4218,79457659.0
scats,2308,100158,2020-05-29,2020-05-29,4218,120481540.0
scats,2304,100137,2020-05-25,2020-05-25,4215,104454186.0
scats,2301,100113,2020-05-22,2020-05-22,4214,113126809.0
scats,2299,100113,2020-05-20,2020-05-20,4214,104591378.0
scats,2303,100113,2020-05-24,2020-05-24,4214,78461714.0
scats,2300,100113,2020-05-21,2020-05-21,4214,105317349.0
scats,2297,100113,2020-05-18,2020-05-18,4214,100752397.0
scats,2302,100113,2020-05-23,2020-05-23,4214,93714889.0
scats,2298,100113,2020-05-19,2020-05-19,4214,102530565.0
scats,2295,100089,2020-05-16,2020-05-16,4213,94978913.0
scats,2293,100089,2020-05-14,2020-05-14,4213,103883769.0
scats,2296,100089,2020-05-17,2020-05-17,4213,78233681.0
scats,2292,100081,2020-05-13,2020-05-13,4212,101662335.0
scats,2291,100081,2020-05-12,2020-05-12,4212,96523448.0
scats,2294,100081,2020-05-15,2020-05-15,4213,111412125.0
scats,2289,100057,2020-05-10,2020-05-10,4211,65718958.0
scats,2287,100057,2020-05-08,2020-05-08,4211,103786803.0
scats,2290,100057,2020-05-11,2020-05-11,4211,91411800.0
scats,2288,100057,2020-05-09,2020-05-09,4211,78284594.0
scats,2286,100054,2020-05-07,2020-05-07,4210,97756645.0
scats,2285,100054,2020-05-06,2020-05-06,4210,96490005.0
scats,2284,100006,2020-05-05,2020-05-05,4208,95097700.0
scats,2280,99990,2020-05-01,2020-05-01,4206,95293523.0
scats,2282,99970,2020-05-03,2020-05-03,4206,60219731.0
scats,2281,99970,2020-05-02,2020-05-02,4206,73142076.0
scats,2283,99970,2020-05-04,2020-05-04,4206,90958183.0
