year,volume,yoy_pct_change
2014,40230427435,
2015,40941942434,1.7685991533388234
2016,42605388596,4.062939037837632
2017,43261052427,1.538922311487978
2018,40213378631,-7.044844323061106
2019,45474463564,13.0829219332103
2020,37004227171,-18.62635802416697
2021,41714712032,12.72958583686239
2022,46254562684,10.88309239320029
2023,47874719592,3.502696413040418
2024,49477917898,3.3487367020900605
2025,50522524502,2.1112582104879207
