site,volume,site_name,latitude,longitude,lookup_source
618,189951200.0,,,,
4448,189912709.0,,,,
2021,189801202.0,,,,
4043,189744728.0,,,,
1113,189737174.0,,,,
194,189454388.0,,,,
4041,189364698.0,,,,
403,189074559.0,,,,
3238,188866610.0,,,,
3659,188374431.0,,,,
358,188334558.0,,,,
2787,188282596.0,,,,
4805,188193760.0,,,,
2637,188113351.0,,,,
438,188100661.0,,,,
717,188059733.0,,,,
2423,188001966.0,,,,
163,187677542.0,,,,
4919,187614237.0,,,,
2768,187573043.0,,,,
3177,187486409.0,,,,
4661,187458784.0,,,,
5249,187436651.0,,,,
5064,187338289.0,,,,
2166,187328807.0,,,,
4145,187281836.0,,,,
3314,187229907.0,,,,
4740,187183984.0,,,,
310,187151080.0,,,,
1331,187089408.0,,,,
459,186627902.0,,,,
3690,186545150.0,,,,
4356,186278151.0,,,,
3884,186241724.0,,,,
3150,186172190.0,,,,
4506,186131134.0,,,,
4160,186127831.0,,,,
191,185963015.0,,,,
2347,185782284.0,,,,
3817,185598195.0,,,,
5004,185464455.0,,,,
1104,185396477.0,,,,
1701,185357045.0,,,,
3816,185316797.0,,,,
598,185263935.0,,,,
384,185255716.0,,,,
3076,185217940.0,,,,
3564,185083195.0,,,,
5023,185060448.0,,,,
503,184898986.0,,,,
4373,184851571.0,,,,
4745,184759246.0,,,,
4351,184751849.0,,,,
252,184740159.0,,,,
4726,184715353.0,,,,
1195,184601322.0,,,,
2598,184513474.0,,,,
3085,184448137.0,,,,
3646,184080499.0,,,,
987,183979695.0,,,,
3146,183934851.0,,,,
664,183482940.0,,,,
857,183475358.0,,,,
3846,183307734.0,,,,
290,183306146.0,,,,
165,183083979.0,,,,
5227,183027331.0,,,,
906,182945794.0,,,,
2605,182912935.0,,,,
1114,182904591.0,,,,
361,182794277.0,,,,
506,182789249.0,,,,
3315,182663827.0,,,,
781,182643397.0,,,,
2878,182546301.0,,,,
4389,182386346.0,,,,
450,182382615.0,,,,
1046,182305195.0,,,,
4353,182270492.0,,,,
5281,182183332.0,,,,
4954,182142488.0,,,,
127,182070063.0,,,,
1697,181971130.0,,,,
2602,181747505.0,,,,
4388,181692571.0,,,,
3615,181692310.0,,,,
680,181571899.0,,,,
2964,181544119.0,,,,
998,181401428.0,,,,
5824,181395483.0,,,,
4994,181361268.0,,,,
854,181273774.0,,,,
3642,181160236.0,,,,
112,181113685.0,,,,
4542,180973916.0,,,,
3594,180900910.0,,,,
2881,180871881.0,,,,
3597,180734507.0,,,,
4146,180684719.0,,,,
2595,180637327.0,,,,
954,180577388.0,,,,
2858,180310991.0,,,,
4934,180247557.0,,,,
4087,180222041.0,,,,
5235,180212073.0,,,,
2501,180170992.0,,,,
2640,179791534.0,,,,
3870,179728317.0,,,,
4210,179672841.0,,,,
188,179376050.0,,,,
175,179250790.0,,,,
1057,179159736.0,,,,
4462,178808490.0,,,,
129,178428317.0,,,,
3553,178304857.0,,,,
3450,178130033.0,,,,
3347,178016599.0,,,,
1185,177917406.0,,,,
4230,177725554.0,,,,
5065,177651963.0,,,,
944,177528085.0,,,,
241,177482103.0,,,,
2188,177403757.0,,,,
5279,177259224.0,,,,
2722,177084895.0,,,,
4800,177074470.0,,,,
3555,176856401.0,,,,
935,176799960.0,,,,
3561,176731671.0,,,,
374,176707386.0,,,,
3595,176469491.0,,,,
3120,176357544.0,,,,
1545,176172070.0,,,,
214,175978775.0,,,,
4653,175864953.0,,,,
2153,175821380.0,,,,
963,175724483.0,,,,
4613,175602179.0,,,,
2829,175460354.0,,,,
1211,175398173.0,,,,
4387,175106827.0,,,,
4206,175095215.0,,,,
3451,174888996.0,,,,
2050,174849231.0,,,,
2005,174829198.0,,,,
733,174715642.0,,,,
2580,174689694.0,,,,
1257,174654237.0,,,,
528,174633836.0,,,,
532,174498261.0,,,,
670,174298544.0,,,,
4951,174160817.0,,,,
3500,174025849.0,,,,
4402,173996754.0,,,,
3019,173928343.0,,,,
2007,173735697.0,,,,
449,173649468.0,,,,
2857,173486852.0,,,,
145,173410517.0,,,,
4667,173371012.0,,,,
4567,173360374.0,,,,
192,173347248.0,,,,
313,173261046.0,,,,
2894,173146626.0,,,,
1018,173120725.0,,,,
4519,173004490.0,,,,
2854,172978073.0,,,,
204,172872149.0,,,,
5268,172855648.0,,,,
2579,172659692.0,,,,
3515,172633274.0,,,,
4001,172630810.0,,,,
2150,172556089.0,,,,
4781,172543181.0,,,,
1170,172446521.0,,,,
2820,172282943.0,,,,
4477,172224259.0,,,,
915,172124973.0,,,,
4882,172044811.0,,,,
4040,172041616.0,,,,
300,171999063.0,,,,
747,171848884.0,,,,
205,171659196.0,,,,
4647,171525342.0,,,,
1333,171483840.0,,,,
846,171449374.0,,,,
2867,171434635.0,,,,
5133,171353466.0,,,,
1379,171262800.0,,,,
253,171173548.0,,,,
4409,171070604.0,,,,
371,170984205.0,,,,
4030,170905311.0,,,,
3224,170761780.0,,,,
3774,170755872.0,,,,
4273,170754361.0,,,,
2499,170721274.0,,,,
2898,170680952.0,,,,
4715,170670641.0,,,,
5219,170524184.0,,,,
3714,170499966.0,,,,
2984,170452394.0,,,,
907,170360334.0,,,,
4755,170293283.0,,,,
5069,170246014.0,,,,
3261,170224550.0,,,,
3551,170142820.0,,,,
4044,170099063.0,,,,
698,170057095.0,,,,
3539,170012416.0,,,,
712,169892038.0,,,,
3336,169865943.0,,,,
2303,169726212.0,,,,
3721,169718126.0,,,,
467,169521641.0,,,,
2631,169359035.0,,,,
1355,169276591.0,,,,
4524,169254086.0,,,,
3610,169212338.0,,,,
2585,169118435.0,,,,
749,169069983.0,,,,
3506,169019732.0,,,,
4363,168965124.0,,,,
2623,168735461.0,,,,
233,168593518.0,,,,
3204,168587518.0,,,,
2825,168545734.0,,,,
570,168541233.0,,,,
4467,168497946.0,,,,
783,168456178.0,,,,
646,168411619.0,,,,
4808,168379201.0,,,,
3003,168240313.0,,,,
578,168235001.0,,,,
4236,168161680.0,,,,
2063,168078874.0,,,,
4171,168074665.0,,,,
791,168054875.0,,,,
1246,168038254.0,,,,
2509,167978735.0,,,,
4688,167776097.0,,,,
500,167734595.0,,,,
2724,167641291.0,,,,
5316,167483432.0,,,,
3976,167391012.0,,,,
2415,167203733.0,,,,
4764,167121898.0,,,,
2968,167075450.0,,,,
2922,167073269.0,,,,
2189,167023892.0,,,,
858,166806857.0,,,,
172,166731478.0,,,,
752,166707687.0,,,,
2785,166621409.0,,,,
2180,166413909.0,,,,
2332,166276333.0,,,,
407,166211467.0,,,,
3994,166131784.0,,,,
4784,166069155.0,,,,
142,166031994.0,,,,
1234,165869889.0,,,,
3265,165864848.0,,,,
2872,165861947.0,,,,
373,165822668.0,,,,
2145,165621756.0,,,,
5006,165533955.0,,,,
1095,165046114.0,,,,
1367,165024107.0,,,,
2771,164878211.0,,,,
3263,164773455.0,,,,
3653,164769049.0,,,,
2009,164654728.0,,,,
2311,164648869.0,,,,
3306,164574541.0,,,,
4023,164563194.0,,,,
4743,164513123.0,,,,
738,164384030.0,,,,
353,164360480.0,,,,
140,164161727.0,,,,
2626,164108446.0,,,,
723,164095104.0,,,,
3501,163995192.0,,,,
4685,163980765.0,,,,
3293,163908182.0,,,,
3480,163866433.0,,,,
4310,163813194.0,,,,
3030,163696147.0,,,,
4774,163389905.0,,,,
2726,163376517.0,,,,
4698,163365838.0,,,,
864,163316187.0,,,,
1007,163287048.0,,,,
4217,162933589.0,,,,
435,162928337.0,,,,
276,162917021.0,,,,
2151,162821519.0,,,,
4991,162797677.0,,,,
691,162789091.0,,,,
3260,162785208.0,,,,
2210,162704872.0,,,,
4895,162602652.0,,,,
3562,162556420.0,,,,
178,162539432.0,,,,
2298,162295019.0,,,,
3217,162292271.0,,,,
4028,162233406.0,,,,
3682,161927391.0,,,,
115,161925037.0,,,,
3698,161887423.0,,,,
3230,161653154.0,,,,
4996,161545893.0,,,,
1111,161503491.0,,,,
889,161379467.0,,,,
4369,161302178.0,,,,
216,161190530.0,,,,
656,161123751.0,,,,
4201,161071611.0,,,,
4883,160887174.0,,,,
901,160835369.0,,,,
3012,160753396.0,,,,
6231,160605474.0,,,,
859,160466104.0,,,,
255,160444469.0,,,,
660,160409838.0,,,,
3784,160313238.0,,,,
3703,160246691.0,,,,
1063,160036836.0,,,,
3252,160020797.0,,,,
3253,159922774.0,,,,
601,159904062.0,,,,
505,159867781.0,,,,
608,159640950.0,,,,
3226,159577655.0,,,,
3893,159503300.0,,,,
2921,159210478.0,,,,
3685,159193041.0,,,,
4656,159150175.0,,,,
4251,159141960.0,,,,
488,159082928.0,,,,
5057,158899454.0,,,,
822,158894674.0,,,,
1542,158871432.0,,,,
3900,158863862.0,,,,
2904,158790289.0,,,,
3400,158751558.0,,,,
4717,158582440.0,,,,
2811,158508966.0,,,,
4665,158504029.0,,,,
3739,158171414.0,,,,
4306,157913682.0,,,,
394,157786818.0,,,,
943,157682775.0,,,,
3746,157645503.0,,,,
4473,157470482.0,,,,
131,157377813.0,,,,
4944,157286866.0,,,,
2308,157268747.0,,,,
4518,157268675.0,,,,
4271,157119448.0,,,,
2919,157087523.0,,,,
5008,156918837.0,,,,
567,156894760.0,,,,
6152,156661530.0,,,,
2907,156600713.0,,,,
843,156564040.0,,,,
472,156549220.0,,,,
4536,156536250.0,,,,
2939,156403832.0,,,,
4178,156391487.0,,,,
4202,156290329.0,,,,
3692,156235433.0,,,,
4838,156162785.0,,,,
2838,156156578.0,,,,
4237,155871106.0,,,,
4472,155778663.0,,,,
482,155764221.0,,,,
4437,155701288.0,,,,
3405,155696467.0,,,,
3329,155681369.0,,,,
657,155646017.0,,,,
4681,155618796.0,,,,
2004,155603762.0,,,,
4878,155522681.0,,,,
5076,155407058.0,,,,
3018,155404062.0,,,,
2152,155303417.0,,,,
287,155231154.0,,,,
4939,155166368.0,,,,
3169,155128679.0,,,,
4307,155127446.0,,,,
2646,155088708.0,,,,
790,155061243.0,,,,
2877,154917120.0,,,,
4748,154906117.0,,,,
3193,154886510.0,,,,
2813,154862784.0,,,,
2201,154765559.0,,,,
481,154744702.0,,,,
3116,154695668.0,,,,
2728,154665767.0,,,,
581,154542420.0,,,,
1056,154437869.0,,,,
671,154432262.0,,,,
896,154340638.0,,,,
2788,154279091.0,,,,
3387,154214061.0,,,,
3702,153972793.0,,,,
3079,153853808.0,,,,
4532,153845634.0,,,,
2766,153843250.0,,,,
788,153645872.0,,,,
514,153638100.0,,,,
2773,153432289.0,,,,
412,153378649.0,,,,
6812,153310755.0,,,,
4909,153279132.0,,,,
1247,153225736.0,,,,
4466,153147326.0,,,,
971,152970058.0,,,,
4470,152954203.0,,,,
3915,152934027.0,,,,
4435,152862917.0,,,,
6445,152862137.0,,,,
182,152777783.0,,,,
2513,152658632.0,,,,
4487,152524249.0,,,,
297,152438292.0,,,,
4403,152243125.0,,,,
2861,152243098.0,,,,
3137,152242339.0,,,,
3538,152227281.0,,,,
4541,152063836.0,,,,
3269,152013026.0,,,,
3738,151987063.0,,,,
167,151936587.0,,,,
4942,151909454.0,,,,
2604,151905693.0,,,,
3115,151870168.0,,,,
4199,151787443.0,,,,
6205,151745694.0,,,,
3652,151708374.0,,,,
4905,151629788.0,,,,
2630,151578941.0,,,,
1309,151578921.0,,,,
4933,151519572.0,,,,
364,151491800.0,,,,
3195,151491257.0,,,,
4832,151451500.0,,,,
4298,151355175.0,,,,
4522,151337181.0,,,,
445,151284101.0,,,,
5240,151267648.0,,,,
743,150787340.0,,,,
1744,150714840.0,,,,
171,150682448.0,,,,
1303,150652422.0,,,,
4483,150644700.0,,,,
3668,150607730.0,,,,
3127,150476228.0,,,,
1123,150380706.0,,,,
3196,150345748.0,,,,
5323,150287344.0,,,,
4810,150277611.0,,,,
2505,150263644.0,,,,
3687,150168239.0,,,,
3868,149931278.0,,,,
2826,149929281.0,,,,
851,149874783.0,,,,
3588,149855778.0,,,,
3264,149838443.0,,,,
6695,149719479.0,,,,
3742,149716605.0,,,,
6261,149668402.0,,,,
4205,149644818.0,,,,
271,149607879.0,,,,
592,149464232.0,,,,
304,149435616.0,,,,
4342,149419899.0,,,,
5209,149369686.0,,,,
579,149303684.0,,,,
2688,149223023.0,,,,
3122,149160440.0,,,,
4231,149095532.0,,,,
794,149087131.0,,,,
637,149078117.0,,,,
3920,148832154.0,,,,
5009,148693369.0,,,,
3918,148344411.0,,,,
3634,148075190.0,,,,
1539,148026078.0,,,,
1045,147916316.0,,,,
1477,147895577.0,,,,
5238,147888859.0,,,,
5068,147835229.0,,,,
5236,147778105.0,,,,
551,147604131.0,,,,
480,147587177.0,,,,
4806,147535103.0,,,,
146,147431883.0,,,,
3425,147294163.0,,,,
2822,147207067.0,,,,
2834,147200850.0,,,,
4553,147140569.0,,,,
4264,147123346.0,,,,
4000,147070358.0,,,,
2510,146938741.0,,,,
4121,146865203.0,,,,
359,146825260.0,,,,
5244,146817052.0,,,,
4240,146796220.0,,,,
3899,146773389.0,,,,
2593,146720222.0,,,,
4226,146708696.0,,,,
180,146699361.0,,,,
2883,146697111.0,,,,
2041,146650888.0,,,,
3220,146636262.0,,,,
3147,146595213.0,,,,
521,146589784.0,,,,
3749,146550884.0,,,,
2659,146521261.0,,,,
3596,146366893.0,,,,
4341,146359350.0,,,,
4172,146254885.0,,,,
356,146248274.0,,,,
4840,146248079.0,,,,
4482,146098962.0,,,,
4890,146072798.0,,,,
327,146007759.0,,,,
842,146006232.0,,,,
114,145990624.0,,,,
873,145926813.0,,,,
215,145919577.0,,,,
4990,145846994.0,,,,
4374,145811432.0,,,,
3502,145810530.0,,,,
4434,145764691.0,,,,
1218,145741800.0,,,,
3565,145481852.0,,,,
3303,145391463.0,,,,
3208,145212005.0,,,,
3266,145166845.0,,,,
4520,145078313.0,,,,
5062,144993883.0,,,,
4645,144925060.0,,,,
4903,144917771.0,,,,
4048,144912267.0,,,,
5093,144875364.0,,,,
4198,144793752.0,,,,
2001,144717040.0,,,,
1235,144680574.0,,,,
2484,144678674.0,,,,
4677,144377511.0,,,,
2992,144333895.0,,,,
4241,144291806.0,,,,
895,144252304.0,,,,
2798,144206670.0,,,,
4332,144151774.0,,,,
173,144125449.0,,,,
2732,144119613.0,,,,
4020,144070305.0,,,,
981,144063661.0,,,,
5000,143989676.0,,,,
535,143810856.0,,,,
111,143769186.0,,,,
3182,143719088.0,,,,
825,143682285.0,,,,
4456,143661390.0,,,,
1078,143566415.0,,,,
3526,143521042.0,,,,
1077,143481418.0,,,,
119,143455043.0,,,,
3126,143384550.0,,,,
4967,143377148.0,,,,
4454,143368493.0,,,,
463,143276646.0,,,,
612,143068614.0,,,,
3453,143066310.0,,,,
1301,142946654.0,,,,
1531,142856841.0,,,,
2043,142820105.0,,,,
363,142795972.0,,,,
186,142744105.0,,,,
1576,142621761.0,,,,
1044,142578927.0,,,,
2441,142551828.0,,,,
303,142535930.0,,,,
6685,142523324.0,,,,
1256,142249625.0,,,,
4499,142240071.0,,,,
3408,142117174.0,,,,
1312,142099614.0,,,,
261,142080943.0,,,,
705,141965642.0,,,,
5191,141913905.0,,,,
665,141758600.0,,,,
1378,141715864.0,,,,
3677,141698668.0,,,,
803,141665521.0,,,,
4657,141509546.0,,,,
2713,141506158.0,,,,
329,141506142.0,,,,
113,141481031.0,,,,
3001,141442649.0,,,,
5819,141362384.0,,,,
3673,141286995.0,,,,
236,141248940.0,,,,
2731,141219666.0,,,,
3305,141152811.0,,,,
4694,141063716.0,,,,
211,141063311.0,,,,
5269,141005369.0,,,,
3426,140857872.0,,,,
6818,140781922.0,,,,
735,140765503.0,,,,
143,140741199.0,,,,
2356,140598062.0,,,,
2584,140556218.0,,,,
6689,140461952.0,,,,
3771,140425231.0,,,,
231,140402203.0,,,,
4750,140334953.0,,,,
1150,140334191.0,,,,
2649,140246888.0,,,,
439,140228003.0,,,,
4383,140165277.0,,,,
3940,140143562.0,,,,
4576,140120474.0,,,,
3349,140100391.0,,,,
960,140018769.0,,,,
2190,140018327.0,,,,
1065,140010858.0,,,,
254,139947984.0,,,,
3114,139928831.0,,,,
3119,139927415.0,,,,
1507,139859216.0,,,,
4736,139761117.0,,,,
3537,139667942.0,,,,
1426,139621524.0,,,,
4543,139478983.0,,,,
1951,139472017.0,,,,
351,139459185.0,,,,
4965,139272464.0,,,,
979,139159087.0,,,,
929,139138594.0,,,,
709,139133886.0,,,,
2207,139056975.0,,,,
5234,139023899.0,,,,
2410,139007062.0,,,,
4129,138956418.0,,,,
4221,138954171.0,,,,
4355,138911608.0,,,,
1464,138806616.0,,,,
3304,138795863.0,,,,
2865,138736848.0,,,,
827,138720622.0,,,,
5092,138689192.0,,,,
3233,138553072.0,,,,
2998,138535713.0,,,,
5239,138530199.0,,,,
5283,138483600.0,,,,
648,138453142.0,,,,
2792,138393503.0,,,,
3922,138213452.0,,,,
6255,138043881.0,,,,
3622,137975955.0,,,,
1249,137972237.0,,,,
711,137903258.0,,,,
4064,137877329.0,,,,
5203,137728286.0,,,,
288,137690971.0,,,,
5346,137326478.0,,,,
3194,137274675.0,,,,
1140,137246891.0,,,,
4228,137200201.0,,,,
4801,137175388.0,,,,
4691,137138213.0,,,,
3985,137112920.0,,,,
5103,137013290.0,,,,
6813,136970900.0,,,,
3465,136875298.0,,,,
2924,136874354.0,,,,
2204,136455637.0,,,,
4796,136270108.0,,,,
2873,136266773.0,,,,
5202,136232463.0,,,,
3856,136119260.0,,,,
2734,136117268.0,,,,
3841,135982213.0,,,,
3118,135940175.0,,,,
6253,135924544.0,,,,
4315,135689399.0,,,,
1052,135663856.0,,,,
5821,135550560.0,,,,
3023,135451885.0,,,,
4270,135383444.0,,,,
4468,135105672.0,,,,
756,135058875.0,,,,
4793,135051367.0,,,,
4350,134973999.0,,,,
5284,134894966.0,,,,
1343,134858876.0,,,,
1186,134739077.0,,,,
5208,134584705.0,,,,
3299,134529493.0,,,,
4574,134481018.0,,,,
3621,134343563.0,,,,
1579,134170138.0,,,,
2996,134057250.0,,,,
2680,134021668.0,,,,
687,133979006.0,,,,
3409,133808530.0,,,,
307,133371258.0,,,,
3302,133331706.0,,,,
3485,133306996.0,,,,
457,133306508.0,,,,
102,133220955.0,,,,
3227,133030058.0,,,,
2934,132976552.0,,,,
3024,132966502.0,,,,
3139,132842563.0,,,,
3173,132773301.0,,,,
1506,132713330.0,,,,
440,132659749.0,,,,
4563,132636515.0,,,,
4862,132457024.0,,,,
4527,132442764.0,,,,
3009,132405587.0,,,,
2776,132361152.0,,,,
1181,132322354.0,,,,
2399,132317319.0,,,,
2494,132311504.0,,,,
3826,132292935.0,,,,
4775,132287390.0,,,,
4716,132268848.0,,,,
606,131982676.0,,,,
3084,131880783.0,,,,
4813,131859061.0,,,,
1241,131852161.0,,,,
260,131845518.0,,,,
3222,131792176.0,,,,
1165,131736467.0,,,,
1700,131582688.0,,,,
994,131577782.0,,,,
383,131500005.0,,,,
5210,131486348.0,,,,
938,131384810.0,,,,
3138,131368040.0,,,,
3218,131364548.0,,,,
4850,131347206.0,,,,
4790,131303012.0,,,,
1209,131287500.0,,,,
5167,131216923.0,,,,
4494,131144045.0,,,,
621,131139087.0,,,,
3441,130963623.0,,,,
4220,130960144.0,,,,
5295,130934651.0,,,,
4386,130891534.0,,,,
5215,130807774.0,,,,
3767,130781349.0,,,,
3896,130743453.0,,,,
3852,130739749.0,,,,
1117,130675221.0,,,,
3824,130631253.0,,,,
1245,130626338.0,,,,
4873,130566859.0,,,,
1335,130549237.0,,,,
4436,130474071.0,,,,
4831,130423018.0,,,,
4033,130419862.0,,,,
3148,130376101.0,,,,
2942,130224805.0,,,,
309,130202081.0,,,,
2737,130187851.0,,,,
4296,130091571.0,,,,
334,130067071.0,,,,
232,129968155.0,,,,
5164,129953009.0,,,,
269,129771981.0,,,,
333,129732393.0,,,,
1374,129693490.0,,,,
3175,129668707.0,,,,
4757,129668163.0,,,,
221,129596905.0,,,,
3010,129565714.0,,,,
847,129486501.0,,,,
4408,129428610.0,,,,
2720,129419074.0,,,,
767,129195043.0,,,,
3590,129152621.0,,,,
5237,129143501.0,,,,
389,129142531.0,,,,
1520,129124931.0,,,,
6656,129069150.0,,,,
5088,129045641.0,,,,
3136,129042869.0,,,,
312,128952239.0,,,,
495,128946993.0,,,,
5177,128904332.0,,,,
1261,128878286.0,,,,
3793,128876578.0,,,,
3021,128721274.0,,,,
4419,128645741.0,,,,
4514,128639783.0,,,,
323,128606195.0,,,,
1019,128573410.0,,,,
3168,128555117.0,,,,
1766,128531051.0,,,,
4641,128518250.0,,,,
3162,128500307.0,,,,
2300,128486975.0,,,,
3223,128404435.0,,,,
4666,128319262.0,,,,
331,128178009.0,,,,
910,128168847.0,,,,
5657,128060046.0,,,,
2053,128043774.0,,,,
3776,127970719.0,,,,
2849,127816955.0,,,,
4936,127727904.0,,,,
746,127705077.0,,,,
3993,127700381.0,,,,
3592,127689015.0,,,,
3179,127607482.0,,,,
807,127581014.0,,,,
525,127537472.0,,,,
3688,127515198.0,,,,
3247,127498970.0,,,,
6630,127468072.0,,,,
3904,127182991.0,,,,
2712,127067821.0,,,,
3982,127067297.0,,,,
861,127039763.0,,,,
4017,127038862.0,,,,
4131,126997218.0,,,,
6203,126994953.0,,,,
4937,126779655.0,,,,
585,126705411.0,,,,
713,126679323.0,,,,
4400,126627993.0,,,,
1689,126558741.0,,,,
2684,126489217.0,,,,
2010,126468267.0,,,,
6256,126453910.0,,,,
4130,126446836.0,,,,
6688,126374190.0,,,,
4815,126369941.0,,,,
3228,126353330.0,,,,
4794,126285305.0,,,,
2863,126070121.0,,,,
4739,126050747.0,,,,
3943,126034052.0,,,,
1720,125966592.0,,,,
3655,125957774.0,,,,
2092,125956097.0,,,,
4444,125953552.0,,,,
845,125952292.0,,,,
2618,125950539.0,,,,
1475,125932268.0,,,,
3552,125831809.0,,,,
4747,125683712.0,,,,
3969,125464029.0,,,,
4492,125353655.0,,,,
541,125197437.0,,,,
3704,125126311.0,,,,
2770,125074698.0,,,,
4377,125054378.0,,,,
4575,125051687.0,,,,
4174,125048969.0,,,,
663,125031238.0,,,,
5262,125023583.0,,,,
2587,124902653.0,,,,
4959,124865200.0,,,,
591,124674539.0,,,,
4630,124643389.0,,,,
4671,124611806.0,,,,
2534,124554990.0,,,,
4039,124451100.0,,,,
771,124443943.0,,,,
4821,124442253.0,,,,
1305,124327897.0,,,,
850,124274871.0,,,,
4038,124195749.0,,,,
5087,124184808.0,,,,
4956,124124892.0,,,,
4164,124065783.0,,,,
927,124044546.0,,,,
4853,124020065.0,,,,
6675,124018210.0,,,,
365,123884537.0,,,,
3004,123815551.0,,,,
4950,123810988.0,,,,
4021,123771748.0,,,,
4411,123767519.0,,,,
3280,123757854.0,,,,
3996,123747355.0,,,,
4360,123719688.0,,,,
3598,123683248.0,,,,
2200,123662998.0,,,,
2926,123451810.0,,,,
714,123418507.0,,,,
3975,123352759.0,,,,
5218,123339745.0,,,,
436,123275408.0,,,,
6093,123274201.0,,,,
4119,123269657.0,,,,
6817,123268005.0,,,,
2586,123157235.0,,,,
4215,123101363.0,,,,
3093,123095556.0,,,,
1815,123021316.0,,,,
4203,123010988.0,,,,
1073,122999116.0,,,,
3212,122986061.0,,,,
3454,122972072.0,,,,
1562,122850748.0,,,,
6336,122837261.0,,,,
3897,122689110.0,,,,
4446,122649641.0,,,,
702,122624912.0,,,,
2642,122585314.0,,,,
4720,122501136.0,,,,
4622,122493864.0,,,,
3020,122450327.0,,,,
628,122444938.0,,,,
3557,122418130.0,,,,
4861,122415615.0,,,,
2583,122363927.0,,,,
5302,122351768.0,,,,
3804,122290712.0,,,,
4577,122236354.0,,,,
3604,122180579.0,,,,
6293,122167463.0,,,,
3620,122112593.0,,,,
1534,122109630.0,,,,
2644,122095325.0,,,,
2615,121995616.0,,,,
1198,121876029.0,,,,
959,121832047.0,,,,
3028,121803242.0,,,,
2634,121761196.0,,,,
4766,121747114.0,,,,
3790,121723530.0,,,,
3934,121647108.0,,,,
342,121563269.0,,,,
238,121524869.0,,,,
623,121432218.0,,,,
4042,121394369.0,,,,
708,121207888.0,,,,
724,121204937.0,,,,
434,121182734.0,,,,
5051,120951537.0,,,,
1712,120926910.0,,,,
2019,120919930.0,,,,
4079,120918223.0,,,,
900,120915161.0,,,,
4855,120862547.0,,,,
728,120802965.0,,,,
607,120787253.0,,,,
4864,120769508.0,,,,
3110,120754053.0,,,,
3197,120733103.0,,,,
444,120725696.0,,,,
6252,120691180.0,,,,
6697,120662024.0,,,,
2735,120612642.0,,,,
3879,120430081.0,,,,
610,120393639.0,,,,
354,120380281.0,,,,
266,120364380.0,,,,
4427,120347941.0,,,,
181,120159097.0,,,,
527,120085722.0,,,,
4368,120070297.0,,,,
6150,120028576.0,,,,
4346,120003486.0,,,,
4045,119982032.0,,,,
719,119978772.0,,,,
2567,119952399.0,,,,
5005,119917166.0,,,,
4063,119626655.0,,,,
513,119626330.0,,,,
3766,119581088.0,,,,
3901,119560323.0,,,,
3833,119506093.0,,,,
302,119500003.0,,,,
122,119457432.0,,,,
5155,119417789.0,,,,
824,119373124.0,,,,
4863,119364740.0,,,,
5100,119359531.0,,,,
1099,119339596.0,,,,
547,119225992.0,,,,
5246,119197655.0,,,,
4458,119171050.0,,,,
4132,119046996.0,,,,
2168,118965479.0,,,,
6661,118887624.0,,,,
2655,118779351.0,,,,
2195,118753228.0,,,,
5243,118696063.0,,,,
352,118662163.0,,,,
259,118651740.0,,,,
2052,118583521.0,,,,
4367,118580468.0,,,,
3778,118571094.0,,,,
4900,118547746.0,,,,
4057,118545618.0,,,,
3257,118538925.0,,,,
5042,118534896.0,,,,
3781,118508726.0,,,,
2591,118460312.0,,,,
5201,118443025.0,,,,
3835,118431486.0,,,,
314,118421255.0,,,,
4232,118367615.0,,,,
4432,118350839.0,,,,
766,118340967.0,,,,
1171,118334268.0,,,,
2054,118299244.0,,,,
704,118267549.0,,,,
401,118266897.0,,,,
4971,118254373.0,,,,
4552,118243742.0,,,,
4257,118194791.0,,,,
930,118179525.0,,,,
841,118131125.0,,,,
4418,118052174.0,,,,
1081,118027763.0,,,,
2524,117944967.0,,,,
3180,117927984.0,,,,
4585,117901978.0,,,,
274,117865967.0,,,,
4615,117839807.0,,,,
4089,117798685.0,,,,
3124,117702095.0,,,,
2817,117685481.0,,,,
1427,117649425.0,,,,
2496,117625582.0,,,,
4544,117606057.0,,,,
2478,117571419.0,,,,
437,117478232.0,,,,
1071,117468690.0,,,,
5193,117465510.0,,,,
892,117439300.0,,,,
3593,117428231.0,,,,
2393,117406957.0,,,,
1499,117362377.0,,,,
1717,117326447.0,,,,
4847,117296590.0,,,,
1500,117248158.0,,,,
3069,117236134.0,,,,
2209,117180742.0,,,,
5282,117095467.0,,,,
4305,116971075.0,,,,
3121,116962552.0,,,,
2908,116944551.0,,,,
4814,116934666.0,,,,
2875,116919034.0,,,,
4646,116909834.0,,,,
6660,116851470.0,,,,
4749,116817606.0,,,,
3898,116805708.0,,,,
187,116768276.0,,,,
1264,116760411.0,,,,
1205,116713852.0,,,,
3980,116710417.0,,,,
6288,116696391.0,,,,
4216,116615835.0,,,,
779,116600294.0,,,,
3145,116599496.0,,,,
4006,116413222.0,,,,
3419,116409282.0,,,,
2520,116405409.0,,,,
4777,116377925.0,,,,
5055,116348028.0,,,,
109,116260075.0,,,,
1578,116209806.0,,,,
6081,116194716.0,,,,
4953,116150573.0,,,,
4982,116129890.0,,,,
3290,116096917.0,,,,
3109,116080366.0,,,,
3317,116036969.0,,,,
1240,115944779.0,,,,
4233,115892299.0,,,,
4662,115770039.0,,,,
2485,115693348.0,,,,
1260,115642857.0,,,,
4357,115570504.0,,,,
6279,115545101.0,,,,
4952,115537872.0,,,,
278,115519966.0,,,,
